"time","TK_101.level","TK_102.level","PB_SHUT.combiTimeTable.y[1]","PB_START.combiTimeTable.y[1]","PB_STOP.combiTimeTable.y[1]","XV_101.flow_m3s","drainRequest_m3s","time_s","transferRequest_m3s","wait_remaining_s","controller_state_id","PB_SHUT.y","PB_START.y","PB_STOP.y","valve1_cmd","valve2_cmd","valve3_cmd","PB_SHUT.realToBoolean.u","PB_START.realToBoolean.u","PB_STOP.realToBoolean.u","PLC_101.LT101_level_m","PLC_101.LT102_level_m","PLC_101.wait_remaining_s","TK_101.inflow_m3s","TK_101.level_m","TK_101.outflowRequest_m3s","TK_102.inflow_m3s","TK_102.level_m","TK_102.outflowRequest_m3s","XV_102.flow_m3s","XV_103.flow_m3s","tank1_level_m","tank2_level_m","PLC_101.controller_state_id","PB_SHUT.realToBoolean.y","PB_START.realToBoolean.y","PB_STOP.realToBoolean.y","PLC_101.shutButton","PLC_101.startButton","PLC_101.stopButton","PLC_101.valve1_cmd","PLC_101.valve2_cmd","PLC_101.valve3_cmd","XV_101.openCmd","XV_102.openCmd","XV_103.openCmd"
0.9999999999999999,0.05,0.08571428571428573,0,0,0,0,0,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.08571428571428573,0,0,0.05,0,0.05,0.08571428571428573,0,0,0,0.05,0.08571428571428573,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9999999999999999,0.05,0.08571428571428573,0,0,0,0,0,0.9999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.08571428571428573,0,0,0.05,0,0.05,0.08571428571428573,0,0,0,0.05,0.08571428571428573,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1,0.05,0.0892857142857143,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0892857142857143,0,0,0.05,0,0.05,0.0892857142857143,0,0,0,0.05,0.0892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1,0.05,0.0892857142857143,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.0892857142857143,0,0,0.05,0,0.05,0.0892857142857143,0,0,0,0.05,0.0892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2,0.05,0.09285714285714289,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.09285714285714289,0,0,0.05,0,0.05,0.09285714285714289,0,0,0,0.05,0.09285714285714289,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2,0.05,0.09285714285714289,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.09285714285714289,0,0,0.05,0,0.05,0.09285714285714289,0,0,0,0.05,0.09285714285714289,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3,0.05,0.09642857142857147,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.09642857142857147,0,0,0.05,0,0.05,0.09642857142857147,0,0,0,0.05,0.09642857142857147,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3,0.05,0.09642857142857147,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.09642857142857147,0,0,0.05,0,0.05,0.09642857142857147,0,0,0,0.05,0.09642857142857147,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4,0.05,0.1000000000000001,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1000000000000001,0,0,0.05,0,0.05,0.1000000000000001,0,0,0,0.05,0.1000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4,0.05,0.1000000000000001,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1000000000000001,0,0,0.05,0,0.05,0.1000000000000001,0,0,0,0.05,0.1000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,0.05,0.1035714285714286,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1035714285714286,0,0,0.05,0,0.05,0.1035714285714286,0,0,0,0.05,0.1035714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,0.05,0.1035714285714286,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1035714285714286,0,0,0.05,0,0.05,0.1035714285714286,0,0,0,0.05,0.1035714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6,0.05,0.1071428571428572,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1071428571428572,0,0,0.05,0,0.05,0.1071428571428572,0,0,0,0.05,0.1071428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0
