"time","TK_101.level","TK_102.level","PB_SHUT.combiTimeTable.y[1]","PB_START.combiTimeTable.y[1]","PB_STOP.combiTimeTable.y[1]","XV_101.flow_m3s","drainRequest_m3s","time_s","transferRequest_m3s","wait_remaining_s","controller_state_id","PB_SHUT.y","PB_START.y","PB_STOP.y","valve1_cmd","valve2_cmd","valve3_cmd","PB_SHUT.realToBoolean.u","PB_START.realToBoolean.u","PB_STOP.realToBoolean.u","PLC_101.LT101_level_m","PLC_101.LT102_level_m","PLC_101.wait_remaining_s","TK_101.inflow_m3s","TK_101.level_m","TK_101.outflowRequest_m3s","TK_102.inflow_m3s","TK_102.level_m","TK_102.outflowRequest_m3s","XV_102.flow_m3s","XV_103.flow_m3s","tank1_level_m","tank2_level_m","PLC_101.controller_state_id","PB_SHUT.realToBoolean.y","PB_START.realToBoolean.y","PB_STOP.realToBoolean.y","PLC_101.shutButton","PLC_101.startButton","PLC_101.stopButton","PLC_101.valve1_cmd","PLC_101.valve2_cmd","PLC_101.valve3_cmd","XV_101.openCmd","XV_102.openCmd","XV_103.openCmd"
164.7999999999949,0.7739999999886162,43.37685721384326,0,0,0,0.006,0,164.7999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7739999999886162,43.37685721384326,0,0.006,0.7739999999886162,0,0.7739999999886162,43.37685721384326,0,0,0,0.7739999999886162,43.37685721384326,1,0,0,0,0,0,0,1,0,0,1,0,0
164.8,0.7739999999886417,43.37685721384607,0,0,0,0.006,0,164.8,0,0,1,0,0,0,1,0,0,0,0,0,0.7739999999886417,43.37685721384607,0,0.006,0.7739999999886417,0,0.7739999999886417,43.37685721384607,0,0,0,0.7739999999886417,43.37685721384607,1,0,0,0,0,0,0,1,0,0,1,0,0
164.8999999999949,0.7744999999885908,43.43216078537827,0,0,0,0.006,0,164.8999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7744999999885908,43.43216078537827,0,0.006,0.7744999999885908,0,0.7744999999885908,43.43216078537827,0,0,0,0.7744999999885908,43.43216078537827,1,0,0,0,0,0,0,1,0,0,1,0,0
164.8999999999949,0.7744999999885908,43.43216078537827,0,0,0,0.006,0,164.8999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7744999999885908,43.43216078537827,0,0.006,0.7744999999885908,0,0.7744999999885908,43.43216078537827,0,0,0,0.7744999999885908,43.43216078537827,1,0,0,0,0,0,0,1,0,0,1,0,0
164.9,0.7744999999886162,43.43216078538109,0,0,0,0.006,0,164.9,0,0,1,0,0,0,1,0,0,0,0,0,0.7744999999886162,43.43216078538109,0,0.006,0.7744999999886162,0,0.7744999999886162,43.43216078538109,0,0,0,0.7744999999886162,43.43216078538109,1,0,0,0,0,0,0,1,0,0,1,0,0
164.9999999999949,0.7749999999885652,43.4875000711991,0,0,0,0.006,0,164.9999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7749999999885652,43.4875000711991,0,0.006,0.7749999999885652,0,0.7749999999885652,43.4875000711991,0,0,0,0.7749999999885652,43.4875000711991,1,0,0,0,0,0,0,1,0,0,1,0,0
164.9999999999949,0.7749999999885652,43.4875000711991,0,0,0,0.006,0,164.9999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7749999999885652,43.4875000711991,0,0.006,0.7749999999885652,0,0.7749999999885652,43.4875000711991,0,0,0,0.7749999999885652,43.4875000711991,1,0,0,0,0,0,0,1,0,0,1,0,0
165,0.7749999999885906,43.48750007120191,0,0,0,0.006,0,165,0,0,1,0,0,0,1,0,0,0,0,0,0.7749999999885906,43.48750007120191,0,0.006,0.7749999999885906,0,0.7749999999885906,43.48750007120191,0,0,0,0.7749999999885906,43.48750007120191,1,0,0,0,0,0,0,1,0,0,1,0,0
165.0999999999949,0.7754999999885398,43.54287507130577,0,0,0,0.006,0,165.0999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7754999999885398,43.54287507130577,0,0.006,0.7754999999885398,0,0.7754999999885398,43.54287507130577,0,0,0,0.7754999999885398,43.54287507130577,1,0,0,0,0,0,0,1,0,0,1,0,0
165.0999999999949,0.7754999999885398,43.54287507130577,0,0,0,0.006,0,165.0999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7754999999885398,43.54287507130577,0,0.006,0.7754999999885398,0,0.7754999999885398,43.54287507130577,0,0,0,0.7754999999885398,43.54287507130577,1,0,0,0,0,0,0,1,0,0,1,0,0
165.1,0.7754999999885652,43.54287507130859,0,0,0,0.006,0,165.1,0,0,1,0,0,0,1,0,0,0,0,0,0.7754999999885652,43.54287507130859,0,0.006,0.7754999999885652,0,0.7754999999885652,43.54287507130859,0,0,0,0.7754999999885652,43.54287507130859,1,0,0,0,0,0,0,1,0,0,1,0,0
165.1999999999949,0.7759999999885143,43.59828578569827,0,0,0,0.006,0,165.1999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7759999999885143,43.59828578569827,0,0.006,0.7759999999885143,0,0.7759999999885143,43.59828578569827,0,0,0,0.7759999999885143,43.59828578569827,1,0,0,0,0,0,0,1,0,0,1,0,0
165.1999999999949,0.7759999999885143,43.59828578569827,0,0,0,0.006,0,165.1999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7759999999885143,43.59828578569827,0,0.006,0.7759999999885143,0,0.7759999999885143,43.59828578569827,0,0,0,0.7759999999885143,43.59828578569827,1,0,0,0,0,0,0,1,0,0,1,0,0
165.2,0.7759999999885397,43.59828578570109,0,0,0,0.006,0,165.2,0,0,1,0,0,0,1,0,0,0,0,0,0.7759999999885397,43.59828578570109,0,0.006,0.7759999999885397,0,0.7759999999885397,43.59828578570109,0,0,0,0.7759999999885397,43.59828578570109,1,0,0,0,0,0,0,1,0,0,1,0,0
165.2999999999949,0.7764999999884888,43.65373221437659,0,0,0,0.006,0,165.2999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7764999999884888,43.65373221437659,0,0.006,0.7764999999884888,0,0.7764999999884888,43.65373221437659,0,0,0,0.7764999999884888,43.65373221437659,1,0,0,0,0,0,0,1,0,0,1,0,0
165.2999999999949,0.7764999999884888,43.65373221437659,0,0,0,0.006,0,165.2999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7764999999884888,43.65373221437659,0,0.006,0.7764999999884888,0,0.7764999999884888,43.65373221437659,0,0,0,0.7764999999884888,43.65373221437659,1,0,0,0,0,0,0,1,0,0,1,0,0
165.3,0.7764999999885144,43.65373221437942,0,0,0,0.006,0,165.3,0,0,1,0,0,0,1,0,0,0,0,0,0.7764999999885144,43.65373221437942,0,0.006,0.7764999999885144,0,0.7764999999885144,43.65373221437942,0,0,0,0.7764999999885144,43.65373221437942,1,0,0,0,0,0,0,1,0,0,1,0,0
165.3999999999949,0.7769999999884633,43.70921435734073,0,0,0,0.006,0,165.3999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7769999999884633,43.70921435734073,0,0.006,0.7769999999884633,0,0.7769999999884633,43.70921435734073,0,0,0,0.7769999999884633,43.70921435734073,1,0,0,0,0,0,0,1,0,0,1,0,0
165.3999999999949,0.7769999999884633,43.70921435734073,0,0,0,0.006,0,165.3999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7769999999884633,43.70921435734073,0,0.006,0.7769999999884633,0,0.7769999999884633,43.70921435734073,0,0,0,0.7769999999884633,43.70921435734073,1,0,0,0,0,0,0,1,0,0,1,0,0
165.4,0.7769999999884888,43.70921435734358,0,0,0,0.006,0,165.4,0,0,1,0,0,0,1,0,0,0,0,0,0.7769999999884888,43.70921435734358,0,0.006,0.7769999999884888,0,0.7769999999884888,43.70921435734358,0,0,0,0.7769999999884888,43.70921435734358,1,0,0,0,0,0,0,1,0,0,1,0,0
165.4999999999949,0.7774999999884377,43.76473221459071,0,0,0,0.006,0,165.4999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7774999999884377,43.76473221459071,0,0.006,0.7774999999884377,0,0.7774999999884377,43.76473221459071,0,0,0,0.7774999999884377,43.76473221459071,1,0,0,0,0,0,0,1,0,0,1,0,0
165.4999999999949,0.7774999999884377,43.76473221459071,0,0,0,0.006,0,165.4999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7774999999884377,43.76473221459071,0,0.006,0.7774999999884377,0,0.7774999999884377,43.76473221459071,0,0,0,0.7774999999884377,43.76473221459071,1,0,0,0,0,0,0,1,0,0,1,0,0
165.5,0.7774999999884632,43.76473221459355,0,0,0,0.006,0,165.5,0,0,1,0,0,0,1,0,0,0,0,0,0.7774999999884632,43.76473221459355,0,0.006,0.7774999999884632,0,0.7774999999884632,43.76473221459355,0,0,0,0.7774999999884632,43.76473221459355,1,0,0,0,0,0,0,1,0,0,1,0,0
165.5999999999949,0.7779999999884122,43.82028578612652,0,0,0,0.006,0,165.5999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7779999999884122,43.82028578612652,0,0.006,0.7779999999884122,0,0.7779999999884122,43.82028578612652,0,0,0,0.7779999999884122,43.82028578612652,1,0,0,0,0,0,0,1,0,0,1,0,0
165.5999999999949,0.7779999999884122,43.82028578612652,0,0,0,0.006,0,165.5999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7779999999884122,43.82028578612652,0,0.006,0.7779999999884122,0,0.7779999999884122,43.82028578612652,0,0,0,0.7779999999884122,43.82028578612652,1,0,0,0,0,0,0,1,0,0,1,0,0
165.6,0.7779999999884377,43.82028578612936,0,0,0,0.006,0,165.6,0,0,1,0,0,0,1,0,0,0,0,0,0.7779999999884377,43.82028578612936,0,0.006,0.7779999999884377,0,0.7779999999884377,43.82028578612936,0,0,0,0.7779999999884377,43.82028578612936,1,0,0,0,0,0,0,1,0,0,1,0,0
165.6999999999949,0.7784999999883866,43.87587507194815,0,0,0,0.006,0,165.6999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7784999999883866,43.87587507194815,0,0.006,0.7784999999883866,0,0.7784999999883866,43.87587507194815,0,0,0,0.7784999999883866,43.87587507194815,1,0,0,0,0,0,0,1,0,0,1,0,0
165.6999999999949,0.7784999999883866,43.87587507194815,0,0,0,0.006,0,165.6999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7784999999883866,43.87587507194815,0,0.006,0.7784999999883866,0,0.7784999999883866,43.87587507194815,0,0,0,0.7784999999883866,43.87587507194815,1,0,0,0,0,0,0,1,0,0,1,0,0
165.7,0.7784999999884121,43.87587507195099,0,0,0,0.006,0,165.7,0,0,1,0,0,0,1,0,0,0,0,0,0.7784999999884121,43.87587507195099,0,0.006,0.7784999999884121,0,0.7784999999884121,43.87587507195099,0,0,0,0.7784999999884121,43.87587507195099,1,0,0,0,0,0,0,1,0,0,1,0,0
165.7999999999949,0.7789999999883611,43.93150007205559,0,0,0,0.006,0,165.7999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7789999999883611,43.93150007205559,0,0.006,0.7789999999883611,0,0.7789999999883611,43.93150007205559,0,0,0,0.7789999999883611,43.93150007205559,1,0,0,0,0,0,0,1,0,0,1,0,0
165.7999999999949,0.7789999999883611,43.93150007205559,0,0,0,0.006,0,165.7999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7789999999883611,43.93150007205559,0,0.006,0.7789999999883611,0,0.7789999999883611,43.93150007205559,0,0,0,0.7789999999883611,43.93150007205559,1,0,0,0,0,0,0,1,0,0,1,0,0
165.8,0.7789999999883869,43.93150007205845,0,0,0,0.006,0,165.8,0,0,1,0,0,0,1,0,0,0,0,0,0.7789999999883869,43.93150007205845,0,0.006,0.7789999999883869,0,0.7789999999883869,43.93150007205845,0,0,0,0.7789999999883869,43.93150007205845,1,0,0,0,0,0,0,1,0,0,1,0,0
165.8999999999949,0.7794999999883353,43.98716078644886,0,0,0,0.006,0,165.8999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7794999999883353,43.98716078644886,0,0.006,0.7794999999883353,0,0.7794999999883353,43.98716078644886,0,0,0,0.7794999999883353,43.98716078644886,1,0,0,0,0,0,0,1,0,0,1,0,0
165.8999999999949,0.7794999999883353,43.98716078644886,0,0,0,0.006,0,165.8999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7794999999883353,43.98716078644886,0,0.006,0.7794999999883353,0,0.7794999999883353,43.98716078644886,0,0,0,0.7794999999883353,43.98716078644886,1,0,0,0,0,0,0,1,0,0,1,0,0
165.9,0.7794999999883611,43.98716078645172,0,0,0,0.006,0,165.9,0,0,1,0,0,0,1,0,0,0,0,0,0.7794999999883611,43.98716078645172,0,0.006,0.7794999999883611,0,0.7794999999883611,43.98716078645172,0,0,0,0.7794999999883611,43.98716078645172,1,0,0,0,0,0,0,1,0,0,1,0,0
165.9999999999949,0.7799999999883096,44.04285721512795,0,0,0,0.006,0,165.9999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7799999999883096,44.04285721512795,0,0.006,0.7799999999883096,0,0.7799999999883096,44.04285721512795,0,0,0,0.7799999999883096,44.04285721512795,1,0,0,0,0,0,0,1,0,0,1,0,0
165.9999999999949,0.7799999999883096,44.04285721512795,0,0,0,0.006,0,165.9999999999949,0,0,1,0,0,0,1,0,0,0,0,0,0.7799999999883096,44.04285721512795,0,0.006,0.7799999999883096,0,0.7799999999883096,44.04285721512795,0,0,0,0.7799999999883096,44.04285721512795,1,0,0,0,0,0,0,1,0,0,1,0,0
166,0.7799999999883354,44.04285721513081,0,0,0,0.006,0,166,0,0,1,0,0,0,1,0,0,0,0,0,0.7799999999883354,44.04285721513081,0,0.006,0.7799999999883354,0,0.7799999999883354,44.04285721513081,0,0,0,0.7799999999883354,44.04285721513081,1,0,0,0,0,0,0,1,0,0,1,0,0
166.0999999999948,0.7804999999882839,44.09858935809288,0,0,0,0.006,0,166.0999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7804999999882839,44.09858935809288,0,0.006,0.7804999999882839,0,0.7804999999882839,44.09858935809288,0,0,0,0.7804999999882839,44.09858935809288,1,0,0,0,0,0,0,1,0,0,1,0,0
166.0999999999948,0.7804999999882839,44.09858935809288,0,0,0,0.006,0,166.0999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7804999999882839,44.09858935809288,0,0.006,0.7804999999882839,0,0.7804999999882839,44.09858935809288,0,0,0,0.7804999999882839,44.09858935809288,1,0,0,0,0,0,0,1,0,0,1,0,0
166.1,0.7804999999883097,44.09858935809575,0,0,0,0.006,0,166.1,0,0,1,0,0,0,1,0,0,0,0,0,0.7804999999883097,44.09858935809575,0,0.006,0.7804999999883097,0,0.7804999999883097,44.09858935809575,0,0,0,0.7804999999883097,44.09858935809575,1,0,0,0,0,0,0,1,0,0,1,0,0
166.1999999999948,0.7809999999882581,44.1543572153436,0,0,0,0.006,0,166.1999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7809999999882581,44.1543572153436,0,0.006,0.7809999999882581,0,0.7809999999882581,44.1543572153436,0,0,0,0.7809999999882581,44.1543572153436,1,0,0,0,0,0,0,1,0,0,1,0,0
166.1999999999948,0.7809999999882581,44.1543572153436,0,0,0,0.006,0,166.1999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7809999999882581,44.1543572153436,0,0.006,0.7809999999882581,0,0.7809999999882581,44.1543572153436,0,0,0,0.7809999999882581,44.1543572153436,1,0,0,0,0,0,0,1,0,0,1,0,0
166.2,0.7809999999882838,44.15435721534647,0,0,0,0.006,0,166.2,0,0,1,0,0,0,1,0,0,0,0,0,0.7809999999882838,44.15435721534647,0,0.006,0.7809999999882838,0,0.7809999999882838,44.15435721534647,0,0,0,0.7809999999882838,44.15435721534647,1,0,0,0,0,0,0,1,0,0,1,0,0
166.2999999999948,0.7814999999882324,44.21016078688017,0,0,0,0.006,0,166.2999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7814999999882324,44.21016078688017,0,0.006,0.7814999999882324,0,0.7814999999882324,44.21016078688017,0,0,0,0.7814999999882324,44.21016078688017,1,0,0,0,0,0,0,1,0,0,1,0,0
166.2999999999948,0.7814999999882324,44.21016078688017,0,0,0,0.006,0,166.2999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7814999999882324,44.21016078688017,0,0.006,0.7814999999882324,0,0.7814999999882324,44.21016078688017,0,0,0,0.7814999999882324,44.21016078688017,1,0,0,0,0,0,0,1,0,0,1,0,0
166.3,0.7814999999882583,44.21016078688305,0,0,0,0.006,0,166.3,0,0,1,0,0,0,1,0,0,0,0,0,0.7814999999882583,44.21016078688305,0,0.006,0.7814999999882583,0,0.7814999999882583,44.21016078688305,0,0,0,0.7814999999882583,44.21016078688305,1,0,0,0,0,0,0,1,0,0,1,0,0
166.3999999999948,0.7819999999882065,44.26600007270255,0,0,0,0.006,0,166.3999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7819999999882065,44.26600007270255,0,0.006,0.7819999999882065,0,0.7819999999882065,44.26600007270255,0,0,0,0.7819999999882065,44.26600007270255,1,0,0,0,0,0,0,1,0,0,1,0,0
166.3999999999948,0.7819999999882065,44.26600007270255,0,0,0,0.006,0,166.3999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7819999999882065,44.26600007270255,0,0.006,0.7819999999882065,0,0.7819999999882065,44.26600007270255,0,0,0,0.7819999999882065,44.26600007270255,1,0,0,0,0,0,0,1,0,0,1,0,0
166.4,0.7819999999882323,44.26600007270545,0,0,0,0.006,0,166.4,0,0,1,0,0,0,1,0,0,0,0,0,0.7819999999882323,44.26600007270545,0,0.006,0.7819999999882323,0,0.7819999999882323,44.26600007270545,0,0,0,0.7819999999882323,44.26600007270545,1,0,0,0,0,0,0,1,0,0,1,0,0
166.4999999999948,0.7824999999881807,44.32187507281078,0,0,0,0.006,0,166.4999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7824999999881807,44.32187507281078,0,0.006,0.7824999999881807,0,0.7824999999881807,44.32187507281078,0,0,0,0.7824999999881807,44.32187507281078,1,0,0,0,0,0,0,1,0,0,1,0,0
166.4999999999948,0.7824999999881807,44.32187507281078,0,0,0,0.006,0,166.4999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7824999999881807,44.32187507281078,0,0.006,0.7824999999881807,0,0.7824999999881807,44.32187507281078,0,0,0,0.7824999999881807,44.32187507281078,1,0,0,0,0,0,0,1,0,0,1,0,0
166.5,0.7824999999882065,44.32187507281367,0,0,0,0.006,0,166.5,0,0,1,0,0,0,1,0,0,0,0,0,0.7824999999882065,44.32187507281367,0,0.006,0.7824999999882065,0,0.7824999999882065,44.32187507281367,0,0,0,0.7824999999882065,44.32187507281367,1,0,0,0,0,0,0,1,0,0,1,0,0
166.5999999999948,0.7829999999881548,44.37778578720481,0,0,0,0.006,0,166.5999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7829999999881548,44.37778578720481,0,0.006,0.7829999999881548,0,0.7829999999881548,44.37778578720481,0,0,0,0.7829999999881548,44.37778578720481,1,0,0,0,0,0,0,1,0,0,1,0,0
166.5999999999948,0.7829999999881548,44.37778578720481,0,0,0,0.006,0,166.5999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7829999999881548,44.37778578720481,0,0.006,0.7829999999881548,0,0.7829999999881548,44.37778578720481,0,0,0,0.7829999999881548,44.37778578720481,1,0,0,0,0,0,0,1,0,0,1,0,0
166.6,0.7829999999881807,44.37778578720771,0,0,0,0.006,0,166.6,0,0,1,0,0,0,1,0,0,0,0,0,0.7829999999881807,44.37778578720771,0,0.006,0.7829999999881807,0,0.7829999999881807,44.37778578720771,0,0,0,0.7829999999881807,44.37778578720771,1,0,0,0,0,0,0,1,0,0,1,0,0
166.6999999999948,0.7834999999881288,44.43373221588467,0,0,0,0.006,0,166.6999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7834999999881288,44.43373221588467,0,0.006,0.7834999999881288,0,0.7834999999881288,44.43373221588467,0,0,0,0.7834999999881288,44.43373221588467,1,0,0,0,0,0,0,1,0,0,1,0,0
166.6999999999948,0.7834999999881288,44.43373221588467,0,0,0,0.006,0,166.6999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7834999999881288,44.43373221588467,0,0.006,0.7834999999881288,0,0.7834999999881288,44.43373221588467,0,0,0,0.7834999999881288,44.43373221588467,1,0,0,0,0,0,0,1,0,0,1,0,0
166.7,0.7834999999881547,44.43373221588757,0,0,0,0.006,0,166.7,0,0,1,0,0,0,1,0,0,0,0,0,0.7834999999881547,44.43373221588757,0,0.006,0.7834999999881547,0,0.7834999999881547,44.43373221588757,0,0,0,0.7834999999881547,44.43373221588757,1,0,0,0,0,0,0,1,0,0,1,0,0
166.7999999999948,0.7839999999881028,44.48971435885036,0,0,0,0.006,0,166.7999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7839999999881028,44.48971435885036,0,0.006,0.7839999999881028,0,0.7839999999881028,44.48971435885036,0,0,0,0.7839999999881028,44.48971435885036,1,0,0,0,0,0,0,1,0,0,1,0,0
166.7999999999948,0.7839999999881028,44.48971435885036,0,0,0,0.006,0,166.7999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7839999999881028,44.48971435885036,0,0.006,0.7839999999881028,0,0.7839999999881028,44.48971435885036,0,0,0,0.7839999999881028,44.48971435885036,1,0,0,0,0,0,0,1,0,0,1,0,0
166.8,0.7839999999881287,44.48971435885327,0,0,0,0.006,0,166.8,0,0,1,0,0,0,1,0,0,0,0,0,0.7839999999881287,44.48971435885327,0,0.006,0.7839999999881287,0,0.7839999999881287,44.48971435885327,0,0,0,0.7839999999881287,44.48971435885327,1,0,0,0,0,0,0,1,0,0,1,0,0
166.8999999999948,0.7844999999880768,44.54573221610187,0,0,0,0.006,0,166.8999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7844999999880768,44.54573221610187,0,0.006,0.7844999999880768,0,0.7844999999880768,44.54573221610187,0,0,0,0.7844999999880768,44.54573221610187,1,0,0,0,0,0,0,1,0,0,1,0,0
166.8999999999948,0.7844999999880768,44.54573221610187,0,0,0,0.006,0,166.8999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7844999999880768,44.54573221610187,0,0.006,0.7844999999880768,0,0.7844999999880768,44.54573221610187,0,0,0,0.7844999999880768,44.54573221610187,1,0,0,0,0,0,0,1,0,0,1,0,0
166.9,0.7844999999881028,44.54573221610478,0,0,0,0.006,0,166.9,0,0,1,0,0,0,1,0,0,0,0,0,0.7844999999881028,44.54573221610478,0,0.006,0.7844999999881028,0,0.7844999999881028,44.54573221610478,0,0,0,0.7844999999881028,44.54573221610478,1,0,0,0,0,0,0,1,0,0,1,0,0
166.9999999999948,0.7849999999880508,44.60178578763922,0,0,0,0.006,0,166.9999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7849999999880508,44.60178578763922,0,0.006,0.7849999999880508,0,0.7849999999880508,44.60178578763922,0,0,0,0.7849999999880508,44.60178578763922,1,0,0,0,0,0,0,1,0,0,1,0,0
166.9999999999948,0.7849999999880508,44.60178578763922,0,0,0,0.006,0,166.9999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7849999999880508,44.60178578763922,0,0.006,0.7849999999880508,0,0.7849999999880508,44.60178578763922,0,0,0,0.7849999999880508,44.60178578763922,1,0,0,0,0,0,0,1,0,0,1,0,0
167,0.7849999999880768,44.60178578764213,0,0,0,0.006,0,167,0,0,1,0,0,0,1,0,0,0,0,0,0.7849999999880768,44.60178578764213,0,0.006,0.7849999999880768,0,0.7849999999880768,44.60178578764213,0,0,0,0.7849999999880768,44.60178578764213,1,0,0,0,0,0,0,1,0,0,1,0,0
167.0999999999948,0.7854999999880248,44.65787507346238,0,0,0,0.006,0,167.0999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7854999999880248,44.65787507346238,0,0.006,0.7854999999880248,0,0.7854999999880248,44.65787507346238,0,0,0,0.7854999999880248,44.65787507346238,1,0,0,0,0,0,0,1,0,0,1,0,0
167.0999999999948,0.7854999999880248,44.65787507346238,0,0,0,0.006,0,167.0999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7854999999880248,44.65787507346238,0,0.006,0.7854999999880248,0,0.7854999999880248,44.65787507346238,0,0,0,0.7854999999880248,44.65787507346238,1,0,0,0,0,0,0,1,0,0,1,0,0
167.1,0.7854999999880508,44.6578750734653,0,0,0,0.006,0,167.1,0,0,1,0,0,0,1,0,0,0,0,0,0.7854999999880508,44.6578750734653,0,0.006,0.7854999999880508,0,0.7854999999880508,44.6578750734653,0,0,0,0.7854999999880508,44.6578750734653,1,0,0,0,0,0,0,1,0,0,1,0,0
167.1999999999948,0.7859999999879987,44.71400007357138,0,0,0,0.006,0,167.1999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7859999999879987,44.71400007357138,0,0.006,0.7859999999879987,0,0.7859999999879987,44.71400007357138,0,0,0,0.7859999999879987,44.71400007357138,1,0,0,0,0,0,0,1,0,0,1,0,0
167.1999999999948,0.7859999999879987,44.71400007357138,0,0,0,0.006,0,167.1999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7859999999879987,44.71400007357138,0,0.006,0.7859999999879987,0,0.7859999999879987,44.71400007357138,0,0,0,0.7859999999879987,44.71400007357138,1,0,0,0,0,0,0,1,0,0,1,0,0
167.2,0.7859999999880247,44.7140000735743,0,0,0,0.006,0,167.2,0,0,1,0,0,0,1,0,0,0,0,0,0.7859999999880247,44.7140000735743,0,0.006,0.7859999999880247,0,0.7859999999880247,44.7140000735743,0,0,0,0.7859999999880247,44.7140000735743,1,0,0,0,0,0,0,1,0,0,1,0,0
167.2999999999948,0.7864999999879727,44.7701607879662,0,0,0,0.006,0,167.2999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7864999999879727,44.7701607879662,0,0.006,0.7864999999879727,0,0.7864999999879727,44.7701607879662,0,0,0,0.7864999999879727,44.7701607879662,1,0,0,0,0,0,0,1,0,0,1,0,0
167.2999999999948,0.7864999999879727,44.7701607879662,0,0,0,0.006,0,167.2999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7864999999879727,44.7701607879662,0,0.006,0.7864999999879727,0,0.7864999999879727,44.7701607879662,0,0,0,0.7864999999879727,44.7701607879662,1,0,0,0,0,0,0,1,0,0,1,0,0
167.3,0.7864999999879989,44.77016078796913,0,0,0,0.006,0,167.3,0,0,1,0,0,0,1,0,0,0,0,0,0.7864999999879989,44.77016078796913,0,0.006,0.7864999999879989,0,0.7864999999879989,44.77016078796913,0,0,0,0.7864999999879989,44.77016078796913,1,0,0,0,0,0,0,1,0,0,1,0,0
167.3999999999948,0.7869999999879465,44.82635721664684,0,0,0,0.006,0,167.3999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7869999999879465,44.82635721664684,0,0.006,0.7869999999879465,0,0.7869999999879465,44.82635721664684,0,0,0,0.7869999999879465,44.82635721664684,1,0,0,0,0,0,0,1,0,0,1,0,0
167.3999999999948,0.7869999999879465,44.82635721664684,0,0,0,0.006,0,167.3999999999948,0,0,1,0,0,0,1,0,0,0,0,0,0.7869999999879465,44.82635721664684,0,0.006,0.7869999999879465,0,0.7869999999879465,44.82635721664684,0,0,0,0.7869999999879465,44.82635721664684,1,0,0,0,0,0,0,1,0,0,1,0,0
167.4,0.7869999999879727,44.82635721664978,0,0,0,0.006,0,167.4,0,0,1,0,0,0,1,0,0,0,0,0,0.7869999999879727,44.82635721664978,0,0.006,0.7869999999879727,0,0.7869999999879727,44.82635721664978,0,0,0,0.7869999999879727,44.82635721664978,1,0,0,0,0,0,0,1,0,0,1,0,0
