"time","tankA.level_m","tankB.level_m","der(tankA.level_m)","der(tankB.level_m)","q_m3s","valve_open_cmd","zeroFlow.y","valveCommand.openCmd","connectingFlow.level_A_m","connectingFlow.level_B_m","connectingFlow.q_m3s","level_A_m","level_B_m","tankA.qIn_m3s","tankA.qOut_m3s","tankB.qIn_m3s","tankB.qOut_m3s","connectingFlow.openCmd"
64.2,0.4012071220175388,0.3987928779824611,-0.0001207122017538864,0.0001207122017538864,6.035610087694321e-05,1,0,1,0.4012071220175388,0.3987928779824611,6.035610087694321e-05,0.4012071220175388,0.3987928779824611,0,6.035610087694321e-05,6.035610087694321e-05,0,1
64.34999999999999,0.4011916686939472,0.3988083313060528,-0.0001191668693947212,0.0001191668693947212,5.958343469736061e-05,1,0,1,0.4011916686939472,0.3988083313060528,5.958343469736061e-05,0.4011916686939472,0.3988083313060528,0,5.958343469736061e-05,5.958343469736061e-05,0,1
64.5,0.4011762990786068,0.3988237009213931,-0.0001176299078606835,0.0001176299078606835,5.881495393034175e-05,1,0,1,0.4011762990786068,0.3988237009213931,5.881495393034175e-05,0.4011762990786068,0.3988237009213931,0,5.881495393034175e-05,5.881495393034175e-05,0,1
64.65000000000001,0.4011610038205637,0.3988389961794362,-0.0001161003820563777,0.0001161003820563777,5.805019102818887e-05,1,0,1,0.4011610038205637,0.3988389961794362,5.805019102818887e-05,0.4011610038205637,0.3988389961794362,0,5.805019102818887e-05,5.805019102818887e-05,0,1
64.8,0.4011457735688643,0.3988542264311357,-0.0001145773568864306,0.0001145773568864306,5.728867844321528e-05,1,0,1,0.4011457735688643,0.3988542264311357,5.728867844321528e-05,0.4011457735688643,0.3988542264311357,0,5.728867844321528e-05,5.728867844321528e-05,0,1
64.95,0.4011305989725545,0.3988694010274454,-0.0001130598972554575,0.0001130598972554575,5.652994862772876e-05,1,0,1,0.4011305989725545,0.3988694010274454,5.652994862772876e-05,0.4011305989725545,0.3988694010274454,0,5.652994862772876e-05,5.652994862772876e-05,0,1
65.09999999999999,0.4011154706806808,0.3988845293193192,-0.0001115470680680797,0.0001115470680680797,5.577353403403985e-05,1,0,1,0.4011154706806808,0.3988845293193192,5.577353403403985e-05,0.4011154706806808,0.3988845293193192,0,5.577353403403985e-05,5.577353403403985e-05,0,1
65.25,0.401100379342289,0.398899620657711,-0.0001100379342289015,0.0001100379342289015,5.501896711445076e-05,1,0,1,0.401100379342289,0.398899620657711,5.501896711445076e-05,0.401100379342289,0.398899620657711,0,5.501896711445076e-05,5.501896711445076e-05,0,1
65.40000000000001,0.4010853156064255,0.3989146843935745,-0.0001085315606425497,0.0001085315606425497,5.426578032127483e-05,1,0,1,0.4010853156064255,0.3989146843935745,5.426578032127483e-05,0.4010853156064255,0.3989146843935745,0,5.426578032127483e-05,5.426578032127483e-05,0,1
65.55,0.4010702701221363,0.3989297298778636,-0.0001070270122136341,0.0001070270122136341,5.351350610681705e-05,1,0,1,0.4010702701221363,0.3989297298778636,5.351350610681705e-05,0.4010702701221363,0.3989297298778636,0,5.351350610681705e-05,5.351350610681705e-05,0,1
65.7,0.4010552335384676,0.3989447664615323,-0.0001055233538467648,0.0001055233538467648,5.276167692338241e-05,1,0,1,0.4010552335384676,0.3989447664615323,5.276167692338241e-05,0.4010552335384676,0.3989447664615323,0,5.276167692338241e-05,5.276167692338241e-05,0,1
65.84999999999999,0.4010401965044658,0.3989598034955342,-0.0001040196504465796,0.0001040196504465796,5.200982522328979e-05,1,0,1,0.4010401965044658,0.3989598034955342,5.200982522328979e-05,0.4010401965044658,0.3989598034955342,0,5.200982522328979e-05,5.200982522328979e-05,0,1
66,0.4010251496691767,0.3989748503308232,-0.0001025149669176773,0.0001025149669176773,5.125748345883863e-05,1,0,1,0.4010251496691767,0.3989748503308232,5.125748345883863e-05,0.4010251496691767,0.3989748503308232,0,5.125748345883863e-05,5.125748345883863e-05,0,1
66.15000000000001,0.4010100836816468,0.3989899163183532,-0.000101008368164679,0.000101008368164679,5.050418408233948e-05,1,0,1,0.4010100836816468,0.3989899163183532,5.050418408233948e-05,0.4010100836816468,0.3989899163183532,0,5.050418408233948e-05,5.050418408233948e-05,0,1
66.3,0.400994989190922,0.399005010809078,-9.949891909220022e-05,9.949891909220022e-05,4.974945954610011e-05,1,0,1,0.400994989190922,0.399005010809078,4.974945954610011e-05,0.400994989190922,0.399005010809078,0,4.974945954610011e-05,4.974945954610011e-05,0,1
66.45,0.4009798568460486,0.3990201431539513,-9.798568460486767e-05,9.798568460486767e-05,4.899284230243384e-05,1,0,1,0.4009798568460486,0.3990201431539513,4.899284230243384e-05,0.4009798568460486,0.3990201431539513,0,4.899284230243384e-05,4.899284230243384e-05,0,1
66.59999999999999,0.4009646772960727,0.3990353227039273,-9.646772960726913e-05,9.646772960726913e-05,4.823386480363456e-05,1,0,1,0.4009646772960727,0.3990353227039273,4.823386480363456e-05,0.4009646772960727,0.3990353227039273,0,4.823386480363456e-05,4.823386480363456e-05,0,1
66.75,0.4009494411900405,0.3990505588099594,-9.494411900405343e-05,9.494411900405343e-05,4.747205950202671e-05,1,0,1,0.4009494411900405,0.3990505588099594,4.747205950202671e-05,0.4009494411900405,0.3990505588099594,0,4.747205950202671e-05,4.747205950202671e-05,0,1
66.90000000000001,0.4009362393426852,0.3990637606573147,-9.362393426852744e-05,9.362393426852744e-05,4.681196713426372e-05,1,0,1,0.4009362393426852,0.3990637606573147,4.681196713426372e-05,0.4009362393426852,0.3990637606573147,0,4.681196713426372e-05,4.681196713426372e-05,0,1
67.05,0.400924350036586,0.3990756499634139,-9.243500365860302e-05,9.243500365860302e-05,4.621750182930151e-05,1,0,1,0.400924350036586,0.3990756499634139,4.621750182930151e-05,0.400924350036586,0.3990756499634139,0,4.621750182930151e-05,4.621750182930151e-05,0,1
67.2,0.4009126146068352,0.3990873853931647,-9.126146068352271e-05,9.126146068352271e-05,4.563073034176135e-05,1,0,1,0.4009126146068352,0.3990873853931647,4.563073034176135e-05,0.4009126146068352,0.3990873853931647,0,4.563073034176135e-05,4.563073034176135e-05,0,1
67.34999999999999,0.4009010291524966,0.3990989708475033,-9.010291524966796e-05,9.010291524966796e-05,4.505145762483398e-05,1,0,1,0.4009010291524966,0.3990989708475033,4.505145762483398e-05,0.4009010291524966,0.3990989708475033,0,4.505145762483398e-05,4.505145762483398e-05,0,1
67.5,0.4008895897726341,0.3991104102273659,-8.895897726340918e-05,8.895897726340918e-05,4.447948863170459e-05,1,0,1,0.4008895897726341,0.3991104102273659,4.447948863170459e-05,0.4008895897726341,0.3991104102273659,0,4.447948863170459e-05,4.447948863170459e-05,0,1
67.65000000000001,0.4008782925663111,0.3991217074336889,-8.782925663111119e-05,8.782925663111119e-05,4.39146283155556e-05,1,0,1,0.4008782925663111,0.3991217074336889,4.39146283155556e-05,0.4008782925663111,0.3991217074336889,0,4.39146283155556e-05,4.39146283155556e-05,0,1
67.8,0.4008671336325915,0.3991328663674085,-8.671336325914991e-05,8.671336325914991e-05,4.335668162957496e-05,1,0,1,0.4008671336325915,0.3991328663674085,4.335668162957496e-05,0.4008671336325915,0.3991328663674085,0,4.335668162957496e-05,4.335668162957496e-05,0,1
67.95,0.4008561090705388,0.3991438909294611,-8.561090705388464e-05,8.561090705388464e-05,4.280545352694232e-05,1,0,1,0.4008561090705388,0.3991438909294611,4.280545352694232e-05,0.4008561090705388,0.3991438909294611,0,4.280545352694232e-05,4.280545352694232e-05,0,1
68.09999999999999,0.4008452149792169,0.399154785020783,-8.452149792169683e-05,8.452149792169683e-05,4.226074896084842e-05,1,0,1,0.4008452149792169,0.399154785020783,4.226074896084842e-05,0.4008452149792169,0.399154785020783,0,4.226074896084842e-05,4.226074896084842e-05,0,1
68.25,0.4008344474576894,0.3991655525423105,-8.344474576894579e-05,8.344474576894579e-05,4.17223728844729e-05,1,0,1,0.4008344474576894,0.3991655525423105,4.17223728844729e-05,0.4008344474576894,0.3991655525423105,0,4.17223728844729e-05,4.17223728844729e-05,0,1
68.40000000000001,0.40082380260502,0.3991761973949799,-8.238026050200187e-05,8.238026050200187e-05,4.119013025100093e-05,1,0,1,0.40082380260502,0.3991761973949799,4.119013025100093e-05,0.40082380260502,0.3991761973949799,0,4.119013025100093e-05,4.119013025100093e-05,0,1
68.55,0.4008132765202724,0.3991867234797275,-8.132765202724657e-05,8.132765202724657e-05,4.066382601362328e-05,1,0,1,0.4008132765202724,0.3991867234797275,4.066382601362328e-05,0.4008132765202724,0.3991867234797275,0,4.066382601362328e-05,4.066382601362328e-05,0,1
68.7,0.4008028653025104,0.3991971346974896,-8.028653025103916e-05,8.028653025103916e-05,4.014326512551958e-05,1,0,1,0.4008028653025104,0.3991971346974896,4.014326512551958e-05,0.4008028653025104,0.3991971346974896,0,4.014326512551958e-05,4.014326512551958e-05,0,1
68.84999999999999,0.4007925650507974,0.3992074349492025,-7.925650507974447e-05,7.925650507974447e-05,3.962825253987223e-05,1,0,1,0.4007925650507974,0.3992074349492025,3.962825253987223e-05,0.4007925650507974,0.3992074349492025,0,3.962825253987223e-05,3.962825253987223e-05,0,1
69,0.4007823718641974,0.3992176281358025,-7.823718641974398e-05,7.823718641974398e-05,3.911859320987199e-05,1,0,1,0.4007823718641974,0.3992176281358025,3.911859320987199e-05,0.4007823718641974,0.3992176281358025,0,3.911859320987199e-05,3.911859320987199e-05,0,1
69.15000000000001,0.4007722818417739,0.399227718158226,-7.722818417739697e-05,7.722818417739697e-05,3.861409208869848e-05,1,0,1,0.4007722818417739,0.399227718158226,3.861409208869848e-05,0.4007722818417739,0.399227718158226,0,3.861409208869848e-05,3.861409208869848e-05,0,1
69.3,0.4007622910825908,0.3992377089174092,-7.622910825907936e-05,7.622910825907936e-05,3.811455412953968e-05,1,0,1,0.4007622910825908,0.3992377089174092,3.811455412953968e-05,0.4007622910825908,0.3992377089174092,0,3.811455412953968e-05,3.811455412953968e-05,0,1
69.45,0.4007523956857116,0.3992476043142884,-7.523956857116155e-05,7.523956857116155e-05,3.761978428558077e-05,1,0,1,0.4007523956857116,0.3992476043142884,3.761978428558077e-05,0.4007523956857116,0.3992476043142884,0,3.761978428558077e-05,3.761978428558077e-05,0,1
69.59999999999999,0.4007425917502001,0.3992574082497999,-7.425917502000834e-05,7.425917502000834e-05,3.712958751000417e-05,1,0,1,0.4007425917502001,0.3992574082497999,3.712958751000417e-05,0.4007425917502001,0.3992574082497999,0,3.712958751000417e-05,3.712958751000417e-05,0,1
69.75,0.4007328753751199,0.3992671246248801,-7.328753751199014e-05,7.328753751199014e-05,3.664376875599507e-05,1,0,1,0.4007328753751199,0.3992671246248801,3.664376875599507e-05,0.4007328753751199,0.3992671246248801,0,3.664376875599507e-05,3.664376875599507e-05,0,1
69.90000000000001,0.4007232426595348,0.3992767573404651,-7.232426595348285e-05,7.232426595348285e-05,3.616213297674142e-05,1,0,1,0.4007232426595348,0.3992767573404651,3.616213297674142e-05,0.4007232426595348,0.3992767573404651,0,3.616213297674142e-05,3.616213297674142e-05,0,1
70.05,0.4007136897025084,0.3992863102974915,-7.136897025084577e-05,7.136897025084577e-05,3.568448512542289e-05,1,0,1,0.4007136897025084,0.3992863102974915,3.568448512542289e-05,0.4007136897025084,0.3992863102974915,0,3.568448512542289e-05,3.568448512542289e-05,0,1
70.2,0.4007042126031045,0.3992957873968954,-7.042126031045481e-05,7.042126031045481e-05,3.521063015522741e-05,1,0,1,0.4007042126031045,0.3992957873968954,3.521063015522741e-05,0.4007042126031045,0.3992957873968954,0,3.521063015522741e-05,3.521063015522741e-05,0,1
70.34999999999999,0.4006948074603868,0.3993051925396132,-6.948074603868038e-05,6.948074603868038e-05,3.474037301934019e-05,1,0,1,0.4006948074603868,0.3993051925396132,3.474037301934019e-05,0.4006948074603868,0.3993051925396132,0,3.474037301934019e-05,3.474037301934019e-05,0,1
70.5,0.4006854703734189,0.399314529626581,-6.854703734189282e-05,6.854703734189282e-05,3.427351867094641e-05,1,0,1,0.4006854703734189,0.399314529626581,3.427351867094641e-05,0.4006854703734189,0.399314529626581,0,3.427351867094641e-05,3.427351867094641e-05,0,1
70.65000000000001,0.4006761974412644,0.3993238025587355,-6.761974412644589e-05,6.761974412644589e-05,3.380987206322295e-05,1,0,1,0.4006761974412644,0.3993238025587355,3.380987206322295e-05,0.4006761974412644,0.3993238025587355,0,3.380987206322295e-05,3.380987206322295e-05,0,1
70.8,0.4006669847629873,0.3993330152370126,-6.669847629873771e-05,6.669847629873771e-05,3.334923814936885e-05,1,0,1,0.4006669847629873,0.3993330152370126,3.334923814936885e-05,0.4006669847629873,0.3993330152370126,0,3.334923814936885e-05,3.334923814936885e-05,0,1
70.95,0.4006578284376511,0.3993421715623489,-6.57828437651109e-05,6.57828437651109e-05,3.289142188255545e-05,1,0,1,0.4006578284376511,0.3993421715623489,3.289142188255545e-05,0.4006578284376511,0.3993421715623489,0,3.289142188255545e-05,3.289142188255545e-05,0,1
71.09999999999999,0.4006487245643194,0.3993512754356805,-6.487245643194695e-05,6.487245643194695e-05,3.243622821597348e-05,1,0,1,0.4006487245643194,0.3993512754356805,3.243622821597348e-05,0.4006487245643194,0.3993512754356805,0,3.243622821597348e-05,3.243622821597348e-05,0,1
71.25,0.4006396692420561,0.3993603307579438,-6.396692420561623e-05,6.396692420561623e-05,3.198346210280811e-05,1,0,1,0.4006396692420561,0.3993603307579438,3.198346210280811e-05,0.4006396692420561,0.3993603307579438,0,3.198346210280811e-05,3.198346210280811e-05,0,1
71.40000000000001,0.4006306585699249,0.399369341430075,-6.306585699249468e-05,6.306585699249468e-05,3.153292849624734e-05,1,0,1,0.4006306585699249,0.399369341430075,3.153292849624734e-05,0.4006306585699249,0.399369341430075,0,3.153292849624734e-05,3.153292849624734e-05,0,1
71.55,0.4006216886469893,0.3993783113530106,-6.216886469893601e-05,6.216886469893601e-05,3.1084432349468e-05,1,0,1,0.4006216886469893,0.3993783113530106,3.1084432349468e-05,0.4006216886469893,0.3993783113530106,0,3.1084432349468e-05,3.1084432349468e-05,0,1
71.7,0.4006127555723132,0.3993872444276867,-6.127555723132173e-05,6.127555723132173e-05,3.063777861566086e-05,1,0,1,0.4006127555723132,0.3993872444276867,3.063777861566086e-05,0.4006127555723132,0.3993872444276867,0,3.063777861566086e-05,3.063777861566086e-05,0,1
71.84999999999999,0.4006038554449601,0.3993961445550399,-6.038554449601108e-05,6.038554449601108e-05,3.019277224800554e-05,1,0,1,0.4006038554449601,0.3993961445550399,3.019277224800554e-05,0.4006038554449601,0.3993961445550399,0,3.019277224800554e-05,3.019277224800554e-05,0,1
72,0.4005949843639938,0.3994050156360061,-5.949843639938557e-05,5.949843639938557e-05,2.974921819969279e-05,1,0,1,0.4005949843639938,0.3994050156360061,2.974921819969279e-05,0.4005949843639938,0.3994050156360061,0,2.974921819969279e-05,2.974921819969279e-05,0,1
72.15000000000001,0.400586138428478,0.3994138615715219,-5.861384284780446e-05,5.861384284780446e-05,2.930692142390223e-05,1,0,1,0.400586138428478,0.3994138615715219,2.930692142390223e-05,0.400586138428478,0.3994138615715219,0,2.930692142390223e-05,2.930692142390223e-05,0,1
72.3,0.4005773137374764,0.3994226862625235,-5.77313737476437e-05,5.77313737476437e-05,2.886568687382185e-05,1,0,1,0.4005773137374764,0.3994226862625235,2.886568687382185e-05,0.4005773137374764,0.3994226862625235,0,2.886568687382185e-05,2.886568687382185e-05,0,1
72.45,0.4005685063900526,0.3994314936099473,-5.685063900526811e-05,5.685063900526811e-05,2.842531950263405e-05,1,0,1,0.4005685063900526,0.3994314936099473,2.842531950263405e-05,0.4005685063900526,0.3994314936099473,0,2.842531950263405e-05,2.842531950263405e-05,0,1
72.59999999999999,0.4005597124852705,0.3994402875147294,-5.59712485270536e-05,5.59712485270536e-05,2.79856242635268e-05,1,0,1,0.4005597124852705,0.3994402875147294,2.79856242635268e-05,0.4005597124852705,0.3994402875147294,0,2.79856242635268e-05,2.79856242635268e-05,0,1
72.75,0.4005509281221936,0.3994490718778063,-5.509281221936502e-05,5.509281221936502e-05,2.754640610968251e-05,1,0,1,0.4005509281221936,0.3994490718778063,2.754640610968251e-05,0.4005509281221936,0.3994490718778063,0,2.754640610968251e-05,2.754640610968251e-05,0,1
72.90000000000001,0.4005421493998857,0.3994578506001142,-5.421493998857274e-05,5.421493998857274e-05,2.710746999428637e-05,1,0,1,0.4005421493998857,0.3994578506001142,2.710746999428637e-05,0.4005421493998857,0.3994578506001142,0,2.710746999428637e-05,2.710746999428637e-05,0,1
73.05,0.4005333724174104,0.3994666275825896,-5.33372417410416e-05,5.33372417410416e-05,2.66686208705208e-05,1,0,1,0.4005333724174104,0.3994666275825896,2.66686208705208e-05,0.4005333724174104,0.3994666275825896,0,2.66686208705208e-05,2.66686208705208e-05,0,1
73.2,0.4005250442675412,0.3994749557324587,-5.250442675412415e-05,5.250442675412415e-05,2.625221337706207e-05,1,0,1,0.4005250442675412,0.3994749557324587,2.625221337706207e-05,0.4005250442675412,0.3994749557324587,0,2.625221337706207e-05,2.625221337706207e-05,0,1
73.34999999999999,0.4005172080448878,0.3994827919551121,-5.172080448878624e-05,5.172080448878624e-05,2.586040224439312e-05,1,0,1,0.4005172080448878,0.3994827919551121,2.586040224439312e-05,0.4005172080448878,0.3994827919551121,0,2.586040224439312e-05,2.586040224439312e-05,0,1
73.5,0.4005094629109298,0.3994905370890701,-5.094629109298477e-05,5.094629109298477e-05,2.547314554649238e-05,1,0,1,0.4005094629109298,0.3994905370890701,2.547314554649238e-05,0.4005094629109298,0.3994905370890701,0,2.547314554649238e-05,2.547314554649238e-05,0,1
73.65000000000001,0.400501808865667,0.3994981911343329,-5.018088656670306e-05,5.018088656670306e-05,2.509044328335153e-05,1,0,1,0.400501808865667,0.3994981911343329,2.509044328335153e-05,0.400501808865667,0.3994981911343329,0,2.509044328335153e-05,2.509044328335153e-05,0,1
73.8,0.4004942459090995,0.3995057540909004,-4.942459090995222e-05,4.942459090995222e-05,2.471229545497611e-05,1,0,1,0.4004942459090995,0.3995057540909004,2.471229545497611e-05,0.4004942459090995,0.3995057540909004,0,2.471229545497611e-05,2.471229545497611e-05,0,1
73.95,0.4004867740412272,0.3995132259587727,-4.86774041227267e-05,4.86774041227267e-05,2.433870206136335e-05,1,0,1,0.4004867740412272,0.3995132259587727,2.433870206136335e-05,0.4004867740412272,0.3995132259587727,0,2.433870206136335e-05,2.433870206136335e-05,0,1
74.09999999999999,0.4004793932620503,0.3995206067379496,-4.793932620503205e-05,4.793932620503205e-05,2.396966310251603e-05,1,0,1,0.4004793932620503,0.3995206067379496,2.396966310251603e-05,0.4004793932620503,0.3995206067379496,0,2.396966310251603e-05,2.396966310251603e-05,0,1
74.25,0.4004721035715686,0.3995278964284313,-4.721035715686273e-05,4.721035715686273e-05,2.360517857843136e-05,1,0,1,0.4004721035715686,0.3995278964284313,2.360517857843136e-05,0.4004721035715686,0.3995278964284313,0,2.360517857843136e-05,2.360517857843136e-05,0,1
74.40000000000001,0.4004649049697822,0.3995350950302177,-4.649049697822428e-05,4.649049697822428e-05,2.324524848911214e-05,1,0,1,0.4004649049697822,0.3995350950302177,2.324524848911214e-05,0.4004649049697822,0.3995350950302177,0,2.324524848911214e-05,2.324524848911214e-05,0,1
74.55,0.4004577974566911,0.3995422025433088,-4.577974566911669e-05,4.577974566911669e-05,2.288987283455835e-05,1,0,1,0.4004577974566911,0.3995422025433088,2.288987283455835e-05,0.4004577974566911,0.3995422025433088,0,2.288987283455835e-05,2.288987283455835e-05,0,1
74.7,0.4004507810322953,0.3995492189677046,-4.507810322953443e-05,4.507810322953443e-05,2.253905161476721e-05,1,0,1,0.4004507810322953,0.3995492189677046,2.253905161476721e-05,0.4004507810322953,0.3995492189677046,0,2.253905161476721e-05,2.253905161476721e-05,0,1
74.84999999999999,0.4004438556965948,0.3995561443034051,-4.438556965948304e-05,4.438556965948304e-05,2.219278482974152e-05,1,0,1,0.4004438556965948,0.3995561443034051,2.219278482974152e-05,0.4004438556965948,0.3995561443034051,0,2.219278482974152e-05,2.219278482974152e-05,0,1
75,0.4004370214495896,0.3995629785504103,-4.370214495896252e-05,4.370214495896252e-05,2.185107247948126e-05,1,0,1,0.4004370214495896,0.3995629785504103,2.185107247948126e-05,0.4004370214495896,0.3995629785504103,0,2.185107247948126e-05,2.185107247948126e-05,0,1
75.15000000000001,0.4004302782912796,0.3995697217087203,-4.302782912796733e-05,4.302782912796733e-05,2.151391456398366e-05,1,0,1,0.4004302782912796,0.3995697217087203,2.151391456398366e-05,0.4004302782912796,0.3995697217087203,0,2.151391456398366e-05,2.151391456398366e-05,0,1
75.3,0.4004236262216649,0.399576373778335,-4.236262216649744e-05,4.236262216649744e-05,2.118131108324872e-05,1,0,1,0.4004236262216649,0.399576373778335,2.118131108324872e-05,0.4004236262216649,0.399576373778335,0,2.118131108324872e-05,2.118131108324872e-05,0,1
75.45,0.4004170652407456,0.3995829347592544,-4.170652407455844e-05,4.170652407455844e-05,2.085326203727922e-05,1,0,1,0.4004170652407456,0.3995829347592544,2.085326203727922e-05,0.4004170652407456,0.3995829347592544,0,2.085326203727922e-05,2.085326203727922e-05,0,1
75.59999999999999,0.4004105953485214,0.3995894046514785,-4.105953485214475e-05,4.105953485214475e-05,2.052976742607238e-05,1,0,1,0.4004105953485214,0.3995894046514785,2.052976742607238e-05,0.4004105953485214,0.3995894046514785,0,2.052976742607238e-05,2.052976742607238e-05,0,1
75.75,0.4004042165449926,0.3995957834550073,-4.042165449926194e-05,4.042165449926194e-05,2.021082724963097e-05,1,0,1,0.4004042165449926,0.3995957834550073,2.021082724963097e-05,0.4004042165449926,0.3995957834550073,0,2.021082724963097e-05,2.021082724963097e-05,0,1
75.90000000000001,0.4003979288301591,0.3996020711698409,-3.979288301591e-05,3.979288301591e-05,1.9896441507955e-05,1,0,1,0.4003979288301591,0.3996020711698409,1.9896441507955e-05,0.4003979288301591,0.3996020711698409,0,1.9896441507955e-05,1.9896441507955e-05,0,1
76.05,0.4003917322040208,0.3996082677959791,-3.917322040208338e-05,3.917322040208338e-05,1.958661020104169e-05,1,0,1,0.4003917322040208,0.3996082677959791,1.958661020104169e-05,0.4003917322040208,0.3996082677959791,0,1.958661020104169e-05,1.958661020104169e-05,0,1
76.2,0.4003856266665779,0.399614373333422,-3.856266665779318e-05,3.856266665779318e-05,1.928133332889659e-05,1,0,1,0.4003856266665779,0.399614373333422,1.928133332889659e-05,0.4003856266665779,0.399614373333422,0,1.928133332889659e-05,1.928133332889659e-05,0,1
76.34999999999999,0.4003796122178302,0.3996203877821697,-3.796122178302275e-05,3.796122178302275e-05,1.898061089151138e-05,1,0,1,0.4003796122178302,0.3996203877821697,1.898061089151138e-05,0.4003796122178302,0.3996203877821697,0,1.898061089151138e-05,1.898061089151138e-05,0,1
76.5,0.4003736888577778,0.3996263111422221,-3.736888577778319e-05,3.736888577778319e-05,1.86844428888916e-05,1,0,1,0.4003736888577778,0.3996263111422221,1.86844428888916e-05,0.4003736888577778,0.3996263111422221,0,1.86844428888916e-05,1.86844428888916e-05,0,1
76.65000000000001,0.4003678565864207,0.3996321434135792,-3.678565864207451e-05,3.678565864207451e-05,1.839282932103725e-05,1,0,1,0.4003678565864207,0.3996321434135792,1.839282932103725e-05,0.4003678565864207,0.3996321434135792,0,1.839282932103725e-05,1.839282932103725e-05,0,1
76.8,0.4003621154037589,0.3996378845962411,-3.621154037589114e-05,3.621154037589114e-05,1.810577018794557e-05,1,0,1,0.4003621154037589,0.3996378845962411,1.810577018794557e-05,0.4003621154037589,0.3996378845962411,0,1.810577018794557e-05,1.810577018794557e-05,0,1
76.95,0.4003564653097923,0.3996435346902076,-3.564653097923309e-05,3.564653097923309e-05,1.782326548961655e-05,1,0,1,0.4003564653097923,0.3996435346902076,1.782326548961655e-05,0.4003564653097923,0.3996435346902076,0,1.782326548961655e-05,1.782326548961655e-05,0,1
77.09999999999999,0.400350906304521,0.3996490936954789,-3.509063045210592e-05,3.509063045210592e-05,1.754531522605296e-05,1,0,1,0.400350906304521,0.3996490936954789,1.754531522605296e-05,0.400350906304521,0.3996490936954789,0,1.754531522605296e-05,1.754531522605296e-05,0,1
77.25,0.4003454383879451,0.3996545616120549,-3.454383879450962e-05,3.454383879450962e-05,1.727191939725481e-05,1,0,1,0.4003454383879451,0.3996545616120549,1.727191939725481e-05,0.4003454383879451,0.3996545616120549,0,1.727191939725481e-05,1.727191939725481e-05,0,1
77.40000000000001,0.4003400615600644,0.3996599384399356,-3.400615600643864e-05,3.400615600643864e-05,1.700307800321932e-05,1,0,1,0.4003400615600644,0.3996599384399356,1.700307800321932e-05,0.4003400615600644,0.3996599384399356,0,1.700307800321932e-05,1.700307800321932e-05,0,1
77.55,0.400334775820879,0.3996652241791209,-3.347758208790408e-05,3.347758208790408e-05,1.673879104395204e-05,1,0,1,0.400334775820879,0.3996652241791209,1.673879104395204e-05,0.400334775820879,0.3996652241791209,0,1.673879104395204e-05,1.673879104395204e-05,0,1
77.7,0.4003295811703889,0.399670418829611,-3.295811703889484e-05,3.295811703889484e-05,1.647905851944742e-05,1,0,1,0.4003295811703889,0.399670418829611,1.647905851944742e-05,0.4003295811703889,0.399670418829611,0,1.647905851944742e-05,1.647905851944742e-05,0,1
77.84999999999999,0.400324477608594,0.3996755223914059,-3.244776085940538e-05,3.244776085940538e-05,1.622388042970269e-05,1,0,1,0.400324477608594,0.3996755223914059,1.622388042970269e-05,0.400324477608594,0.3996755223914059,0,1.622388042970269e-05,1.622388042970269e-05,0,1
78,0.4003194651354945,0.3996805348645054,-3.194651354945233e-05,3.194651354945233e-05,1.597325677472616e-05,1,0,1,0.4003194651354945,0.3996805348645054,1.597325677472616e-05,0.4003194651354945,0.3996805348645054,0,1.597325677472616e-05,1.597325677472616e-05,0,1
78.15000000000001,0.4003145437510902,0.3996854562489097,-3.145437510902461e-05,3.145437510902461e-05,1.57271875545123e-05,1,0,1,0.4003145437510902,0.3996854562489097,1.57271875545123e-05,0.4003145437510902,0.3996854562489097,0,1.57271875545123e-05,1.57271875545123e-05,0,1
78.3,0.4003097134553812,0.3996902865446187,-3.097134553812775e-05,3.097134553812775e-05,1.548567276906388e-05,1,0,1,0.4003097134553812,0.3996902865446187,1.548567276906388e-05,0.4003097134553812,0.3996902865446187,0,1.548567276906388e-05,1.548567276906388e-05,0,1
78.45,0.4003049742483675,0.3996950257516324,-3.049742483675622e-05,3.049742483675622e-05,1.524871241837811e-05,1,0,1,0.4003049742483675,0.3996950257516324,1.524871241837811e-05,0.4003049742483675,0.3996950257516324,0,1.524871241837811e-05,1.524871241837811e-05,0,1
78.59999999999999,0.4003003261300491,0.3996996738699508,-3.003261300491556e-05,3.003261300491556e-05,1.501630650245778e-05,1,0,1,0.4003003261300491,0.3996996738699508,1.501630650245778e-05,0.4003003261300491,0.3996996738699508,0,1.501630650245778e-05,1.501630650245778e-05,0,1
78.75,0.400295769100426,0.399704230899574,-2.957691004260021e-05,2.957691004260021e-05,1.478845502130011e-05,1,0,1,0.400295769100426,0.399704230899574,1.478845502130011e-05,0.400295769100426,0.399704230899574,0,1.478845502130011e-05,1.478845502130011e-05,0,1
78.90000000000001,0.4002913031594982,0.3997086968405018,-2.91303159498213e-05,2.91303159498213e-05,1.456515797491065e-05,1,0,1,0.4002913031594982,0.3997086968405018,1.456515797491065e-05,0.4002913031594982,0.3997086968405018,0,1.456515797491065e-05,1.456515797491065e-05,0,1
79.05,0.4002869283072656,0.3997130716927343,-2.869283072656215e-05,2.869283072656215e-05,1.434641536328107e-05,1,0,1,0.4002869283072656,0.3997130716927343,1.434641536328107e-05,0.4002869283072656,0.3997130716927343,0,1.434641536328107e-05,1.434641536328107e-05,0,1
