"time","tank1.level","tank2.level","der(tank1.level)","der(tank2.level)","PLC_101.waitElapsed","shutCmd.combiTimeTable.y[1]","startCmd.combiTimeTable.y[1]","stopCmd.combiTimeTable.y[1]","tank1.qOut","tank2.qOut","valve1.flowOut","valve1_open","valve2.flowOut","valve2_open","valve3.flowOut","valve3_open","PLC_101.remainingWait","PLC_101.tEnter","PLC_101.mode","PLC_101.resumeMode","controller_state","PLC_101.shutPulse","PLC_101.shutSample","PLC_101.startPulse","PLC_101.startSample","PLC_101.stopPulse","PLC_101.stopSample","PLC_101.valve1Cmd","PLC_101.valve2Cmd","PLC_101.valve3Cmd","shutCmd.y","startCmd.y","stopCmd.y","PLC_101.tank1Level","PLC_101.tank2Level","shutCmd.realToBoolean.u","startCmd.realToBoolean.u","stopCmd.realToBoolean.u","tank1.inflow","tank1.levelOut","tank1.outflowCmd","tank1_level_m","tank2.inflow","tank2.levelOut","tank2.outflowCmd","tank2_level_m","PLC_101.controller_state","PLC_101.shutButton","PLC_101.startButton","PLC_101.stopButton","shutCmd.realToBoolean.y","startCmd.realToBoolean.y","stopCmd.realToBoolean.y","valve1.openCmd","valve2.openCmd","valve3.openCmd"
205.1999999999926,0.7055000003243006,0.130999999876314,-0.00375,0.003214285714285714,35.19999996370601,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7055000003243006,0.130999999876314,0,0,0,0,0.7055000003243006,0.0045,0.7055000003243006,0.0045,0.130999999876314,0,0.130999999876314,4,0,0,0,0,0,0,0,1,0
205.2,0.705500000324273,0.1309999998763376,-0.00375,0.003214285714285714,35.19999996371337,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.705500000324273,0.1309999998763376,0,0,0,0,0.705500000324273,0.0045,0.705500000324273,0.0045,0.1309999998763376,0,0.1309999998763376,4,0,0,0,0,0,0,0,1,0
205.2999999999926,0.7051250003243282,0.1313214284477189,-0.00375,0.003214285714285714,35.299999963706,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7051250003243282,0.1313214284477189,0,0,0,0,0.7051250003243282,0.0045,0.7051250003243282,0.0045,0.1313214284477189,0,0.1313214284477189,4,0,0,0,0,0,0,0,1,0
205.2999999999926,0.7051250003243282,0.1313214284477189,-0.00375,0.003214285714285714,35.299999963706,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7051250003243282,0.1313214284477189,0,0,0,0,0.7051250003243282,0.0045,0.7051250003243282,0.0045,0.1313214284477189,0,0.1313214284477189,4,0,0,0,0,0,0,0,1,0
205.3999999999926,0.7047500003243283,0.1316428570191474,-0.00375,0.003214285714285714,35.39999996370599,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7047500003243283,0.1316428570191474,0,0,0,0,0.7047500003243283,0.0045,0.7047500003243283,0.0045,0.1316428570191474,0,0.1316428570191474,4,0,0,0,0,0,0,0,1,0
205.3999999999926,0.7047500003243283,0.1316428570191474,-0.00375,0.003214285714285714,35.39999996370599,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7047500003243283,0.1316428570191474,0,0,0,0,0.7047500003243283,0.0045,0.7047500003243283,0.0045,0.1316428570191474,0,0.1316428570191474,4,0,0,0,0,0,0,0,1,0
205.4999999999926,0.7043750003243284,0.1319642855905759,-0.00375,0.003214285714285714,35.49999996370599,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7043750003243284,0.1319642855905759,0,0,0,0,0.7043750003243284,0.0045,0.7043750003243284,0.0045,0.1319642855905759,0,0.1319642855905759,4,0,0,0,0,0,0,0,1,0
205.4999999999926,0.7043750003243284,0.1319642855905759,-0.00375,0.003214285714285714,35.49999996370599,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7043750003243284,0.1319642855905759,0,0,0,0,0.7043750003243284,0.0045,0.7043750003243284,0.0045,0.1319642855905759,0,0.1319642855905759,4,0,0,0,0,0,0,0,1,0
205.5999999999926,0.7040000003243285,0.1322857141620044,-0.00375,0.003214285714285714,35.59999996370598,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7040000003243285,0.1322857141620044,0,0,0,0,0.7040000003243285,0.0045,0.7040000003243285,0.0045,0.1322857141620044,0,0.1322857141620044,4,0,0,0,0,0,0,0,1,0
205.5999999999926,0.7040000003243285,0.1322857141620044,-0.00375,0.003214285714285714,35.59999996370598,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7040000003243285,0.1322857141620044,0,0,0,0,0.7040000003243285,0.0045,0.7040000003243285,0.0045,0.1322857141620044,0,0.1322857141620044,4,0,0,0,0,0,0,0,1,0
205.6999999999926,0.7036250003243286,0.1326071427334329,-0.00375,0.003214285714285714,35.69999996370598,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7036250003243286,0.1326071427334329,0,0,0,0,0.7036250003243286,0.0045,0.7036250003243286,0.0045,0.1326071427334329,0,0.1326071427334329,4,0,0,0,0,0,0,0,1,0
205.6999999999926,0.7036250003243286,0.1326071427334329,-0.00375,0.003214285714285714,35.69999996370598,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7036250003243286,0.1326071427334329,0,0,0,0,0.7036250003243286,0.0045,0.7036250003243286,0.0045,0.1326071427334329,0,0.1326071427334329,4,0,0,0,0,0,0,0,1,0
205.7999999999926,0.7032500003243287,0.1329285713048614,-0.00375,0.003214285714285714,35.79999996370597,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7032500003243287,0.1329285713048614,0,0,0,0,0.7032500003243287,0.0045,0.7032500003243287,0.0045,0.1329285713048614,0,0.1329285713048614,4,0,0,0,0,0,0,0,1,0
205.7999999999926,0.7032500003243287,0.1329285713048614,-0.00375,0.003214285714285714,35.79999996370597,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7032500003243287,0.1329285713048614,0,0,0,0,0.7032500003243287,0.0045,0.7032500003243287,0.0045,0.1329285713048614,0,0.1329285713048614,4,0,0,0,0,0,0,0,1,0
205.8999999999926,0.7028750003243288,0.1332499998762899,-0.00375,0.003214285714285714,35.89999996370597,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7028750003243288,0.1332499998762899,0,0,0,0,0.7028750003243288,0.0045,0.7028750003243288,0.0045,0.1332499998762899,0,0.1332499998762899,4,0,0,0,0,0,0,0,1,0
205.8999999999926,0.7028750003243288,0.1332499998762899,-0.00375,0.003214285714285714,35.89999996370597,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7028750003243288,0.1332499998762899,0,0,0,0,0.7028750003243288,0.0045,0.7028750003243288,0.0045,0.1332499998762899,0,0.1332499998762899,4,0,0,0,0,0,0,0,1,0
205.9999999999926,0.7025000003243289,0.1335714284477184,-0.00375,0.003214285714285714,35.99999996370596,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7025000003243289,0.1335714284477184,0,0,0,0,0.7025000003243289,0.0045,0.7025000003243289,0.0045,0.1335714284477184,0,0.1335714284477184,4,0,0,0,0,0,0,0,1,0
205.9999999999926,0.7025000003243289,0.1335714284477184,-0.00375,0.003214285714285714,35.99999996370596,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7025000003243289,0.1335714284477184,0,0,0,0,0.7025000003243289,0.0045,0.7025000003243289,0.0045,0.1335714284477184,0,0.1335714284477184,4,0,0,0,0,0,0,0,1,0
206.0999999999926,0.702125000324329,0.1338928570191469,-0.00375,0.003214285714285714,36.09999996370595,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.702125000324329,0.1338928570191469,0,0,0,0,0.702125000324329,0.0045,0.702125000324329,0.0045,0.1338928570191469,0,0.1338928570191469,4,0,0,0,0,0,0,0,1,0
206.0999999999926,0.702125000324329,0.1338928570191469,-0.00375,0.003214285714285714,36.09999996370595,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.702125000324329,0.1338928570191469,0,0,0,0,0.702125000324329,0.0045,0.702125000324329,0.0045,0.1338928570191469,0,0.1338928570191469,4,0,0,0,0,0,0,0,1,0
206.1,0.7021250003243011,0.1338928570191708,-0.00375,0.003214285714285714,36.09999996371337,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7021250003243011,0.1338928570191708,0,0,0,0,0.7021250003243011,0.0045,0.7021250003243011,0.0045,0.1338928570191708,0,0.1338928570191708,4,0,0,0,0,0,0,0,1,0
206.1999999999926,0.7017500003243569,0.1342142855905517,-0.00375,0.003214285714285714,36.19999996370595,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7017500003243569,0.1342142855905517,0,0,0,0,0.7017500003243569,0.0045,0.7017500003243569,0.0045,0.1342142855905517,0,0.1342142855905517,4,0,0,0,0,0,0,0,1,0
206.1999999999926,0.7017500003243569,0.1342142855905517,-0.00375,0.003214285714285714,36.19999996370595,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7017500003243569,0.1342142855905517,0,0,0,0,0.7017500003243569,0.0045,0.7017500003243569,0.0045,0.1342142855905517,0,0.1342142855905517,4,0,0,0,0,0,0,0,1,0
206.2999999999926,0.701375000324357,0.1345357141619802,-0.00375,0.003214285714285714,36.29999996370594,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.701375000324357,0.1345357141619802,0,0,0,0,0.701375000324357,0.0045,0.701375000324357,0.0045,0.1345357141619802,0,0.1345357141619802,4,0,0,0,0,0,0,0,1,0
206.2999999999926,0.701375000324357,0.1345357141619802,-0.00375,0.003214285714285714,36.29999996370594,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.701375000324357,0.1345357141619802,0,0,0,0,0.701375000324357,0.0045,0.701375000324357,0.0045,0.1345357141619802,0,0.1345357141619802,4,0,0,0,0,0,0,0,1,0
206.3999999999926,0.7010000003243571,0.1348571427334087,-0.00375,0.003214285714285714,36.39999996370594,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7010000003243571,0.1348571427334087,0,0,0,0,0.7010000003243571,0.0045,0.7010000003243571,0.0045,0.1348571427334087,0,0.1348571427334087,4,0,0,0,0,0,0,0,1,0
206.3999999999926,0.7010000003243571,0.1348571427334087,-0.00375,0.003214285714285714,36.39999996370594,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7010000003243571,0.1348571427334087,0,0,0,0,0.7010000003243571,0.0045,0.7010000003243571,0.0045,0.1348571427334087,0,0.1348571427334087,4,0,0,0,0,0,0,0,1,0
206.4999999999926,0.7006250003243572,0.1351785713048372,-0.00375,0.003214285714285714,36.49999996370593,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7006250003243572,0.1351785713048372,0,0,0,0,0.7006250003243572,0.0045,0.7006250003243572,0.0045,0.1351785713048372,0,0.1351785713048372,4,0,0,0,0,0,0,0,1,0
206.4999999999926,0.7006250003243572,0.1351785713048372,-0.00375,0.003214285714285714,36.49999996370593,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7006250003243572,0.1351785713048372,0,0,0,0,0.7006250003243572,0.0045,0.7006250003243572,0.0045,0.1351785713048372,0,0.1351785713048372,4,0,0,0,0,0,0,0,1,0
206.5999999999925,0.7002500003243572,0.1354999998762657,-0.00375,0.003214285714285714,36.59999996370593,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7002500003243572,0.1354999998762657,0,0,0,0,0.7002500003243572,0.0045,0.7002500003243572,0.0045,0.1354999998762657,0,0.1354999998762657,4,0,0,0,0,0,0,0,1,0
206.5999999999925,0.7002500003243572,0.1354999998762657,-0.00375,0.003214285714285714,36.59999996370593,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.7002500003243572,0.1354999998762657,0,0,0,0,0.7002500003243572,0.0045,0.7002500003243572,0.0045,0.1354999998762657,0,0.1354999998762657,4,0,0,0,0,0,0,0,1,0
206.6999999999925,0.6998750003243573,0.1358214284476942,-0.00375,0.003214285714285714,36.69999996370592,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6998750003243573,0.1358214284476942,0,0,0,0,0.6998750003243573,0.0045,0.6998750003243573,0.0045,0.1358214284476942,0,0.1358214284476942,4,0,0,0,0,0,0,0,1,0
206.6999999999925,0.6998750003243573,0.1358214284476942,-0.00375,0.003214285714285714,36.69999996370592,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6998750003243573,0.1358214284476942,0,0,0,0,0.6998750003243573,0.0045,0.6998750003243573,0.0045,0.1358214284476942,0,0.1358214284476942,4,0,0,0,0,0,0,0,1,0
206.7999999999925,0.6995000003243574,0.1361428570191227,-0.00375,0.003214285714285714,36.79999996370591,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6995000003243574,0.1361428570191227,0,0,0,0,0.6995000003243574,0.0045,0.6995000003243574,0.0045,0.1361428570191227,0,0.1361428570191227,4,0,0,0,0,0,0,0,1,0
206.7999999999925,0.6995000003243574,0.1361428570191227,-0.00375,0.003214285714285714,36.79999996370591,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6995000003243574,0.1361428570191227,0,0,0,0,0.6995000003243574,0.0045,0.6995000003243574,0.0045,0.1361428570191227,0,0.1361428570191227,4,0,0,0,0,0,0,0,1,0
206.8999999999925,0.6991250003243575,0.1364642855905512,-0.00375,0.003214285714285714,36.89999996370591,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6991250003243575,0.1364642855905512,0,0,0,0,0.6991250003243575,0.0045,0.6991250003243575,0.0045,0.1364642855905512,0,0.1364642855905512,4,0,0,0,0,0,0,0,1,0
206.8999999999925,0.6991250003243575,0.1364642855905512,-0.00375,0.003214285714285714,36.89999996370591,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6991250003243575,0.1364642855905512,0,0,0,0,0.6991250003243575,0.0045,0.6991250003243575,0.0045,0.1364642855905512,0,0.1364642855905512,4,0,0,0,0,0,0,0,1,0
206.9999999999925,0.6987500003243576,0.1367857141619797,-0.00375,0.003214285714285714,36.9999999637059,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6987500003243576,0.1367857141619797,0,0,0,0,0.6987500003243576,0.0045,0.6987500003243576,0.0045,0.1367857141619797,0,0.1367857141619797,4,0,0,0,0,0,0,0,1,0
206.9999999999925,0.6987500003243576,0.1367857141619797,-0.00375,0.003214285714285714,36.9999999637059,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6987500003243576,0.1367857141619797,0,0,0,0,0.6987500003243576,0.0045,0.6987500003243576,0.0045,0.1367857141619797,0,0.1367857141619797,4,0,0,0,0,0,0,0,1,0
207,0.6987500003243297,0.1367857141620037,-0.00375,0.003214285714285714,36.99999996371338,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6987500003243297,0.1367857141620037,0,0,0,0,0.6987500003243297,0.0045,0.6987500003243297,0.0045,0.1367857141620037,0,0.1367857141620037,4,0,0,0,0,0,0,0,1,0
207.0999999999925,0.6983750003243857,0.1371071427333842,-0.00375,0.003214285714285714,37.0999999637059,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6983750003243857,0.1371071427333842,0,0,0,0,0.6983750003243857,0.0045,0.6983750003243857,0.0045,0.1371071427333842,0,0.1371071427333842,4,0,0,0,0,0,0,0,1,0
207.0999999999925,0.6983750003243857,0.1371071427333842,-0.00375,0.003214285714285714,37.0999999637059,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6983750003243857,0.1371071427333842,0,0,0,0,0.6983750003243857,0.0045,0.6983750003243857,0.0045,0.1371071427333842,0,0.1371071427333842,4,0,0,0,0,0,0,0,1,0
207.1999999999925,0.6980000003243858,0.1374285713048127,-0.00375,0.003214285714285714,37.19999996370589,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6980000003243858,0.1374285713048127,0,0,0,0,0.6980000003243858,0.0045,0.6980000003243858,0.0045,0.1374285713048127,0,0.1374285713048127,4,0,0,0,0,0,0,0,1,0
207.1999999999925,0.6980000003243858,0.1374285713048127,-0.00375,0.003214285714285714,37.19999996370589,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6980000003243858,0.1374285713048127,0,0,0,0,0.6980000003243858,0.0045,0.6980000003243858,0.0045,0.1374285713048127,0,0.1374285713048127,4,0,0,0,0,0,0,0,1,0
207.2999999999925,0.6976250003243859,0.1377499998762412,-0.00375,0.003214285714285714,37.29999996370589,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6976250003243859,0.1377499998762412,0,0,0,0,0.6976250003243859,0.0045,0.6976250003243859,0.0045,0.1377499998762412,0,0.1377499998762412,4,0,0,0,0,0,0,0,1,0
207.2999999999925,0.6976250003243859,0.1377499998762412,-0.00375,0.003214285714285714,37.29999996370589,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6976250003243859,0.1377499998762412,0,0,0,0,0.6976250003243859,0.0045,0.6976250003243859,0.0045,0.1377499998762412,0,0.1377499998762412,4,0,0,0,0,0,0,0,1,0
207.3999999999925,0.697250000324386,0.1380714284476697,-0.00375,0.003214285714285714,37.39999996370588,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.697250000324386,0.1380714284476697,0,0,0,0,0.697250000324386,0.0045,0.697250000324386,0.0045,0.1380714284476697,0,0.1380714284476697,4,0,0,0,0,0,0,0,1,0
207.3999999999925,0.697250000324386,0.1380714284476697,-0.00375,0.003214285714285714,37.39999996370588,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.697250000324386,0.1380714284476697,0,0,0,0,0.697250000324386,0.0045,0.697250000324386,0.0045,0.1380714284476697,0,0.1380714284476697,4,0,0,0,0,0,0,0,1,0
207.4999999999925,0.6968750003243861,0.1383928570190982,-0.00375,0.003214285714285714,37.49999996370587,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6968750003243861,0.1383928570190982,0,0,0,0,0.6968750003243861,0.0045,0.6968750003243861,0.0045,0.1383928570190982,0,0.1383928570190982,4,0,0,0,0,0,0,0,1,0
207.4999999999925,0.6968750003243861,0.1383928570190982,-0.00375,0.003214285714285714,37.49999996370587,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6968750003243861,0.1383928570190982,0,0,0,0,0.6968750003243861,0.0045,0.6968750003243861,0.0045,0.1383928570190982,0,0.1383928570190982,4,0,0,0,0,0,0,0,1,0
207.5999999999925,0.6965000003243862,0.1387142855905267,-0.00375,0.003214285714285714,37.59999996370587,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6965000003243862,0.1387142855905267,0,0,0,0,0.6965000003243862,0.0045,0.6965000003243862,0.0045,0.1387142855905267,0,0.1387142855905267,4,0,0,0,0,0,0,0,1,0
207.5999999999925,0.6965000003243862,0.1387142855905267,-0.00375,0.003214285714285714,37.59999996370587,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6965000003243862,0.1387142855905267,0,0,0,0,0.6965000003243862,0.0045,0.6965000003243862,0.0045,0.1387142855905267,0,0.1387142855905267,4,0,0,0,0,0,0,0,1,0
207.6999999999925,0.6961250003243863,0.1390357141619552,-0.00375,0.003214285714285714,37.69999996370586,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6961250003243863,0.1390357141619552,0,0,0,0,0.6961250003243863,0.0045,0.6961250003243863,0.0045,0.1390357141619552,0,0.1390357141619552,4,0,0,0,0,0,0,0,1,0
207.6999999999925,0.6961250003243863,0.1390357141619552,-0.00375,0.003214285714285714,37.69999996370586,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6961250003243863,0.1390357141619552,0,0,0,0,0.6961250003243863,0.0045,0.6961250003243863,0.0045,0.1390357141619552,0,0.1390357141619552,4,0,0,0,0,0,0,0,1,0
207.7999999999925,0.6957500003243864,0.1393571427333837,-0.00375,0.003214285714285714,37.79999996370586,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6957500003243864,0.1393571427333837,0,0,0,0,0.6957500003243864,0.0045,0.6957500003243864,0.0045,0.1393571427333837,0,0.1393571427333837,4,0,0,0,0,0,0,0,1,0
207.7999999999925,0.6957500003243864,0.1393571427333837,-0.00375,0.003214285714285714,37.79999996370586,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6957500003243864,0.1393571427333837,0,0,0,0,0.6957500003243864,0.0045,0.6957500003243864,0.0045,0.1393571427333837,0,0.1393571427333837,4,0,0,0,0,0,0,0,1,0
207.8999999999925,0.6953750003243865,0.1396785713048122,-0.00375,0.003214285714285714,37.89999996370585,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6953750003243865,0.1396785713048122,0,0,0,0,0.6953750003243865,0.0045,0.6953750003243865,0.0045,0.1396785713048122,0,0.1396785713048122,4,0,0,0,0,0,0,0,1,0
207.8999999999925,0.6953750003243865,0.1396785713048122,-0.00375,0.003214285714285714,37.89999996370585,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6953750003243865,0.1396785713048122,0,0,0,0,0.6953750003243865,0.0045,0.6953750003243865,0.0045,0.1396785713048122,0,0.1396785713048122,4,0,0,0,0,0,0,0,1,0
207.9,0.6953750003243583,0.1396785713048364,-0.00375,0.003214285714285714,37.89999996371338,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6953750003243583,0.1396785713048364,0,0,0,0,0.6953750003243583,0.0045,0.6953750003243583,0.0045,0.1396785713048364,0,0.1396785713048364,4,0,0,0,0,0,0,0,1,0
207.9999999999925,0.6950000003244148,0.1399999998762166,-0.00375,0.003214285714285714,37.99999996370585,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6950000003244148,0.1399999998762166,0,0,0,0,0.6950000003244148,0.0045,0.6950000003244148,0.0045,0.1399999998762166,0,0.1399999998762166,4,0,0,0,0,0,0,0,1,0
207.9999999999925,0.6950000003244148,0.1399999998762166,-0.00375,0.003214285714285714,37.99999996370585,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6950000003244148,0.1399999998762166,0,0,0,0,0.6950000003244148,0.0045,0.6950000003244148,0.0045,0.1399999998762166,0,0.1399999998762166,4,0,0,0,0,0,0,0,1,0
208.0999999999925,0.6946250003244149,0.1403214284476451,-0.00375,0.003214285714285714,38.09999996370584,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6946250003244149,0.1403214284476451,0,0,0,0,0.6946250003244149,0.0045,0.6946250003244149,0.0045,0.1403214284476451,0,0.1403214284476451,4,0,0,0,0,0,0,0,1,0
208.0999999999925,0.6946250003244149,0.1403214284476451,-0.00375,0.003214285714285714,38.09999996370584,0,0,0,0.0045,0,0,0,0.0045,100,0,0,0,170.0000000362866,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.6946250003244149,0.1403214284476451,0,0,0,0,0.6946250003244149,0.0045,0.6946250003244149,0.0045,0.1403214284476451,0,0.1403214284476451,4,0,0,0,0,0,0,0,1,0
