"time","capacitor.v","inductor.i","der(capacitor.v)","der(inductor.i)","ground.p.i","ground.p.v","idealSwitch.LossPower","idealSwitch.T_heatPort","idealSwitch.v","inductor.v","resistor.LossPower","resistor.R_actual","resistor.n.v","resistor.v","switch_closed","idealSwitch.control","capacitor.i","capacitor.n.i","capacitor.n.v","capacitor.p.i","capacitor.p.v","capacitor_voltage_V","idealSwitch.i","idealSwitch.n.i","idealSwitch.n.v","idealSwitch.p.i","idealSwitch.p.v","inductor.n.i","inductor.n.v","inductor.p.i","inductor.p.v","loop_current_A","resistor.i","resistor.n.i","resistor.p.i","resistor.p.v","scheduledSwitch.closed"
1.5,9.999985000029827,-9.999983000043227e-06,-9.999983000043227e-06,1.000088900582341e-11,0,0,9.999966000115355e-05,293.15,-9.999983000043228,1.000088900582341e-11,1.999993200023071e-11,0.2,9.999985000039828,-1.999996600008646e-06,0,0,-9.999983000043227e-06,9.999983000043227e-06,0,-9.999983000043227e-06,9.999985000029827,9.999985000029827,-9.999983000043227e-06,9.999983000043227e-06,9.999983000043228,-9.999983000043227e-06,0,9.999983000043227e-06,9.999985000029827,-9.999983000043227e-06,9.999985000039828,-9.999983000043227e-06,-9.999983000043227e-06,9.999983000043227e-06,-9.999983000043227e-06,9.999983000043228,0
1.65,9.999983500033686,-9.999981500047387e-06,-9.999981500047387e-06,1.000088900582341e-11,0,0,9.999963000128998e-05,293.15,-9.999981500047387,1.000088900582341e-11,1.9999926000258e-11,0.2,9.999983500043687,-1.999996300009477e-06,0,0,-9.999981500047387e-06,9.999981500047387e-06,0,-9.999981500047387e-06,9.999983500033686,9.999983500033686,-9.999981500047387e-06,9.999981500047387e-06,9.999981500047387,-9.999981500047387e-06,0,9.999981500047387e-06,9.999983500033686,-9.999981500047387e-06,9.999983500043687,-9.999981500047387e-06,-9.999981500047387e-06,9.999981500047387e-06,-9.999981500047387e-06,9.999981500047387,0
1.8,9.999982000037544,-9.999980000051545e-06,-9.999980000051545e-06,1.000088900582341e-11,0,0,9.999960000143089e-05,293.15,-9.999980000051545,1.000088900582341e-11,1.999992000028618e-11,0.2,9.999982000047545,-1.999996000010309e-06,0,0,-9.999980000051545e-06,9.999980000051545e-06,0,-9.999980000051545e-06,9.999982000037544,9.999982000037544,-9.999980000051545e-06,9.999980000051545e-06,9.999980000051545,-9.999980000051545e-06,0,9.999980000051545e-06,9.999982000037544,-9.999980000051545e-06,9.999982000047545,-9.999980000051545e-06,-9.999980000051545e-06,9.999980000051545e-06,-9.999980000051545e-06,9.999980000051545,0
1.95,9.999980500041405,-9.999978500055705e-06,-9.999978500055705e-06,1.000088900582341e-11,0,0,9.999957000157635e-05,293.15,-9.999978500055706,1.000088900582341e-11,1.999991400031527e-11,0.2,9.999980500051405,-1.999995700011141e-06,0,0,-9.999978500055705e-06,9.999978500055705e-06,0,-9.999978500055705e-06,9.999980500041405,9.999980500041405,-9.999978500055705e-06,9.999978500055705e-06,9.999978500055706,-9.999978500055705e-06,0,9.999978500055705e-06,9.999980500041405,-9.999978500055705e-06,9.999980500051405,-9.999978500055705e-06,-9.999978500055705e-06,9.999978500055705e-06,-9.999978500055705e-06,9.999978500055706,0
2.1,9.999979000045263,-9.999977000059863e-06,-9.999977000059863e-06,9.99911264898401e-12,0,0,9.999954000172625e-05,293.15,-9.999977000059863,9.99911264898401e-12,1.999990800034525e-11,0.2,9.999979000055262,-1.999995400011973e-06,0,0,-9.999977000059863e-06,9.999977000059863e-06,0,-9.999977000059863e-06,9.999979000045263,9.999979000045263,-9.999977000059863e-06,9.999977000059863e-06,9.999977000059863,-9.999977000059863e-06,0,9.999977000059863e-06,9.999979000045263,-9.999977000059863e-06,9.999979000055262,-9.999977000059863e-06,-9.999977000059863e-06,9.999977000059863e-06,-9.999977000059863e-06,9.999977000059863,0
2.25,9.999977500049122,-9.999975500064023e-06,-9.999975500064023e-06,1.000088900582341e-11,0,0,9.999951000188071e-05,293.15,-9.999975500064023,1.000088900582341e-11,1.999990200037614e-11,0.2,9.999977500059122,-1.999995100012805e-06,0,0,-9.999975500064023e-06,9.999975500064023e-06,0,-9.999975500064023e-06,9.999977500049122,9.999977500049122,-9.999975500064023e-06,9.999975500064023e-06,9.999975500064023,-9.999975500064023e-06,0,9.999975500064023e-06,9.999977500049122,-9.999975500064023e-06,9.999977500059122,-9.999975500064023e-06,-9.999975500064023e-06,9.999975500064023e-06,-9.999975500064023e-06,9.999975500064023,0
2.4,9.99997600005363,-9.99997400006883e-06,-9.99997400006883e-06,1.000088900582341e-11,0,0,9.999948000205259e-05,293.15,-9.99997400006883,1.000088900582341e-11,1.999989600041052e-11,0.2,9.999976000063631,-1.999994800013766e-06,0,0,-9.99997400006883e-06,9.99997400006883e-06,0,-9.99997400006883e-06,9.99997600005363,9.99997600005363,-9.99997400006883e-06,9.99997400006883e-06,9.99997400006883,-9.99997400006883e-06,0,9.99997400006883e-06,9.99997600005363,-9.99997400006883e-06,9.999976000063631,-9.99997400006883e-06,-9.99997400006883e-06,9.99997400006883e-06,-9.99997400006883e-06,9.99997400006883,0
2.55,9.999974500061048,-9.999972500076547e-06,-9.999972500076547e-06,9.99911264898401e-12,0,0,9.999945000228719e-05,293.15,-9.999972500076547,9.99911264898401e-12,1.999989000045744e-11,0.2,9.999974500071048,-1.99999450001531e-06,0,0,-9.999972500076547e-06,9.999972500076547e-06,0,-9.999972500076547e-06,9.999974500061048,9.999974500061048,-9.999972500076547e-06,9.999972500076547e-06,9.999972500076547,-9.999972500076547e-06,0,9.999972500076547e-06,9.999974500061048,-9.999972500076547e-06,9.999974500071048,-9.999972500076547e-06,-9.999972500076547e-06,9.999972500076547e-06,-9.999972500076547e-06,9.999972500076547,0
2.7,9.999973000068467,-9.999971000084266e-06,-9.999971000084266e-06,1.000088900582341e-11,0,0,9.999942000252633e-05,293.15,-9.999971000084267,1.000088900582341e-11,1.999988400050526e-11,0.2,9.999973000078468,-1.999994200016853e-06,0,0,-9.999971000084266e-06,9.999971000084266e-06,0,-9.999971000084266e-06,9.999973000068467,9.999973000068467,-9.999971000084266e-06,9.999971000084266e-06,9.999971000084267,-9.999971000084266e-06,0,9.999971000084266e-06,9.999973000068467,-9.999971000084266e-06,9.999973000078468,-9.999971000084266e-06,-9.999971000084266e-06,9.999971000084266e-06,-9.999971000084266e-06,9.999971000084267,0
2.85,9.999971500075885,-9.999969500091983e-06,-9.999969500091983e-06,9.99911264898401e-12,0,0,9.999939000276992e-05,293.15,-9.999969500091984,9.99911264898401e-12,1.999987800055398e-11,0.2,9.999971500085884,-1.999993900018397e-06,0,0,-9.999969500091983e-06,9.999969500091983e-06,0,-9.999969500091983e-06,9.999971500075885,9.999971500075885,-9.999969500091983e-06,9.999969500091983e-06,9.999969500091984,-9.999969500091983e-06,0,9.999969500091983e-06,9.999971500075885,-9.999969500091983e-06,9.999971500085884,-9.999969500091983e-06,-9.999969500091983e-06,9.999969500091983e-06,-9.999969500091983e-06,9.999969500091984,0
3,9.999970000083302,-9.999968000099701e-06,-9.999968000099701e-06,9.99911264898401e-12,0,0,9.999936000301801e-05,293.15,-9.999968000099701,9.99911264898401e-12,1.999987200060361e-11,0.2,9.999970000093301,-1.99999360001994e-06,0,0,-9.999968000099701e-06,9.999968000099701e-06,0,-9.999968000099701e-06,9.999970000083302,9.999970000083302,-9.999968000099701e-06,9.999968000099701e-06,9.999968000099701,-9.999968000099701e-06,0,9.999968000099701e-06,9.999970000083302,-9.999968000099701e-06,9.999970000093301,-9.999968000099701e-06,-9.999968000099701e-06,9.999968000099701e-06,-9.999968000099701e-06,9.999968000099701,0
