"time","capacitor.v","inductor.i","der(capacitor.v)","der(inductor.i)","ground.p.i","ground.p.v","idealSwitch.LossPower","idealSwitch.T_heatPort","idealSwitch.v","inductor.v","resistor.LossPower","resistor.R_actual","resistor.n.v","resistor.v","switch_closed","idealSwitch.control","capacitor.i","capacitor.n.i","capacitor.n.v","capacitor.p.i","capacitor.p.v","capacitor_voltage_V","idealSwitch.i","idealSwitch.n.i","idealSwitch.n.v","idealSwitch.p.i","idealSwitch.p.v","inductor.n.i","inductor.n.v","inductor.p.i","inductor.p.v","loop_current_A","resistor.i","resistor.n.i","resistor.p.i","resistor.p.v","scheduledSwitch.closed"
46.5,-0.1487488332580961,0.06907650360511021,0.06907650360511021,0.1349334634605705,0,0,4.771563350306803e-09,293.15,6.90765036051102e-08,0.1349334634605705,0.0009543126700613608,0.2,-0.01381536979752565,0.01381530072102204,1,1,0.06907650360511021,-0.06907650360511021,0,0.06907650360511021,-0.1487488332580961,-0.1487488332580961,0.06907650360511021,-0.06907650360511021,-6.90765036051102e-08,0.06907650360511021,0,-0.06907650360511021,-0.1487488332580961,0.06907650360511021,-0.01381536979752565,0.06907650360511021,0.06907650360511021,-0.06907650360511021,0.06907650360511021,-6.90765036051102e-08,1
46.65,-0.1369256640712095,0.08817317434712475,0.08817317434712475,0.1192909410286102,0,0,7.774508674448458e-09,293.15,8.817317434712474e-08,0.1192909410286102,0.001554901734889692,0.2,-0.0176347230425993,0.01763463486942495,1,1,0.08817317434712475,-0.08817317434712475,0,0.08817317434712475,-0.1369256640712095,-0.1369256640712095,0.08817317434712475,-0.08817317434712475,-8.817317434712474e-08,0.08817317434712475,0,-0.08817317434712475,-0.1369256640712095,0.08817317434712475,-0.0176347230425993,0.08817317434712475,0.08817317434712475,-0.08817317434712475,0.08817317434712475,-8.817317434712474e-08,1
46.8,-0.1224225710329865,0.1047546613974047,0.1047546613974047,0.1014715339988441,0,0,1.097353908448492e-08,293.15,1.047546613974047e-07,0.1014715339988441,0.002194707816896984,0.2,-0.02095103703414235,0.02095093227948095,1,1,0.1047546613974047,-0.1047546613974047,0,0.1047546613974047,-0.1224225710329865,-0.1224225710329865,0.1047546613974047,-0.1047546613974047,-1.047546613974047e-07,0.1047546613974047,0,-0.1047546613974047,-0.1224225710329865,0.1047546613974047,-0.02095103703414235,0.1047546613974047,0.1047546613974047,-0.1047546613974047,0.1047546613974047,-1.047546613974047e-07,1
46.95,-0.1056396266397311,0.1185284428814357,0.1185284428814357,0.0819338195350011,0,0,1.404899177189776e-08,293.15,1.185284428814357e-07,0.0819338195350011,0.002809798354379553,0.2,-0.02370580710473002,0.02370568857628714,1,1,0.1185284428814357,-0.1185284428814357,0,0.1185284428814357,-0.1056396266397311,-0.1056396266397311,0.1185284428814357,-0.1185284428814357,-1.185284428814357e-07,0.1185284428814357,0,-0.1185284428814357,-0.1056396266397311,0.1185284428814357,-0.02370580710473002,0.1185284428814357,0.1185284428814357,-0.1185284428814357,0.1185284428814357,-1.185284428814357e-07,1
47.1,-0.08701552550382592,0.1292727703709815,0.1292727703709815,0.06116084215685925,0,0,1.67114491593885e-08,293.15,1.292727703709815e-07,0.06116084215685925,0.003342289831877701,0.2,-0.02585468334696667,0.0258545540741963,1,1,0.1292727703709815,-0.1292727703709815,0,0.1292727703709815,-0.08701552550382592,-0.08701552550382592,0.1292727703709815,-0.1292727703709815,-1.292727703709815e-07,0.1292727703709815,0,-0.1292727703709815,-0.08701552550382592,0.1292727703709815,-0.02585468334696667,0.1292727703709815,0.1292727703709815,-0.1292727703709815,0.1292727703709815,-1.292727703709815e-07,1
47.25,-0.06701673123945091,0.1368394821357311,0.1368394821357311,0.03964869797282256,0,0,1.872504387117508e-08,293.15,1.368394821357311e-07,0.03964869797282256,0.003745008774235016,0.2,-0.02736803326662836,0.02736789642714623,1,1,0.1368394821357311,-0.1368394821357311,0,0.1368394821357311,-0.06701673123945091,-0.06701673123945091,0.1368394821357311,-0.1368394821357311,-1.368394821357311e-07,0.1368394821357311,0,-0.1368394821357311,-0.06701673123945091,0.1368394821357311,-0.02736803326662836,0.1368394821357311,0.1368394821357311,-0.1368394821357311,0.1368394821357311,-1.368394821357311e-07,1
47.4,-0.04612633043715825,0.1411550729538383,0.1411550729538383,0.01789517469131765,0,0,1.99247546206034e-08,293.15,1.411550729538383e-07,0.01789517469131765,0.003984950924120681,0.2,-0.02823115574584061,0.02823101459076766,1,1,0.1411550729538383,-0.1411550729538383,0,0.1411550729538383,-0.04612633043715825,-0.04612633043715825,0.1411550729538383,-0.1411550729538383,-1.411550729538383e-07,0.1411550729538383,0,-0.1411550729538383,-0.04612633043715825,0.1411550729538383,-0.02823115574584061,0.1411550729538383,0.1411550729538383,-0.1411550729538383,0.1411550729538383,-1.411550729538383e-07,1
47.55,-0.02483286048166089,0.1422201673720376,0.1422201673720376,-0.003611315212914013,0,0,2.02265760073304e-08,293.15,1.422201673720376e-07,-0.003611315212914013,0.00404531520146608,0.2,-0.0284441756945749,0.02844403347440753,1,1,0.1422201673720376,-0.1422201673720376,0,0.1422201673720376,-0.02483286048166089,-0.02483286048166089,0.1422201673720376,-0.1422201673720376,-1.422201673720376e-07,0.1422201673720376,0,-0.1422201673720376,-0.02483286048166089,0.1422201673720376,-0.0284441756945749,0.1422201673720376,0.1422201673720376,-0.1422201673720376,0.1422201673720376,-1.422201673720376e-07,1
47.7,-0.003619336203000745,0.1401072696754551,0.1401072696754551,-0.02440225783935996,0,0,1.963004701591071e-08,293.15,1.401072696754551e-07,-0.02440225783935996,0.003926009403182142,0.2,-0.02802159404236071,0.02802145393509103,1,1,0.1401072696754551,-0.1401072696754551,0,0.1401072696754551,-0.003619336203000745,-0.003619336203000745,0.1401072696754551,-0.1401072696754551,-1.401072696754551e-07,0.1401072696754551,0,-0.1401072696754551,-0.003619336203000745,0.1401072696754551,-0.02802159404236071,0.1401072696754551,0.1401072696754551,-0.1401072696754551,0.1401072696754551,-1.401072696754551e-07,1
47.85,0.01704727040188145,0.1349570507452784,0.1349570507452784,-0.04403881550798787,0,0,1.821340554586364e-08,293.15,1.349570507452784e-07,-0.04403881550798787,0.003642681109172728,0.2,-0.02699154510610642,0.02699141014905567,1,1,0.1349570507452784,-0.1349570507452784,0,0.1349570507452784,0.01704727040188145,0.01704727040188145,0.1349570507452784,-0.1349570507452784,-1.349570507452784e-07,0.1349570507452784,0,-0.1349570507452784,0.01704727040188145,0.1349570507452784,-0.02699154510610642,0.1349570507452784,0.1349570507452784,-0.1349570507452784,0.1349570507452784,-1.349570507452784e-07,1
48,0.03672589699410094,0.1269732370955178,0.1269732370955178,-0.0621206713864416,0,0,1.612220293851458e-08,293.15,1.269732370955178e-07,-0.0621206713864416,0.003224440587702916,0.2,-0.02539477439234066,0.02539464741910356,1,1,0.1269732370955178,-0.1269732370955178,0,0.1269732370955178,0.03672589699410094,0.03672589699410094,0.1269732370955178,-0.1269732370955178,-1.269732370955178e-07,0.1269732370955178,0,-0.1269732370955178,0.03672589699410094,0.1269732370955178,-0.02539477439234066,0.1269732370955178,0.1269732370955178,-0.1269732370955178,0.1269732370955178,-1.269732370955178e-07,1
48.15,0.05501036061419178,0.1164162024725527,0.1164162024725527,-0.0782937175249048,0,0,1.355273219813039e-08,293.15,1.164162024725527e-07,-0.0782937175249048,0.002710546439626078,0.2,-0.02328335691071302,0.02328324049451055,1,1,0.1164162024725527,-0.1164162024725527,0,0.1164162024725527,0.05501036061419178,0.05501036061419178,0.1164162024725527,-0.1164162024725527,-1.164162024725527e-07,0.1164162024725527,0,-0.1164162024725527,0.05501036061419178,0.1164162024725527,-0.02328335691071302,0.1164162024725527,0.1164162024725527,-0.1164162024725527,0.1164162024725527,-1.164162024725527e-07,1
48.3,0.0715373444834804,0.103595575926918,0.103595575926918,-0.09225656326443993,0,0,1.073204335162984e-08,293.15,1.03595575926918e-07,-0.09225656326443993,0.002146408670325968,0.2,-0.02071921878095953,0.02071911518538361,1,1,0.103595575926918,-0.103595575926918,0,0.103595575926918,0.0715373444834804,0.0715373444834804,0.103595575926918,-0.103595575926918,-1.03595575926918e-07,0.103595575926918,0,-0.103595575926918,0.0715373444834804,0.103595575926918,-0.02071921878095953,0.103595575926918,0.103595575926918,-0.103595575926918,0.103595575926918,-1.03595575926918e-07,1
48.45,0.08599314727009222,0.08886190683315094,0.08886190683315094,-0.1037656174986292,0,0,7.896438486023597e-09,293.15,8.886190683315093e-08,-0.1037656174986292,0.00157928769720472,0.2,-0.01777247022853702,0.01777238136663019,1,1,0.08886190683315094,-0.08886190683315094,0,0.08886190683315094,0.08599314727009222,0.08599314727009222,0.08886190683315094,-0.08886190683315094,-8.886190683315093e-08,0.08886190683315094,0,-0.08886190683315094,0.08599314727009222,0.08886190683315094,-0.01777247022853702,0.08886190683315094,0.08886190683315094,-0.08886190683315094,0.08886190683315094,-8.886190683315093e-08,1
48.6,0.09811915343966915,0.07259770494537636,0.07259770494537636,-0.1126387670264494,0,0,5.270426763335923e-09,293.15,7.259770494537636e-08,-0.1126387670264494,0.001054085352667185,0.2,-0.01451961358678022,0.01451954098907527,1,1,0.07259770494537636,-0.07259770494537636,0,0.07259770494537636,0.09811915343966915,0.09811915343966915,0.07259770494537636,-0.07259770494537636,-7.259770494537636e-08,0.07259770494537636,0,-0.07259770494537636,0.09811915343966915,0.07259770494537636,-0.01451961358678022,0.07259770494537636,0.07259770494537636,-0.07259770494537636,0.07259770494537636,-7.259770494537636e-08,1
48.75,0.1077159557085676,0.05520804334109237,0.05520804334109237,-0.1187576195848294,0,0,3.047928049551934e-09,293.15,5.520804334109237e-08,-0.1187576195848294,0.0006095856099103868,0.2,-0.01104166387626182,0.01104160866821847,1,1,0.05520804334109237,-0.05520804334109237,0,0.05520804334109237,0.1077159557085676,0.1077159557085676,0.05520804334109237,-0.05520804334109237,-5.520804334109237e-08,0.05520804334109237,0,-0.05520804334109237,0.1077159557085676,0.05520804334109237,-0.01104166387626182,0.05520804334109237,0.05520804334109237,-0.05520804334109237,0.05520804334109237,-5.520804334109237e-08,1
48.9,0.114645974655276,0.03711091783017157,0.03711091783017157,-0.1220681953322281,0,0,1.377220222197746e-09,293.15,3.711091783017157e-08,-0.1220681953322281,0.0002754440444395493,0.2,-0.007422220676952145,0.007422183566034315,1,1,0.03711091783017157,-0.03711091783017157,0,0.03711091783017157,0.114645974655276,0.114645974655276,0.03711091783017157,-0.03711091783017157,-3.711091783017157e-08,0.03711091783017157,0,-0.03711091783017157,0.114645974655276,0.03711091783017157,-0.007422220676952145,0.03711091783017157,0.03711091783017157,-0.03711091783017157,0.03711091783017157,-3.711091783017157e-08,1
49.05,0.118834713902859,0.01872762402425234,0.01872762402425234,-0.1225802574353335,0,0,3.507239015937533e-10,293.15,1.872762402425234e-08,-0.1225802574353335,7.014478031875067e-05,0.2,-0.003745543532474492,0.003745524804850468,1,1,0.01872762402425234,-0.01872762402425234,0,0.01872762402425234,0.118834713902859,0.118834713902859,0.01872762402425234,-0.01872762402425234,-1.872762402425234e-08,0.01872762402425234,0,-0.01872762402425234,0.118834713902859,0.01872762402425234,-0.003745543532474492,0.01872762402425234,0.01872762402425234,-0.01872762402425234,0.01872762402425234,-1.872762402425234e-08,1
49.2,0.1202705275421946,0.0004733347164529362,0.0004733347164529362,-0.1203651949588199,0,0,2.240457537995815e-13,293.15,4.733347164529362e-10,-0.1203651949588199,4.480915075991631e-08,0.2,-9.466741662530369e-05,9.466694329058725e-05,1,1,0.0004733347164529362,-0.0004733347164529362,0,0.0004733347164529362,0.1202705275421946,0.1202705275421946,0.0004733347164529362,-0.0004733347164529362,-4.733347164529362e-10,0.0004733347164529362,0,-0.0004733347164529362,0.1202705275421946,0.0004733347164529362,-9.466741662530369e-05,0.0004733347164529362,0.0004733347164529362,-0.0004733347164529362,0.0004733347164529362,-4.733347164529362e-10,1
49.35,0.1190030039725511,-0.01725189696079908,-0.01725189696079908,-0.1155526073284943,0,0,2.976279487460286e-10,293.15,-1.725189696079908e-08,-0.1155526073284943,5.952558974920573e-05,0.2,0.003450396644056778,-0.003450379392159817,1,1,-0.01725189696079908,0.01725189696079908,0,-0.01725189696079908,0.1190030039725511,0.1190030039725511,-0.01725189696079908,0.01725189696079908,1.725189696079908e-08,-0.01725189696079908,0,0.01725189696079908,0.1190030039725511,-0.01725189696079908,0.003450396644056778,-0.01725189696079908,-0.01725189696079908,0.01725189696079908,-0.01725189696079908,1.725189696079908e-08,1
49.5,0.1151400969384655,-0.03407155534852478,-0.03407155534852478,-0.1083257517972052,0,0,1.160870883867588e-09,293.15,-3.407155534852478e-08,-0.1083257517972052,0.0002321741767735176,0.2,0.006814345141260306,-0.006814311069704957,1,1,-0.03407155534852478,0.03407155534852478,0,-0.03407155534852478,0.1151400969384655,0.1151400969384655,-0.03407155534852478,0.03407155534852478,3.407155534852478e-08,-0.03407155534852478,0,0.03407155534852478,0.1151400969384655,-0.03407155534852478,0.006814345141260306,-0.03407155534852478,-0.03407155534852478,0.03407155534852478,-0.03407155534852478,3.407155534852478e-08,1
49.65,0.1088439749736007,-0.04964028072598665,-0.04964028072598665,-0.09891586918812259,0,0,2.464157470554762e-09,293.15,-4.964028072598665e-08,-0.09891586918812259,0.0004928314941109525,0.2,0.009928105785478057,-0.009928056145197331,1,1,-0.04964028072598665,0.04964028072598665,0,-0.04964028072598665,0.1088439749736007,0.1088439749736007,-0.04964028072598665,0.04964028072598665,4.964028072598665e-08,-0.04964028072598665,0,0.04964028072598665,0.1088439749736007,-0.04964028072598665,0.009928105785478057,-0.04964028072598665,-0.04964028072598665,0.04964028072598665,-0.04964028072598665,4.964028072598665e-08,1
49.8,0.1003258507368591,-0.06365059856117963,-0.06365059856117963,-0.08759566737402461,0,0,4.051398697196442e-09,293.15,-6.365059856117963e-08,-0.08759566737402461,0.0008102797394392887,0.2,0.01273018336283449,-0.01273011971223593,1,1,-0.06365059856117963,0.06365059856117963,0,-0.06365059856117963,0.1003258507368591,0.1003258507368591,-0.06365059856117963,0.06365059856117963,6.365059856117963e-08,-0.06365059856117963,0,0.06365059856117963,0.1003258507368591,-0.06365059856117963,0.01273018336283449,-0.06365059856117963,-0.06365059856117963,0.06365059856117963,-0.06365059856117963,6.365059856117963e-08,1
49.95,0.08983986051258172,-0.0758386087959366,-0.0758386087959366,-0.07467206291478561,0,0,5.751494584103111e-09,293.15,-7.583860879593659e-08,-0.07467206291478561,0.001150298916820622,0.2,0.01516779759779611,-0.01516772175918732,1,1,-0.0758386087959366,0.0758386087959366,0,-0.0758386087959366,0.08983986051258172,0.08983986051258172,-0.0758386087959366,0.0758386087959366,7.583860879593659e-08,-0.0758386087959366,0,0.0758386087959366,0.08983986051258172,-0.0758386087959366,0.01516779759779611,-0.0758386087959366,-0.0758386087959366,0.0758386087959366,-0.0758386087959366,7.583860879593659e-08,1
50.1,0.07767615440075437,-0.08598851035229062,-0.08598851035229062,-0.0604783663417859,0,0,7.39402391260599e-09,293.15,-8.598851035229061e-08,-0.0604783663417859,0.001478804782521198,0.2,0.01719778805896848,-0.01719770207045812,1,1,-0.08598851035229062,0.08598851035229062,0,-0.08598851035229062,0.07767615440075437,0.07767615440075437,-0.08598851035229062,0.08598851035229062,8.598851035229061e-08,-0.08598851035229062,0,0.08598851035229062,0.07767615440075437,-0.08598851035229062,0.01719778805896848,-0.08598851035229062,-0.08598851035229062,0.08598851035229062,-0.08598851035229062,8.598851035229061e-08,1
50.25,0.06415343682255813,-0.09393599193403812,-0.09393599193403812,-0.04536614449975857,0,0,8.823970580631674e-09,293.15,-9.393599193403812e-08,-0.04536614449975857,0.001764794116126335,0.2,0.01878729232279956,-0.01878719838680763,1,1,-0.09393599193403812,0.09393599193403812,0,-0.09393599193403812,0.06415343682255813,0.06415343682255813,-0.09393599193403812,0.09393599193403812,9.393599193403812e-08,-0.09393599193403812,0,0.09393599193403812,0.06415343682255813,-0.09393599193403812,0.01878729232279956,-0.09393599193403812,-0.09393599193403812,0.09393599193403812,-0.09393599193403812,9.393599193403812e-08,1
50.4,0.04961105380982106,-0.09957031556469773,-0.09957031556469773,-0.02969689112656595,0,0,9.914247741653485e-09,293.15,-9.957031556469772e-08,-0.02969689112656595,0.001982849548330697,0.2,0.01991416268325511,-0.01991406311293955,1,1,-0.09957031556469773,0.09957031556469773,0,-0.09957031556469773,0.04961105380982106,0.04961105380982106,-0.09957031556469773,0.09957031556469773,9.957031556469772e-08,-0.09957031556469773,0,0.09957031556469773,0.04961105380982106,-0.09957031556469773,0.01991416268325511,-0.09957031556469773,-0.09957031556469773,0.09957031556469773,-0.09957031556469773,9.957031556469772e-08,1
50.55,0.03440088124329527,-0.1028351886957013,-0.1028351886957013,-0.01383374066896631,0,0,1.057507603408049e-08,293.15,-1.028351886957013e-07,-0.01383374066896631,0.002115015206816098,0.2,0.02056714057432895,-0.02056703773914026,1,1,-0.1028351886957013,0.1028351886957013,0,-0.1028351886957013,0.03440088124329527,0.03440088124329527,-0.1028351886957013,0.1028351886957013,1.028351886957013e-07,-0.1028351886957013,0,0.1028351886957013,0.03440088124329527,-0.1028351886957013,0.02056714057432895,-0.1028351886957013,-0.1028351886957013,0.1028351886957013,-0.1028351886957013,1.028351886957013e-07,1
50.7,0.01887916963738077,-0.1037284205397304,-0.1037284205397304,0.001866618198985856,0,0,1.075958522766717e-08,293.15,-1.037284205397304e-07,0.001866618198985856,0.002151917045533434,0.2,0.02074578783636662,-0.02074568410794608,1,1,-0.1037284205397304,0.1037284205397304,0,-0.1037284205397304,0.01887916963738077,0.01887916963738077,-0.1037284205397304,0.1037284205397304,1.037284205397304e-07,-0.1037284205397304,0,0.1037284205397304,0.01887916963738077,-0.1037284205397304,0.02074578783636662,-0.1037284205397304,-0.1037284205397304,0.1037284205397304,-0.1037284205397304,1.037284205397304e-07,1
50.85,0.0033985348714845,-0.1023003335220354,-0.1023003335220354,0.01706163413325611,0,0,1.046535823871968e-08,293.15,-1.023003335220354e-07,0.01706163413325611,0.002093071647743937,0.2,0.02046016900474061,-0.02046006670440709,1,1,-0.1023003335220354,0.1023003335220354,0,-0.1023003335220354,0.0033985348714845,0.0033985348714845,-0.1023003335220354,0.1023003335220354,1.023003335220354e-07,-0.1023003335220354,0,0.1023003335220354,0.0033985348714845,-0.1023003335220354,0.02046016900474061,-0.1023003335220354,-0.1023003335220354,0.1023003335220354,-0.1023003335220354,1.023003335220354e-07,1
51,-0.01169974148512796,-0.09865114013676,-0.09865114013676,0.0314300681636201,0,0,9.732047450282661e-09,293.15,-9.865114013676e-08,0.0314300681636201,0.001946409490056532,0.2,0.01973032667849214,-0.019730228027352,1,1,-0.09865114013676,0.09865114013676,0,-0.09865114013676,-0.01169974148512796,-0.01169974148512796,-0.09865114013676,0.09865114013676,9.865114013676e-08,-0.09865114013676,0,0.09865114013676,-0.01169974148512796,-0.09865114013676,0.01973032667849214,-0.09865114013676,-0.09865114013676,0.09865114013676,-0.09865114013676,9.865114013676e-08,1
51.15,-0.02609292404444116,-0.09292722444888164,-0.09292722444888164,0.04467846186144193,0,0,8.635469043772826e-09,293.15,-9.292722444888164e-08,0.04467846186144193,0.001727093808754565,0.2,0.01858553781700078,-0.01858544488977633,1,1,-0.09292722444888164,0.09292722444888164,0,-0.09292722444888164,-0.02609292404444116,-0.02609292404444116,-0.09292722444888164,0.09292722444888164,9.292722444888164e-08,-0.09292722444888164,0,0.09292722444888164,-0.02609292404444116,-0.09292722444888164,0.01858553781700078,-0.09292722444888164,-0.09292722444888164,0.09292722444888164,-0.09292722444888164,9.292722444888164e-08,1
51.3,-0.03948340985955338,-0.08531653838120055,-0.08531653838120055,0.05654680285233188,0,0,7.278911721350867e-09,293.15,-8.531653838120055e-08,0.05654680285233188,0.001455782344270174,0.2,0.01706339299277849,-0.01706330767624011,1,1,-0.08531653838120055,0.08531653838120055,0,-0.08531653838120055,-0.03948340985955338,-0.03948340985955338,-0.08531653838120055,0.08531653838120055,8.531653838120055e-08,-0.08531653838120055,0,0.08531653838120055,-0.03948340985955338,-0.08531653838120055,0.01706339299277849,-0.08531653838120055,-0.08531653838120055,0.08531653838120055,-0.08531653838120055,8.531653838120055e-08,1
51.45,-0.05160458670952179,-0.07604323458200703,-0.07604323458200703,0.06681330966915777,0,0,5.782573525694149e-09,293.15,-7.604323458200702e-08,0.06681330966915777,0.00115651470513883,0.2,0.01520872295963599,-0.01520864691640141,1,1,-0.07604323458200703,0.07604323458200703,0,-0.07604323458200703,-0.05160458670952179,-0.05160458670952179,-0.07604323458200703,0.07604323458200703,7.604323458200702e-08,-0.07604323458200703,0,0.07604323458200703,-0.05160458670952179,-0.07604323458200703,0.01520872295963599,-0.07604323458200703,-0.07604323458200703,0.07604323458200703,-0.07604323458200703,7.604323458200702e-08,1
51.6,-0.06222579340876533,-0.06536161450908141,-0.06536161450908141,0.07529818167219612,0,0,4.272140651233763e-09,293.15,-6.536161450908142e-08,0.07529818167219612,0.0008544281302467525,0.2,0.01307238826343079,-0.01307232290181628,1,1,-0.06536161450908141,0.06536161450908141,0,-0.06536161450908141,-0.06222579340876533,-0.06222579340876533,-0.06536161450908141,0.06536161450908141,6.536161450908142e-08,-0.06536161450908141,0,0.06536161450908141,-0.06222579340876533,-0.06536161450908141,0.01307238826343079,-0.06536161450908141,-0.06536161450908141,0.06536161450908141,-0.06536161450908141,6.536161450908142e-08,1
51.75,-0.07115637860613996,-0.05354962646732736,-0.05354962646732736,0.0818663574492319,0,0,2.867562494790287e-09,293.15,-5.354962646732736e-08,0.0818663574492319,0.0005735124989580575,0.2,0.01070997884309194,-0.01070992529346547,1,1,-0.05354962646732736,0.05354962646732736,0,-0.05354962646732736,-0.07115637860613996,-0.07115637860613996,-0.05354962646732736,0.05354962646732736,5.354962646732736e-08,-0.05354962646732736,0,0.05354962646732736,-0.07115637860613996,-0.05354962646732736,0.01070997884309194,-0.05354962646732736,-0.05354962646732736,0.05354962646732736,-0.05354962646732736,5.354962646732736e-08,1
51.9,-0.07824873320816947,-0.04090201201164247,-0.04090201201164247,0.08642917651250998,0,0,1.672974586600544e-09,293.15,-4.090201201164246e-08,0.08642917651250998,0.0003345949173201089,0.2,0.008180443304340505,-0.008180402402328493,1,1,-0.04090201201164247,0.04090201201164247,0,-0.04090201201164247,-0.07824873320816947,-0.07824873320816947,-0.04090201201164247,0.04090201201164247,4.090201201164246e-08,-0.04090201201164247,0,0.04090201201164247,-0.07824873320816947,-0.04090201201164247,0.008180443304340505,-0.04090201201164247,-0.04090201201164247,0.04090201201164247,-0.04090201201164247,4.090201201164246e-08,1
52.05,-0.0834002660603924,-0.02772328671737443,-0.02772328671737443,0.088944951127154,0,0,7.685806264137493e-10,293.15,-2.772328671737443e-08,0.088944951127154,0.0001537161252827499,0.2,0.005544685066761603,-0.005544657343474885,1,1,-0.02772328671737443,0.02772328671737443,0,-0.02772328671737443,-0.0834002660603924,-0.0834002660603924,-0.02772328671737443,0.02772328671737443,2.772328671737443e-08,-0.02772328671737443,0,0.02772328671737443,-0.0834002660603924,-0.02772328671737443,0.005544685066761603,-0.02772328671737443,-0.02772328671737443,0.02772328671737443,-0.02772328671737443,2.772328671737443e-08,1
52.2,-0.08655437489644344,-0.01432071771700323,-0.01432071771700323,0.0894185327605618,0,0,2.050829559300902e-10,293.15,-1.432071771700323e-08,0.0894185327605618,4.101659118601804e-05,0.2,0.002864157864118363,-0.002864143543400646,1,1,-0.01432071771700323,0.01432071771700323,0,-0.01432071771700323,-0.08655437489644344,-0.08655437489644344,-0.01432071771700323,0.01432071771700323,1.432071771700323e-08,-0.01432071771700323,0,0.01432071771700323,-0.08655437489644344,-0.01432071771700323,0.002864157864118363,-0.01432071771700323,-0.01432071771700323,0.01432071771700323,-0.01432071771700323,1.432071771700323e-08,1
52.35,-0.08770031078666776,-0.0009974426968410942,-0.0009974426968410942,0.08789980032347867,0,0,9.948919334816351e-13,293.15,-9.974426968410943e-10,0.08789980032347867,1.98978386696327e-07,0.2,0.0001994895368109157,-0.0001994885393682189,1,1,-0.0009974426968410942,0.0009974426968410942,0,-0.0009974426968410942,-0.08770031078666776,-0.08770031078666776,-0.0009974426968410942,0.0009974426968410942,9.974426968410943e-10,-0.0009974426968410942,0,0.0009974426968410942,-0.08770031078666776,-0.0009974426968410942,0.0001994895368109157,-0.0009974426968410942,-0.0009974426968410942,0.0009974426968410942,-0.0009974426968410942,9.974426968410943e-10,1
52.5,-0.08687207229694745,0.01195411368458827,0.01195411368458827,0.08448123760591611,0,0,1.429008339840606e-10,293.15,1.195411368458827e-08,0.08448123760591611,2.858016679681212e-05,0.2,-0.002390834691031339,0.002390822736917654,1,1,0.01195411368458827,-0.01195411368458827,0,0.01195411368458827,-0.08687207229694745,-0.08687207229694745,0.01195411368458827,-0.01195411368458827,-1.195411368458827e-08,0.01195411368458827,0,-0.01195411368458827,-0.08687207229694745,0.01195411368458827,-0.002390834691031339,0.01195411368458827,0.01195411368458827,-0.01195411368458827,0.01195411368458827,-1.195411368458827e-08,1
52.65,-0.08414633932396598,0.02425839825251112,0.02425839825251112,0.0792946354150655,0,0,5.884698857774345e-10,293.15,2.425839825251112e-08,0.0792946354150655,0.0001176939771554869,0.2,-0.004851703908900477,0.004851679650502224,1,1,0.02425839825251112,-0.02425839825251112,0,0.02425839825251112,-0.08414633932396598,-0.08414633932396598,0.02425839825251112,-0.02425839825251112,-2.425839825251112e-08,0.02425839825251112,0,-0.02425839825251112,-0.08414633932396598,0.02425839825251112,-0.004851703908900477,0.02425839825251112,0.02425839825251112,-0.02425839825251112,0.02425839825251112,-2.425839825251112e-08,1
52.8,-0.07963949066191056,0.03566231313912604,0.03566231313912604,0.07250699237177222,0,0,1.271800578433082e-09,293.15,3.566231313912604e-08,0.07250699237177222,0.0002543601156866163,0.2,-0.007132498290138347,0.007132462627825208,1,1,0.03566231313912604,-0.03566231313912604,0,0.03566231313912604,-0.07963949066191056,-0.07963949066191056,0.03566231313912604,-0.03566231313912604,-3.566231313912604e-08,0.03566231313912604,0,-0.03566231313912604,-0.07963949066191056,0.03566231313912604,-0.007132498290138347,0.03566231313912604,0.03566231313912604,-0.03566231313912604,0.03566231313912604,-3.566231313912604e-08,1
52.95,-0.07350388587301272,0.04594017143913035,0.04594017143913035,0.06431580564501521,0,0,2.110499351856688e-09,293.15,4.594017143913035e-08,0.06431580564501521,0.0004220998703713377,0.2,-0.009188080227997511,0.009188034287826071,1,1,0.04594017143913035,-0.04594017143913035,0,0.04594017143913035,-0.07350388587301272,-0.07350388587301272,0.04594017143913035,-0.04594017143913035,-4.594017143913035e-08,0.04594017143913035,0,-0.04594017143913035,-0.07350388587301272,0.04594017143913035,-0.009188080227997511,0.04594017143913035,0.04594017143913035,-0.04594017143913035,0.04594017143913035,-4.594017143913035e-08,1
53.1,-0.06592340995210268,0.05489786563850905,0.05489786563850905,0.05494378192653523,0,0,3.013775651663792e-09,293.15,5.489786563850905e-08,0.05494378192653523,0.0006027551303327585,0.2,-0.01097962802556745,0.01097957312770181,1,1,0.05489786563850905,-0.05489786563850905,0,0.05489786563850905,-0.06592340995210268,-0.06592340995210268,0.05489786563850905,-0.05489786563850905,-5.489786563850905e-08,0.05489786563850905,0,-0.05489786563850905,-0.06592340995210268,0.05489786563850905,-0.01097962802556745,0.05489786563850905,0.05489786563850905,-0.05489786563850905,0.05489786563850905,-5.489786563850905e-08,1
