"time","plant.h1","plant.h2","der(plant.h1)","der(plant.h2)","controller.activeWaitDuration","controller.waitElapsed","controller_state_id","shutSchedule.combiTimeTable.y[1]","startSchedule.combiTimeTable.y[1]","stopSchedule.combiTimeTable.y[1]","time_s","u1Real.y","u2Real.y","u3Real.y","valve1_open_cmd","valve2_open_cmd","valve3_open_cmd","wait_remaining_s","controller.storedWaitRemaining","controller.tEnter","controller.mode","controller.resumeMode","controller.shutButton","controller.shutPulse","controller.startButton","controller.startPulse","controller.stopButton","controller.stopPulse","controller.valve1","controller.valve2","controller.valve3","controller.controller_state_id","controller.level1","controller.level2","controller.wait_remaining_s","plant.tank1_level_m","plant.tank2_level_m","plant.u1","plant.u2","plant.u3","shutSchedule.realToBoolean.u","startSchedule.realToBoolean.u","stopSchedule.realToBoolean.u","tank1_level_m","tank2_level_m","valve1CmdReal.y","valve2CmdReal.y","valve3CmdReal.y","shutSchedule.realToBoolean.y","shutSchedule.y","startSchedule.realToBoolean.y","startSchedule.y","stopSchedule.realToBoolean.y","stopSchedule.y","u1Real.u","u2Real.u","u3Real.u","valve1CmdReal.u","valve2CmdReal.u","valve3CmdReal.u"
260.1,0.6500000002475275,0.1785714285135633,0,0,0,40.09999997789785,7,0,0,0,260.1,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0.6500000002475275,0.1785714285135633,0,0,0,40.99999997789783,7,0,0,0,261,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261.9,0.6500000002475275,0.1785714285135633,0,0,0,41.89999997789781,7,0,0,0,261.9,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262.8,0.6500000002475275,0.1785714285135633,0,0,0,42.79999997789784,7,0,0,0,262.8,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263.7,0.6500000002475275,0.1785714285135633,0,0,0,43.69999997789782,7,0,0,0,263.7,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264.6,0.6500000002475275,0.1785714285135633,0,0,0,44.59999997789785,7,0,0,0,264.6,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265.5,0.6500000002475275,0.1785714285135633,0,0,0,45.49999997789783,7,0,0,0,265.5,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266.4,0.6500000002475275,0.1785714285135633,0,0,0,46.39999997789781,7,0,0,0,266.4,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267.3,0.6500000002475275,0.1785714285135633,0,0,0,47.29999997789784,7,0,0,0,267.3,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268.2,0.6500000002475275,0.1785714285135633,0,0,0,48.19999997789782,7,0,0,0,268.2,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269.1,0.6500000002475275,0.1785714285135633,0,0,0,49.09999997789785,7,0,0,0,269.1,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0.6500000002475275,0.1785714285135633,0,0,0,49.99999997789783,7,0,0,0,270,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270.9,0.6500000002475275,0.1785714285135633,0,0,0,50.89999997789781,7,0,0,0,270.9,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271.8,0.6500000002475275,0.1785714285135633,0,0,0,51.79999997789784,7,0,0,0,271.8,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272.7,0.6500000002475275,0.1785714285135633,0,0,0,52.69999997789782,7,0,0,0,272.7,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273.6,0.6500000002475275,0.1785714285135633,0,0,0,53.59999997789785,7,0,0,0,273.6,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274.5,0.6500000002475275,0.1785714285135633,0,0,0,54.49999997789783,7,0,0,0,274.5,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275.4,0.6500000002475275,0.1785714285135633,0,0,0,55.39999997789781,7,0,0,0,275.4,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276.3,0.6500000002475275,0.1785714285135633,0,0,0,56.29999997789784,7,0,0,0,276.3,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277.2,0.6500000002475275,0.1785714285135633,0,0,0,57.19999997789782,7,0,0,0,277.2,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278.1,0.6500000002475275,0.1785714285135633,0,0,0,58.09999997789785,7,0,0,0,278.1,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,0.6500000002475275,0.1785714285135633,0,0,0,58.99999997789783,7,0,0,0,279,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279.9,0.6500000002475275,0.1785714285135633,0,0,0,59.89999997789781,7,0,0,0,279.9,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280.0000000281032,0.6500000002475275,0.1785714285135633,0,0,0,60.00000000600099,7,0,0,0,280.0000000281032,0,0,0,0,0,0,0,0,220.0000000221022,8,4,0,0,0,0,0,0,0,0,0,7,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0.6500000002475275,0.1785714285135633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280.0000000281032,0.6500000002475275,0.1785714285135633,-0.00375,0.003214285714285714,0,0,3,0,1,0,280.0000000281032,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,1,0,0,0,0,1,0,3,0.6500000002475275,0.1785714285135633,0,0.6500000002475275,0.1785714285135633,0,1,0,0,1,0,0.6500000002475275,0.1785714285135633,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
280.2000000281217,0.6492500002474578,0.1792142856564801,-0.00375,0.003214285714285714,0,0.2000000000185764,3,0,1,0,280.2000000281217,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,1,0,0,0,0,1,0,3,0.6492500002474578,0.1792142856564801,0,0.6492500002474578,0.1792142856564801,0,1,0,0,1,0,0.6492500002474578,0.1792142856564801,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
280.2000000281217,0.6492500002474578,0.1792142856564801,-0.00375,0.003214285714285714,0,0.2000000000185764,3,0,0,0,280.2000000281217,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6492500002474578,0.1792142856564801,0,0.6492500002474578,0.1792142856564801,0,1,0,0,0,0,0.6492500002474578,0.1792142856564801,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
280.8,0.6470000003529144,0.1811428569946602,-0.00375,0.003214285714285714,0,0.7999999718968525,3,0,0,0,280.8,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6470000003529144,0.1811428569946602,0,0.6470000003529144,0.1811428569946602,0,1,0,0,0,0,0.6470000003529144,0.1811428569946602,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
281.7,0.6436250003529145,0.1840357141375173,-0.00375,0.003214285714285714,0,1.69999997189683,3,0,0,0,281.7,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6436250003529145,0.1840357141375173,0,0.6436250003529145,0.1840357141375173,0,1,0,0,0,0,0.6436250003529145,0.1840357141375173,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
282.6,0.6402500003529144,0.1869285712803745,-0.00375,0.003214285714285714,0,2.599999971896864,3,0,0,0,282.6,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6402500003529144,0.1869285712803745,0,0.6402500003529144,0.1869285712803745,0,1,0,0,0,0,0.6402500003529144,0.1869285712803745,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
283.5,0.6368750003529143,0.1898214284232317,-0.00375,0.003214285714285714,0,3.499999971896841,3,0,0,0,283.5,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6368750003529143,0.1898214284232317,0,0.6368750003529143,0.1898214284232317,0,1,0,0,0,0,0.6368750003529143,0.1898214284232317,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
284.4,0.6335000003529144,0.1927142855660887,-0.00375,0.003214285714285714,0,4.399999971896818,3,0,0,0,284.4,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6335000003529144,0.1927142855660887,0,0.6335000003529144,0.1927142855660887,0,1,0,0,0,0,0.6335000003529144,0.1927142855660887,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
285.3,0.6301250003529143,0.195607142708946,-0.00375,0.003214285714285714,0,5.299999971896852,3,0,0,0,285.3,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6301250003529143,0.195607142708946,0,0.6301250003529143,0.195607142708946,0,1,0,0,0,0,0.6301250003529143,0.195607142708946,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
286.2,0.6267500003529144,0.1984999998518031,-0.00375,0.003214285714285714,0,6.19999997189683,3,0,0,0,286.2,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6267500003529144,0.1984999998518031,0,0.6267500003529144,0.1984999998518031,0,1,0,0,0,0,0.6267500003529144,0.1984999998518031,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
287.1,0.6233750003529143,0.2013928569946603,-0.00375,0.003214285714285714,0,7.099999971896864,3,0,0,0,287.1,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6233750003529143,0.2013928569946603,0,0.6233750003529143,0.2013928569946603,0,1,0,0,0,0,0.6233750003529143,0.2013928569946603,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
288,0.6200000003529144,0.2042857141375173,-0.00375,0.003214285714285714,0,7.999999971896841,3,0,0,0,288,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6200000003529144,0.2042857141375173,0,0.6200000003529144,0.2042857141375173,0,1,0,0,0,0,0.6200000003529144,0.2042857141375173,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
288.9,0.6166250003529145,0.2071785712803744,-0.00375,0.003214285714285714,0,8.899999971896818,3,0,0,0,288.9,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6166250003529145,0.2071785712803744,0,0.6166250003529145,0.2071785712803744,0,1,0,0,0,0,0.6166250003529145,0.2071785712803744,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
289.8,0.6132500003529143,0.2100714284232317,-0.00375,0.003214285714285714,0,9.799999971896852,3,0,0,0,289.8,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6132500003529143,0.2100714284232317,0,0.6132500003529143,0.2100714284232317,0,1,0,0,0,0,0.6132500003529143,0.2100714284232317,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
290.7,0.6098750003529144,0.2129642855660887,-0.00375,0.003214285714285714,0,10.69999997189683,3,0,0,0,290.7,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6098750003529144,0.2129642855660887,0,0.6098750003529144,0.2129642855660887,0,1,0,0,0,0,0.6098750003529144,0.2129642855660887,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
291.6,0.6065000003529143,0.215857142708946,-0.00375,0.003214285714285714,0,11.59999997189686,3,0,0,0,291.6,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6065000003529143,0.215857142708946,0,0.6065000003529143,0.215857142708946,0,1,0,0,0,0,0.6065000003529143,0.215857142708946,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
292.5,0.6031250003529144,0.218749999851803,-0.00375,0.003214285714285714,0,12.49999997189684,3,0,0,0,292.5,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.6031250003529144,0.218749999851803,0,0.6031250003529144,0.218749999851803,0,1,0,0,0,0,0.6031250003529144,0.218749999851803,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
293.4,0.5997500003529145,0.2216428569946602,-0.00375,0.003214285714285714,0,13.39999997189682,3,0,0,0,293.4,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5997500003529145,0.2216428569946602,0,0.5997500003529145,0.2216428569946602,0,1,0,0,0,0,0.5997500003529145,0.2216428569946602,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
294.3,0.5963750003529144,0.2245357141375175,-0.00375,0.003214285714285714,0,14.29999997189685,3,0,0,0,294.3,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5963750003529144,0.2245357141375175,0,0.5963750003529144,0.2245357141375175,0,1,0,0,0,0,0.5963750003529144,0.2245357141375175,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
295.2,0.5930000003529144,0.2274285712803745,-0.00375,0.003214285714285714,0,15.19999997189683,3,0,0,0,295.2,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5930000003529144,0.2274285712803745,0,0.5930000003529144,0.2274285712803745,0,1,0,0,0,0,0.5930000003529144,0.2274285712803745,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
296.1,0.5896250003529143,0.2303214284232318,-0.00375,0.003214285714285714,0,16.09999997189686,3,0,0,0,296.1,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5896250003529143,0.2303214284232318,0,0.5896250003529143,0.2303214284232318,0,1,0,0,0,0,0.5896250003529143,0.2303214284232318,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
297,0.5862500003529144,0.2332142855660889,-0.00375,0.003214285714285714,0,16.99999997189684,3,0,0,0,297,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5862500003529144,0.2332142855660889,0,0.5862500003529144,0.2332142855660889,0,1,0,0,0,0,0.5862500003529144,0.2332142855660889,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
297.9,0.5828750003529144,0.2361071427089459,-0.00375,0.003214285714285714,0,17.89999997189682,3,0,0,0,297.9,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5828750003529144,0.2361071427089459,0,0.5828750003529144,0.2361071427089459,0,1,0,0,0,0,0.5828750003529144,0.2361071427089459,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
298.8,0.5795000003529143,0.2389999998518032,-0.00375,0.003214285714285714,0,18.79999997189685,3,0,0,0,298.8,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5795000003529143,0.2389999998518032,0,0.5795000003529143,0.2389999998518032,0,1,0,0,0,0,0.5795000003529143,0.2389999998518032,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
299.7,0.5761250003529144,0.2418928569946602,-0.00375,0.003214285714285714,0,19.69999997189683,3,0,0,0,299.7,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5761250003529144,0.2418928569946602,0,0.5761250003529144,0.2418928569946602,0,1,0,0,0,0,0.5761250003529144,0.2418928569946602,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
300.6,0.5727500003529142,0.2447857141375175,-0.00375,0.003214285714285714,0,20.59999997189686,3,0,0,0,300.6,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5727500003529142,0.2447857141375175,0,0.5727500003529142,0.2447857141375175,0,1,0,0,0,0,0.5727500003529142,0.2447857141375175,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
301.5,0.5693750003529143,0.2476785712803746,-0.00375,0.003214285714285714,0,21.49999997189684,3,0,0,0,301.5,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5693750003529143,0.2476785712803746,0,0.5693750003529143,0.2476785712803746,0,1,0,0,0,0,0.5693750003529143,0.2476785712803746,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
302.4,0.5660000003529144,0.2505714284232317,-0.00375,0.003214285714285714,0,22.39999997189682,3,0,0,0,302.4,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5660000003529144,0.2505714284232317,0,0.5660000003529144,0.2505714284232317,0,1,0,0,0,0,0.5660000003529144,0.2505714284232317,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
303.3,0.5626250003529143,0.2534642855660889,-0.00375,0.003214285714285714,0,23.29999997189685,3,0,0,0,303.3,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5626250003529143,0.2534642855660889,0,0.5626250003529143,0.2534642855660889,0,1,0,0,0,0,0.5626250003529143,0.2534642855660889,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
304.2,0.5592500003529144,0.2563571427089459,-0.00375,0.003214285714285714,0,24.19999997189683,3,0,0,0,304.2,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5592500003529144,0.2563571427089459,0,0.5592500003529144,0.2563571427089459,0,1,0,0,0,0,0.5592500003529144,0.2563571427089459,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
305.1,0.5558750003529143,0.2592499998518032,-0.00375,0.003214285714285714,0,25.09999997189686,3,0,0,0,305.1,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5558750003529143,0.2592499998518032,0,0.5558750003529143,0.2592499998518032,0,1,0,0,0,0,0.5558750003529143,0.2592499998518032,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
306,0.5525000003529144,0.2621428569946603,-0.00375,0.003214285714285714,0,25.99999997189684,3,0,0,0,306,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5525000003529144,0.2621428569946603,0,0.5525000003529144,0.2621428569946603,0,1,0,0,0,0,0.5525000003529144,0.2621428569946603,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
306.9,0.5491250003529144,0.2650357141375173,-0.00375,0.003214285714285714,0,26.89999997189682,3,0,0,0,306.9,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5491250003529144,0.2650357141375173,0,0.5491250003529144,0.2650357141375173,0,1,0,0,0,0,0.5491250003529144,0.2650357141375173,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
307.8,0.5457500003529143,0.2679285712803745,-0.00375,0.003214285714285714,0,27.79999997189685,3,0,0,0,307.8,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5457500003529143,0.2679285712803745,0,0.5457500003529143,0.2679285712803745,0,1,0,0,0,0,0.5457500003529143,0.2679285712803745,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
308.7,0.5423750003529144,0.2708214284232316,-0.00375,0.003214285714285714,0,28.69999997189683,3,0,0,0,308.7,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5423750003529144,0.2708214284232316,0,0.5423750003529144,0.2708214284232316,0,1,0,0,0,0,0.5423750003529144,0.2708214284232316,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
309.6,0.5390000003529143,0.2737142855660888,-0.00375,0.003214285714285714,0,29.59999997189686,3,0,0,0,309.6,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5390000003529143,0.2737142855660888,0,0.5390000003529143,0.2737142855660888,0,1,0,0,0,0,0.5390000003529143,0.2737142855660888,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
310.5,0.5356250003529144,0.2766071427089459,-0.00375,0.003214285714285714,0,30.49999997189684,3,0,0,0,310.5,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5356250003529144,0.2766071427089459,0,0.5356250003529144,0.2766071427089459,0,1,0,0,0,0,0.5356250003529144,0.2766071427089459,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
311.4,0.5322500003529145,0.279499999851803,-0.00375,0.003214285714285714,0,31.39999997189682,3,0,0,0,311.4,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5322500003529145,0.279499999851803,0,0.5322500003529145,0.279499999851803,0,1,0,0,0,0,0.5322500003529145,0.279499999851803,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
312.3,0.5288750003529143,0.2823928569946603,-0.00375,0.003214285714285714,0,32.29999997189685,3,0,0,0,312.3,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5288750003529143,0.2823928569946603,0,0.5288750003529143,0.2823928569946603,0,1,0,0,0,0,0.5288750003529143,0.2823928569946603,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
313.2,0.5255000003529144,0.2852857141375173,-0.00375,0.003214285714285714,0,33.19999997189683,3,0,0,0,313.2,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5255000003529144,0.2852857141375173,0,0.5255000003529144,0.2852857141375173,0,1,0,0,0,0,0.5255000003529144,0.2852857141375173,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
314.1,0.5221250003529143,0.2881785712803746,-0.00375,0.003214285714285714,0,34.09999997189686,3,0,0,0,314.1,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5221250003529143,0.2881785712803746,0,0.5221250003529143,0.2881785712803746,0,1,0,0,0,0,0.5221250003529143,0.2881785712803746,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
315,0.5187500003529144,0.2910714284232316,-0.00375,0.003214285714285714,0,34.99999997189684,3,0,0,0,315,0,1,0,0,1,0,0,0,280.0000000281032,4,4,0,0,0,0,0,0,0,1,0,3,0.5187500003529144,0.2910714284232316,0,0.5187500003529144,0.2910714284232316,0,1,0,0,0,0,0.5187500003529144,0.2910714284232316,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
