time_s,I_rms_A,mmf_At,Phi_core_Wb,Phi_gap_Wb,Phi_leak_Wb,B_core_T,B_gap_T,H_core_A_m,H_gap_A_m,Vm_core_At,Vm_gap_At,U_exc_induced_V_rms,U_meas_induced_signed_V_rms,Phi_gap_over_Phi_core
0.135,0.175,105.00000000000001,4.59318489617445e-05,4.225730104480494e-05,3.67454791693956e-06,0.07349095833879118,0.06761168167168789,48.73520538407984,53803.66674402415,24.294499883963802,80.70550011603623,8.65794955584075,-0.6637761326144574,0.9199999999999999
0.14,0.2,120.00000000000003,5.249354167056515e-05,4.8294058336919946e-05,4.199483333645213e-06,0.08398966667290422,0.0772704933390719,55.69737758180554,61489.90485031333,27.76514272453006,92.23485727546999,9.89479949238943,-0.758601294416523,0.9200000000000002
0.145,0.225,134.99999999999994,5.905523437938576e-05,5.43308156290349e-05,4.724418750350861e-06,0.0944883750070172,0.08692930500645583,62.659549779531204,69176.14295660246,31.235785565096304,103.76421443490369,11.131649428938102,-0.8534264562185878,0.92
0.15,0.25,149.99999999999997,6.561692708820642e-05,6.036757292114991e-05,5.2493541670565136e-06,0.10498708334113024,0.09658811667383983,69.6217219772569,76862.38106289163,34.706428405662564,115.29357159433744,12.368499365486784,-0.9482516180206534,0.92
0.155,0.275,164.99999999999997,7.217861979702706e-05,6.640433021326489e-05,5.774289583762164e-06,0.11548579167524327,0.1062469283412238,76.58389417498259,84548.61916918078,38.17707124622882,126.82292875377117,13.60534930203546,-1.0430767798227187,0.92
0.16,0.3,180.0,7.874031250584772e-05,7.24410875053799e-05,6.299225000467818e-06,0.12598450000935632,0.11590574000860782,83.5460663727083,92234.85727546997,41.647714086795084,138.35228591320495,14.842199238584143,-1.1379019416247842,0.92
0.165,0.325,195.0,8.530200521466836e-05,7.847784479749489e-05,6.824160417173469e-06,0.13648320834346933,0.1255645516759918,90.50823857043399,99921.09538175912,45.11835692736134,149.8816430726387,16.07904917513282,-1.2327271034268494,0.92
0.17,0.35,210.00000000000003,9.1863697923489e-05,8.451460208960988e-05,7.34909583387912e-06,0.14698191667758237,0.13522336334337579,97.47041076815968,107607.3334880483,48.588999767927604,161.41100023207247,17.3158991116815,-1.327552265228915,0.9199999999999999
0.175,0.375,225.00000000000003,9.842539063230966e-05,9.055135938172488e-05,7.874031250584773e-06,0.1574806250116954,0.14488217501075978,104.43258296588539,115293.57159433747,52.05964260849387,172.9403573915062,18.55274904823018,-1.4223774270309804,0.9199999999999999
0.18,0.4,239.99999999999994,0.00010498708334113026,9.658811667383985e-05,8.398966667290422e-06,0.1679793333458084,0.15454098667814373,111.39475516361104,122979.8097006266,55.5302854490601,184.4697145509399,19.789598984778852,-1.5172025888330454,0.92
0.185,0.425,254.99999999999997,0.00011154877604995091,0.00010262487396595485,8.923902083996073e-06,0.17847804167992143,0.16419979834552773,118.35692736133674,130666.04780691577,59.000928289626366,195.99907171037367,21.026448921327532,-1.6120277506351108,0.92
0.19,0.45,270.0,0.00011811046875877156,0.00010866163125806985,9.448837500701725e-06,0.18897675001403447,0.17385861001291172,125.31909955906244,138352.28591320495,62.47157113019262,207.5284288698074,22.26329885787621,-1.7068529124371763,0.92
0.195,0.475,285.0,0.00012467216146759221,0.00011469838855018484,9.973772917407378e-06,0.1994754583481475,0.18351742168029572,132.28127175678813,146038.52401949413,65.94221397075889,219.05778602924119,23.50014879442489,-1.8016780742392418,0.92
0.2,0.5,300.0,0.00013123385417641286,0.00012073514584229984,1.0498708334113029e-05,0.20997416668226054,0.19317623334767972,139.24344395451385,153724.7621257833,69.41285681132516,230.58714318867496,24.73699873097357,-1.8965032360413072,0.92
0.205,0.525,315.0,0.0001377955468852335,0.00012677190313441482,1.102364375081868e-05,0.22047287501637353,0.2028350450150637,146.20561615223951,161411.00023207246,72.8834996518914,242.1165003481087,25.973848667522248,-1.9913283978433725,0.9200000000000002
0.21,0.55,329.99999999999994,0.0001443572395940541,0.00013280866042652978,1.1548579167524329e-05,0.23097158335048654,0.2124938566824476,153.16778834996518,169097.23833836155,76.35414249245764,253.64585750754233,27.21069860407092,-2.0861535596454375,0.92
0.215,0.575,345.0,0.0001509189323028748,0.00013884541771864482,1.2073514584229983e-05,0.2414702916845996,0.22215266834983166,160.1299605476909,176783.4764446508,79.82478533302391,265.1752146669762,28.447548540619607,-2.180978721447503,0.9200000000000002
0.22,0.6,360.0,0.00015748062501169544,0.0001448821750107598,1.2598450000935636e-05,0.25196900001871264,0.23181148001721563,167.0921327454166,184469.71455093994,83.29542817359017,276.7045718264099,29.684398477168287,-2.2758038832495684,0.92
0.225,0.625,375.0,0.00016404231772051606,0.0001509189323028748,1.3123385417641285e-05,0.2624677083528256,0.2414702916845996,174.05430494314226,192155.9526572291,86.76607101415641,288.23392898584365,30.92124841371696,-2.3706290450516336,0.92
0.23,0.65,390.0,0.0001706040104293367,0.00015695568959498977,1.3648320834346937e-05,0.27296641668693866,0.2511291033519836,181.01647714086798,199842.19076351824,90.23671385472268,299.7632861452774,32.15809835026564,-2.465454206853699,0.92
0.235,0.675,405.0,0.00017716570313815736,0.00016299244688710478,1.417325625105259e-05,0.2834651250210517,0.2607879150193676,187.97864933859367,207528.42886980742,93.70735669528895,311.29264330471113,33.39494828681432,-2.5602793686557646,0.92
0.24,0.7,419.9999999999999,0.00018372739584697796,0.00016902920417921974,1.4698191667758237e-05,0.2939638333551647,0.2704467266867515,194.94082153631933,215214.66697609655,97.1779995358552,322.8220004641448,34.63179822336299,-2.6551045304578293,0.9200000000000002
0.245,0.725,434.99999999999994,0.0001902890885557986,0.00017506596147133472,1.5223127084463888e-05,0.3044625416892777,0.2801055383541355,201.90299373404503,222900.9050823857,100.64864237642145,334.35135762357856,35.86864815991167,-2.7499296922598946,0.92
0.25,0.75,449.99999999999994,0.00019685078126461926,0.00018110271876344973,1.5748062501169542e-05,0.31496125002339076,0.2897643500215195,208.86516593177072,230587.1431886749,104.1192852169877,345.88071478301237,37.10549809646035,-2.8447548540619603,0.92
0.255,0.775,464.99999999999994,0.0002034124739734399,0.00018713947605556472,1.627299791787519e-05,0.3254599583575038,0.2994231616889035,215.82733812949644,238273.38129496406,107.58992805755398,357.4100719424461,38.34234803300903,-2.9395800158640255,0.92
0.26,0.8,479.99999999999994,0.00020997416668226056,0.00019317623334767973,1.6797933334580844e-05,0.33595866669161684,0.3090819733562875,222.78951032722213,245959.61940125324,111.06057089812023,368.93942910187985,39.57919796955771,-3.034405177666091,0.92
0.265,0.825,495.0,0.0002165358593910812,0.0001992129906397947,1.7322868751286497e-05,0.3464573750257299,0.3187407850236715,229.75168252494782,253645.8575075424,114.53121373868649,380.4687862613136,40.81604790610639,-3.1292303394681564,0.92
0.27,0.85,510.0,0.00022309755209990186,0.00020524974793190972,1.784780416799215e-05,0.3569560833598429,0.3283995966910555,236.71385472267352,261332.0956138316,118.00185657925275,391.9981434207474,42.05289784265507,-3.224055501270222,0.92
0.275,0.875,525.0,0.0002296592448087225,0.0002112865052240247,1.8372739584697802e-05,0.36745479169395595,0.3380584083584395,243.67602692039924,269018.3337201208,121.47249941981902,403.5275005801812,43.28974777920375,-3.3188806630722874,0.92
0.28,0.9,540.0,0.00023622093751754313,0.0002173232625161397,1.889767500140345e-05,0.37795350002806893,0.34771722002582345,250.63819911812487,276704.5718264099,124.94314226038524,415.0568577396148,44.52659771575242,-3.4137058248743526,0.92
0.285,0.925,555.0,0.00024278263022636378,0.00022336001980825468,1.9422610418109103e-05,0.38845220836218197,0.3573760316932074,257.60037131585057,284390.8099326991,128.41378510095151,426.5862148990486,45.7634476523011,-3.508530986676418,0.92
0.29,0.95,569.9999999999999,0.0002493443229351844,0.00022939677710036963,1.994754583481475e-05,0.3989509166962949,0.36703484336059133,264.5625435135762,292077.04803898814,131.88442794151774,438.1155720584822,47.000297588849776,-3.6033561484784826,0.92
0.295,0.975,584.9999999999999,0.000255906015644005,0.00023543353439248462,2.0472481251520402e-05,0.40944962503040794,0.3766936550279753,271.5247157113019,299763.2861452773,135.355070782084,449.644929217916,48.23714752539845,-3.698181310280548,0.92
0.3,1.0,599.9999999999999,0.0002624677083528257,0.00024147029168459963,2.0997416668226054e-05,0.419948333364521,0.38635246669535933,278.4868879090276,307449.5242515665,138.82571362265026,461.17428637734974,49.473997461947135,-3.7930064720826135,0.92
0.305,1.025,615.0,0.00026902940106164635,0.00024750704897671467,2.152235208493171e-05,0.43044704169863407,0.3960112783627434,285.44906010675334,315135.76235785574,142.29635646321654,472.7036435367836,50.710847398495815,-3.8878316338846797,0.92
0.31,1.05,629.9999999999999,0.000275591093770467,0.00025354380626882965,2.204728750163736e-05,0.44094575003274705,0.4056700900301274,292.41123230447903,322822.0004641449,145.7669993037828,484.2330006962174,51.947697335044495,-3.982656795686745,0.9200000000000002
0.315,1.075,645.0,0.00028215278647928765,0.00025958056356094463,2.2572222918343012e-05,0.45144445836686015,0.41532890169751135,299.3734045022047,330508.23857043404,149.23764214434905,495.7623578556511,53.184547271593175,-4.07748195748881,0.9199999999999999
0.32,1.1,659.9999999999999,0.0002887144791881082,0.00026561732085305956,2.3097158335048658e-05,0.4619431667009731,0.4249877133648952,306.33557669993036,338194.4766767231,152.70828498491528,507.29171501508466,54.42139720814184,-4.172307119290875,0.92
0.325,1.125,675.0,0.00029527617189692895,0.00027165407814517466,2.3622093751754317e-05,0.4724418750350862,0.43464652503227935,313.29774889765616,345880.7147830124,156.1789278254816,518.8210721745186,55.658247144690534,-4.267132281092941,0.92
0.33,1.15,690.0,0.0003018378646057496,0.00027769083543728964,2.4147029168459966e-05,0.4829405833691992,0.4443053366996633,320.2599210953818,353566.9528893016,159.64957066604782,530.3504293339524,56.895097081239214,-4.361957442895006,0.9200000000000002
0.335,1.175,705.0,0.0003083995573145702,0.00028372759272940457,2.4671964585165615e-05,0.49343929170331224,0.45396414836704724,327.2220932931075,361253.19099559064,163.12021350661408,541.879786493386,58.13194701778789,-4.456782604697071,0.9199999999999999
0.34,1.2,720.0,0.0003149612500233909,0.0002897643500215196,2.519690000187127e-05,0.5039380000374253,0.46362296003443126,334.1842654908332,368939.4291018799,166.59085634718033,553.4091436528198,59.368796954336574,-4.551607766499137,0.92
0.345,1.225,735.0,0.0003215229427322115,0.0002958011073136346,2.572183541857692e-05,0.5144367083715383,0.47328177170181523,341.14643768855893,376625.667208169,170.06149918774662,564.9385008122536,60.60564689088525,-4.646432928301202,0.92
0.35,1.25,750.0,0.0003280846354410321,0.0003018378646057496,2.624677083528257e-05,0.5249354167056512,0.4829405833691992,348.1086098862845,384311.9053144582,173.53214202831282,576.4678579716873,61.84249682743392,-4.741258090103267,0.92
0.355,1.275,765.0,0.0003346463281498528,0.0003078746218978646,2.6771706251988225e-05,0.5354341250397644,0.4925993950365833,355.0707820840103,391998.1434207474,177.00278486887913,587.9972151311212,63.079346763982606,-4.836083251905333,0.9200000000000002
0.36,1.3,780.0,0.0003412080208586734,0.00031391137918997954,2.7296641668693875e-05,0.5459328333738773,0.5022582067039671,362.03295428173595,399684.3815270365,180.47342770944536,599.5265722905548,64.31619670053128,-4.930908413707398,0.92
0.365,1.325,795.0,0.00034776971356749404,0.0003199481364820945,2.7821577085399524e-05,0.5564315417079904,0.5119170183713512,368.99512647946165,407370.61963332567,183.94407055001162,611.0559294499885,65.55304663707996,-5.025733575509463,0.92
0.37,1.35,810.0,0.0003543314062763147,0.00032598489377420956,2.834651250210518e-05,0.5669302500421034,0.5215758300387352,375.95729867718734,415056.85773961485,187.4147133905779,622.5852866094223,66.78989657362864,-5.120558737311529,0.92
0.375,1.375,825.0,0.00036089309898513534,0.00033202165106632455,2.887144791881083e-05,0.5774289583762164,0.5312346417061192,382.91947087491303,422743.0958459041,190.88535623114416,634.1146437688561,68.02674651017732,-5.215383899113594,0.92
0.38,1.4,840.0000000000001,0.000367454791693956,0.00033805840835843953,2.939638333551648e-05,0.5879276667103295,0.5408934533735031,389.8816430726387,430429.3339521932,194.35599907171041,645.6440009282899,69.263596446726,-5.31020906091566,0.9199999999999999
0.385,1.425,855.0,0.00037401648440277664,0.0003440951656505545,2.992131875222213e-05,0.5984263750444425,0.5505522650408872,396.8438152703644,438115.5720584824,197.82664191227667,657.1733580877236,70.50044638327468,-5.405034222717725,0.92
0.39,1.45,870.0000000000001,0.0003805781771115973,0.00035013192294266955,3.0446254168927786e-05,0.6089250833785556,0.5602110767082712,403.8059874680901,445801.81016477157,201.29728475284293,668.7027152471574,71.73729631982336,-5.499859384519791,0.92
0.395,1.475,885.0,0.00038713986982041794,0.00035616868023478454,3.097118958563344e-05,0.6194237917126686,0.5698698883756551,410.7681596658158,453488.0482710607,204.76792759340918,680.2320724065911,72.97414625637204,-5.594684546321856,0.92
0.4,1.5,900.0000000000001,0.0003937015625292386,0.0003622054375268995,3.149612500233909e-05,0.6299225000467816,0.5795287000430391,417.73033186354155,461174.28637734987,208.23857043397547,691.7614295660248,74.21099619292072,-5.689509708123921,0.9199999999999999
0.405,1.525,915.0000000000001,0.00040026325523805924,0.0003682421948190145,3.202106041904474e-05,0.6404212083808947,0.589187511710423,424.69250406126724,468860.524483639,211.70921327454172,703.2907867254585,75.4478461294694,-5.784334869925987,0.92
0.41,1.55,930.0000000000001,0.0004068249479468799,0.00037427895211112954,3.25459958357504e-05,0.6509199167150077,0.5988463233778072,431.65467625899294,476546.7625899283,215.17985611510798,714.8201438848924,76.68469606601808,-5.879160031728053,0.92
0.415,1.575,945.0000000000001,0.00041338664065570054,0.00038031570940324453,3.307093125245604e-05,0.6614186250491207,0.6085051350451911,438.6168484567186,484233.0006962174,218.65049895567424,726.3495010443261,77.92154600256676,-5.973985193530118,0.92
