"time","fanRotor.fan_speed_rad_s","der(fanRotor.fan_speed_rad_s)","aerodynamicLoad.T_aero_Nm","bearingFriction.T_friction_Nm","fanRotor.domega_dt","motor_on_cmd","motor_torque_Nm","torque_balance_residual_Nm","motorCommand.motor_on_cmd","aerodynamicLoad.omega_rad_s","bearingFriction.omega_rad_s","fanRotor.T_aero_Nm","fanRotor.T_friction_Nm","fanRotor.motor_torque_Nm","fan_speed_rad_s","motorCommand.motor_torque_Nm"
32.82,24.9999999885935,1.710974417701294e-08,0.2499999997718701,0.249999999885935,1.710974417701294e-08,1,0.5,3.421948835402588e-10,1,24.9999999885935,24.9999999885935,0.2499999997718701,0.249999999885935,0.5,24.9999999885935,0.5
32.88,24.9999999886603,1.700955765127077e-08,0.2499999997732059,0.249999999886603,1.700955765127077e-08,1,0.5,3.401911530254154e-10,1,24.9999999886603,24.9999999886603,0.2499999997732059,0.249999999886603,0.5,24.9999999886603,0.5
32.94,24.99999998872709,1.690937112552859e-08,0.2499999997745417,0.2499999998872709,1.690937112552859e-08,1,0.5,3.381874225105719e-10,1,24.99999998872709,24.99999998872709,0.2499999997745417,0.2499999998872709,0.5,24.99999998872709,0.5
33,24.99999998879388,1.680917766089252e-08,0.2499999997758776,0.2499999998879388,1.680917766089252e-08,1,0.5,3.361835532178503e-10,1,24.99999998879388,24.99999998879388,0.2499999997758776,0.2499999998879388,0.5,24.99999998879388,0.5
33.06,24.99999998886067,1.670899113515034e-08,0.2499999997772135,0.2499999998886067,1.670899113515034e-08,1,0.5,3.341798227030068e-10,1,24.99999998886067,24.99999998886067,0.2499999997772135,0.2499999998886067,0.5,24.99999998886067,0.5
33.12,24.99999998892746,1.660880460940817e-08,0.2499999997785493,0.2499999998892746,1.660880460940817e-08,1,0.5,3.321760921881634e-10,1,24.99999998892746,24.99999998892746,0.2499999997785493,0.2499999998892746,0.5,24.99999998892746,0.5
33.18,24.99999998899425,1.650861808366599e-08,0.2499999997798851,0.2499999998899425,1.650861808366599e-08,1,0.5,3.301723616733199e-10,1,24.99999998899425,24.99999998899425,0.2499999997798851,0.2499999998899425,0.5,24.99999998899425,0.5
33.24,24.99999998906105,1.64084260068087e-08,0.249999999781221,0.2499999998906105,1.64084260068087e-08,1,0.5,3.281685201361739e-10,1,24.99999998906105,24.99999998906105,0.249999999781221,0.2499999998906105,0.5,24.99999998906105,0.5
33.3,24.99999998912784,1.630823948106652e-08,0.2499999997825568,0.2499999998912784,1.630823948106652e-08,1,0.5,3.261647896213304e-10,1,24.99999998912784,24.99999998912784,0.2499999997825568,0.2499999998912784,0.5,24.99999998912784,0.5
33.36,24.99999998919463,1.620805295532435e-08,0.2499999997838926,0.2499999998919463,1.620805295532435e-08,1,0.5,3.24161059106487e-10,1,24.99999998919463,24.99999998919463,0.2499999997838926,0.2499999998919463,0.5,24.99999998919463,0.5
33.42,24.99999998926143,1.610786226624583e-08,0.2499999997852285,0.2499999998926143,1.610786226624583e-08,1,0.5,3.221572453249166e-10,1,24.99999998926143,24.99999998926143,0.2499999997852285,0.2499999998926143,0.5,24.99999998926143,0.5
33.48,24.99999998932822,1.600767574050366e-08,0.2499999997865643,0.2499999998932822,1.600767574050366e-08,1,0.5,3.201535148100731e-10,1,24.99999998932822,24.99999998932822,0.2499999997865643,0.2499999998932822,0.5,24.99999998932822,0.5
33.54,24.99999998939501,1.590748921476148e-08,0.2499999997879002,0.2499999998939501,1.590748921476148e-08,1,0.5,3.181497842952297e-10,1,24.99999998939501,24.99999998939501,0.2499999997879002,0.2499999998939501,0.5,24.99999998939501,0.5
33.6,24.9999999894618,1.580730268901931e-08,0.249999999789236,0.249999999894618,1.580730268901931e-08,1,0.5,3.161460537803862e-10,1,24.9999999894618,24.9999999894618,0.249999999789236,0.249999999894618,0.5,24.9999999894618,0.5
33.66,24.99999998952859,1.570710922438323e-08,0.2499999997905719,0.2499999998952859,1.570710922438323e-08,1,0.5,3.141421844876646e-10,1,24.99999998952859,24.99999998952859,0.2499999997905719,0.2499999998952859,0.5,24.99999998952859,0.5
33.72,24.99999998959538,1.560692269864106e-08,0.2499999997919077,0.2499999998959538,1.560692269864106e-08,1,0.5,3.121384539728211e-10,1,24.99999998959538,24.99999998959538,0.2499999997919077,0.2499999998959538,0.5,24.99999998959538,0.5
33.78,24.99999998966218,1.550673617289888e-08,0.2499999997932435,0.2499999998966217,1.550673617289888e-08,1,0.5,3.101347234579777e-10,1,24.99999998966218,24.99999998966218,0.2499999997932435,0.2499999998966217,0.5,24.99999998966218,0.5
33.84,24.99999998972897,1.540654409604159e-08,0.2499999997945794,0.2499999998972897,1.540654409604159e-08,1,0.5,3.081308819208317e-10,1,24.99999998972897,24.99999998972897,0.2499999997945794,0.2499999998972897,0.5,24.99999998972897,0.5
33.9,24.99999998979576,1.530635757029941e-08,0.2499999997959152,0.2499999998979576,1.530635757029941e-08,1,0.5,3.061271514059882e-10,1,24.99999998979576,24.99999998979576,0.2499999997959152,0.2499999998979576,0.5,24.99999998979576,0.5
33.96,24.99999998986255,1.520617104455724e-08,0.249999999797251,0.2499999998986255,1.520617104455724e-08,1,0.5,3.041234208911447e-10,1,24.99999998986255,24.99999998986255,0.249999999797251,0.2499999998986255,0.5,24.99999998986255,0.5
34.02,24.99999998992934,1.510598451881506e-08,0.2499999997985869,0.2499999998992934,1.510598451881506e-08,1,0.5,3.021196903763013e-10,1,24.99999998992934,24.99999998992934,0.2499999997985869,0.2499999998992934,0.5,24.99999998992934,0.5
34.08,24.99999998999614,1.500579382973655e-08,0.2499999997999228,0.2499999998999614,1.500579382973655e-08,1,0.5,3.001158765947309e-10,1,24.99999998999614,24.99999998999614,0.2499999997999228,0.2499999998999614,0.5,24.99999998999614,0.5
34.14,24.99999999006293,1.490560730399437e-08,0.2499999998012586,0.2499999999006293,1.490560730399437e-08,1,0.5,2.981121460798875e-10,1,24.99999999006293,24.99999999006293,0.2499999998012586,0.2499999999006293,0.5,24.99999999006293,0.5
34.2,24.99999999012972,1.48054207782522e-08,0.2499999998025944,0.2499999999012972,1.48054207782522e-08,1,0.5,2.96108415565044e-10,1,24.99999999012972,24.99999999012972,0.2499999998025944,0.2499999999012972,0.5,24.99999999012972,0.5
34.26,24.99999999019651,1.47052287013949e-08,0.2499999998039303,0.2499999999019651,1.47052287013949e-08,1,0.5,2.94104574027898e-10,1,24.99999999019651,24.99999999019651,0.2499999998039303,0.2499999999019651,0.5,24.99999999019651,0.5
34.32,24.9999999902633,1.460504217565273e-08,0.2499999998052661,0.2499999999026331,1.460504217565273e-08,1,0.5,2.921008435130545e-10,1,24.9999999902633,24.9999999902633,0.2499999998052661,0.2499999999026331,0.5,24.9999999902633,0.5
34.38,24.9999999903301,1.450485564991055e-08,0.2499999998066019,0.249999999903301,1.450485564991055e-08,1,0.5,2.900971129982111e-10,1,24.9999999903301,24.9999999903301,0.2499999998066019,0.249999999903301,0.5,24.9999999903301,0.5
34.44,24.99999999039689,1.440466912416838e-08,0.2499999998079377,0.2499999999039689,1.440466912416838e-08,1,0.5,2.880933824833676e-10,1,24.99999999039689,24.99999999039689,0.2499999998079377,0.2499999999039689,0.5,24.99999999039689,0.5
34.5,24.99999999046368,1.43044756595323e-08,0.2499999998092736,0.2499999999046368,1.43044756595323e-08,1,0.5,2.86089513190646e-10,1,24.99999999046368,24.99999999046368,0.2499999998092736,0.2499999999046368,0.5,24.99999999046368,0.5
34.56,24.99999999053047,1.420428913379013e-08,0.2499999998106095,0.2499999999053047,1.420428913379013e-08,1,0.5,2.840857826758025e-10,1,24.99999999053047,24.99999999053047,0.2499999998106095,0.2499999999053047,0.5,24.99999999053047,0.5
34.62,24.99999999059726,1.410410260804795e-08,0.2499999998119453,0.2499999999059726,1.410410260804795e-08,1,0.5,2.820820521609591e-10,1,24.99999999059726,24.99999999059726,0.2499999998119453,0.2499999999059726,0.5,24.99999999059726,0.5
34.68,24.99999999066406,1.400391330674822e-08,0.2499999998132812,0.2499999999066406,1.400391330674822e-08,1,0.5,2.800782661349643e-10,1,24.99999999066406,24.99999999066406,0.2499999998132812,0.2499999999066406,0.5,24.99999999066406,0.5
34.74,24.99999999073085,1.390372678100604e-08,0.249999999814617,0.2499999999073085,1.390372678100604e-08,1,0.5,2.780745356201209e-10,1,24.99999999073085,24.99999999073085,0.249999999814617,0.2499999999073085,0.5,24.99999999073085,0.5
34.8,24.99999999079764,1.380354025526387e-08,0.2499999998159528,0.2499999999079764,1.380354025526387e-08,1,0.5,2.760708051052774e-10,1,24.99999999079764,24.99999999079764,0.2499999998159528,0.2499999999079764,0.5,24.99999999079764,0.5
34.86,24.99999999086443,1.370335372952169e-08,0.2499999998172886,0.2499999999086443,1.370335372952169e-08,1,0.5,2.740670745904339e-10,1,24.99999999086443,24.99999999086443,0.2499999998172886,0.2499999999086443,0.5,24.99999999086443,0.5
34.92,24.99999999093123,1.360316026488562e-08,0.2499999998186245,0.2499999999093123,1.360316026488562e-08,1,0.5,2.720632052977123e-10,1,24.99999999093123,24.99999999093123,0.2499999998186245,0.2499999999093123,0.5,24.99999999093123,0.5
34.98,24.99999999099802,1.350297373914344e-08,0.2499999998199604,0.2499999999099802,1.350297373914344e-08,1,0.5,2.700594747828688e-10,1,24.99999999099802,24.99999999099802,0.2499999998199604,0.2499999999099802,0.5,24.99999999099802,0.5
35.04,24.99999999106481,1.340278721340127e-08,0.2499999998212962,0.2499999999106481,1.340278721340127e-08,1,0.5,2.680557442680254e-10,1,24.99999999106481,24.99999999106481,0.2499999998212962,0.2499999999106481,0.5,24.99999999106481,0.5
35.1,24.9999999911316,1.330260068765909e-08,0.249999999822632,0.249999999911316,1.330260068765909e-08,1,0.5,2.660520137531819e-10,1,24.9999999911316,24.9999999911316,0.249999999822632,0.249999999911316,0.5,24.9999999911316,0.5
35.16,24.99999999119839,1.320240722302302e-08,0.2499999998239679,0.2499999999119839,1.320240722302302e-08,1,0.5,2.640481444604603e-10,1,24.99999999119839,24.99999999119839,0.2499999998239679,0.2499999999119839,0.5,24.99999999119839,0.5
35.22,24.99999999126518,1.310222069728084e-08,0.2499999998253037,0.2499999999126518,1.310222069728084e-08,1,0.5,2.620444139456168e-10,1,24.99999999126518,24.99999999126518,0.2499999998253037,0.2499999999126518,0.5,24.99999999126518,0.5
35.28,24.99999999133198,1.300203417153867e-08,0.2499999998266395,0.2499999999133198,1.300203417153867e-08,1,0.5,2.600406834307734e-10,1,24.99999999133198,24.99999999133198,0.2499999998266395,0.2499999999133198,0.5,24.99999999133198,0.5
35.34,24.99999999139877,1.290184487023893e-08,0.2499999998279754,0.2499999999139877,1.290184487023893e-08,1,0.5,2.580368974047786e-10,1,24.99999999139877,24.99999999139877,0.2499999998279754,0.2499999999139877,0.5,24.99999999139877,0.5
35.4,24.99999999146556,1.280165834449676e-08,0.2499999998293112,0.2499999999146556,1.280165834449676e-08,1,0.5,2.560331668899352e-10,1,24.99999999146556,24.99999999146556,0.2499999998293112,0.2499999999146556,0.5,24.99999999146556,0.5
35.46,24.99999999153235,1.270147181875458e-08,0.2499999998306471,0.2499999999153235,1.270147181875458e-08,1,0.5,2.540294363750917e-10,1,24.99999999153235,24.99999999153235,0.2499999998306471,0.2499999999153235,0.5,24.99999999153235,0.5
35.52,24.99999999159914,1.260128529301241e-08,0.2499999998319829,0.2499999999159914,1.260128529301241e-08,1,0.5,2.520257058602482e-10,1,24.99999999159914,24.99999999159914,0.2499999998319829,0.2499999999159914,0.5,24.99999999159914,0.5
35.58,24.99999999166594,1.250109182837633e-08,0.2499999998333188,0.2499999999166594,1.250109182837633e-08,1,0.5,2.500218365675266e-10,1,24.99999999166594,24.99999999166594,0.2499999998333188,0.2499999999166594,0.5,24.99999999166594,0.5
35.64,24.99999999173273,1.240090530263416e-08,0.2499999998346546,0.2499999999173273,1.240090530263416e-08,1,0.5,2.480181060526832e-10,1,24.99999999173273,24.99999999173273,0.2499999998346546,0.2499999999173273,0.5,24.99999999173273,0.5
35.7,24.99999999179952,1.230071877689198e-08,0.2499999998359904,0.2499999999179952,1.230071877689198e-08,1,0.5,2.460143755378397e-10,1,24.99999999179952,24.99999999179952,0.2499999998359904,0.2499999999179952,0.5,24.99999999179952,0.5
35.76,24.99999999186631,1.220052670003469e-08,0.2499999998373263,0.2499999999186631,1.220052670003469e-08,1,0.5,2.440105340006937e-10,1,24.99999999186631,24.99999999186631,0.2499999998373263,0.2499999999186631,0.5,24.99999999186631,0.5
35.82,24.99999999193311,1.210034017429251e-08,0.2499999998386621,0.2499999999193311,1.210034017429251e-08,1,0.5,2.420068034858502e-10,1,24.99999999193311,24.99999999193311,0.2499999998386621,0.2499999999193311,0.5,24.99999999193311,0.5
35.88,24.9999999919999,1.200015364855034e-08,0.2499999998399979,0.249999999919999,1.200015364855034e-08,1,0.5,2.400030729710068e-10,1,24.9999999919999,24.9999999919999,0.2499999998399979,0.249999999919999,0.5,24.9999999919999,0.5
35.94,24.99999999206669,1.189996712280816e-08,0.2499999998413338,0.2499999999206669,1.189996712280816e-08,1,0.5,2.379993424561633e-10,1,24.99999999206669,24.99999999206669,0.2499999998413338,0.2499999999206669,0.5,24.99999999206669,0.5
36,24.99999999213348,1.179977643372965e-08,0.2499999998426697,0.2499999999213348,1.179977643372965e-08,1,0.5,2.359955286745929e-10,1,24.99999999213348,24.99999999213348,0.2499999998426697,0.2499999999213348,0.5,24.99999999213348,0.5
36.06,24.99999999220027,1.169958990798747e-08,0.2499999998440055,0.2499999999220027,1.169958990798747e-08,1,0.5,2.339917981597495e-10,1,24.99999999220027,24.99999999220027,0.2499999998440055,0.2499999999220027,0.5,24.99999999220027,0.5
36.12,24.99999999226706,1.15994033822453e-08,0.2499999998453413,0.2499999999226706,1.15994033822453e-08,1,0.5,2.31988067644906e-10,1,24.99999999226706,24.99999999226706,0.2499999998453413,0.2499999999226706,0.5,24.99999999226706,0.5
36.18,24.99999999233386,1.1499211305388e-08,0.2499999998466772,0.2499999999233386,1.1499211305388e-08,1,0.5,2.2998422610776e-10,1,24.99999999233386,24.99999999233386,0.2499999998466772,0.2499999999233386,0.5,24.99999999233386,0.5
36.24,24.99999999240065,1.139902477964583e-08,0.249999999848013,0.2499999999240065,1.139902477964583e-08,1,0.5,2.279804955929166e-10,1,24.99999999240065,24.99999999240065,0.249999999848013,0.2499999999240065,0.5,24.99999999240065,0.5
36.3,24.99999999246744,1.129883825390365e-08,0.2499999998493488,0.2499999999246744,1.129883825390365e-08,1,0.5,2.259767650780731e-10,1,24.99999999246744,24.99999999246744,0.2499999998493488,0.2499999999246744,0.5,24.99999999246744,0.5
36.36,24.99999999253423,1.119865172816148e-08,0.2499999998506846,0.2499999999253423,1.119865172816148e-08,1,0.5,2.239730345632296e-10,1,24.99999999253423,24.99999999253423,0.2499999998506846,0.2499999999253423,0.5,24.99999999253423,0.5
36.42,24.99999999260103,1.10984582635254e-08,0.2499999998520205,0.2499999999260103,1.10984582635254e-08,1,0.5,2.21969165270508e-10,1,24.99999999260103,24.99999999260103,0.2499999998520205,0.2499999999260103,0.5,24.99999999260103,0.5
36.48,24.99999999266782,1.099827173778323e-08,0.2499999998533564,0.2499999999266782,1.099827173778323e-08,1,0.5,2.199654347556645e-10,1,24.99999999266782,24.99999999266782,0.2499999998533564,0.2499999999266782,0.5,24.99999999266782,0.5
36.54,24.99999999273461,1.089808521204105e-08,0.2499999998546922,0.2499999999273461,1.089808521204105e-08,1,0.5,2.179617042408211e-10,1,24.99999999273461,24.99999999273461,0.2499999998546922,0.2499999999273461,0.5,24.99999999273461,0.5
36.6,24.9999999928014,1.079789591074132e-08,0.2499999998560281,0.249999999928014,1.079789591074132e-08,1,0.5,2.159579182148263e-10,1,24.9999999928014,24.9999999928014,0.2499999998560281,0.249999999928014,0.5,24.9999999928014,0.5
36.66,24.99999999286819,1.069770938499914e-08,0.2499999998573639,0.2499999999286819,1.069770938499914e-08,1,0.5,2.139541876999829e-10,1,24.99999999286819,24.99999999286819,0.2499999998573639,0.2499999999286819,0.5,24.99999999286819,0.5
36.72,24.99999999293498,1.059752285925697e-08,0.2499999998586997,0.2499999999293498,1.059752285925697e-08,1,0.5,2.119504571851394e-10,1,24.99999999293498,24.99999999293498,0.2499999998586997,0.2499999999293498,0.5,24.99999999293498,0.5
36.78,24.99999999300178,1.04973363335148e-08,0.2499999998600355,0.2499999999300178,1.04973363335148e-08,1,0.5,2.099467266702959e-10,1,24.99999999300178,24.99999999300178,0.2499999998600355,0.2499999999300178,0.5,24.99999999300178,0.5
36.84,24.99999999306857,1.039714564443628e-08,0.2499999998613714,0.2499999999306857,1.039714564443628e-08,1,0.5,2.079429128887256e-10,1,24.99999999306857,24.99999999306857,0.2499999998613714,0.2499999999306857,0.5,24.99999999306857,0.5
36.9,24.99999999313536,1.02969591186941e-08,0.2499999998627072,0.2499999999313536,1.02969591186941e-08,1,0.5,2.059391823738821e-10,1,24.99999999313536,24.99999999313536,0.2499999998627072,0.2499999999313536,0.5,24.99999999313536,0.5
36.96,24.99999999320215,1.019677259295193e-08,0.2499999998640431,0.2499999999320215,1.019677259295193e-08,1,0.5,2.039354518590386e-10,1,24.99999999320215,24.99999999320215,0.2499999998640431,0.2499999999320215,0.5,24.99999999320215,0.5
37.02,24.99999999326895,1.009657635275829e-08,0.249999999865379,0.2499999999326895,1.009657635275829e-08,1,0.5,2.019315270551658e-10,1,24.99999999326895,24.99999999326895,0.249999999865379,0.2499999999326895,0.5,24.99999999326895,0.5
37.08,24.99999999333574,9.996389827016117e-09,0.2499999998667148,0.2499999999333574,9.996389827016117e-09,1,0.5,1.999277965403223e-10,1,24.99999999333574,24.99999999333574,0.2499999998667148,0.2499999999333574,0.5,24.99999999333574,0.5
37.14,24.99999999340253,9.896203301273943e-09,0.2499999998680506,0.2499999999340253,9.896203301273943e-09,1,0.5,1.979240660254789e-10,1,24.99999999340253,24.99999999340253,0.2499999998680506,0.2499999999340253,0.5,24.99999999340253,0.5
37.2,24.99999999346932,9.796016775531768e-09,0.2499999998693864,0.2499999999346932,9.796016775531768e-09,1,0.5,1.959203355106354e-10,1,24.99999999346932,24.99999999346932,0.2499999998693864,0.2499999999346932,0.5,24.99999999346932,0.5
37.26,24.99999999353611,9.695827474232033e-09,0.2499999998707223,0.2499999999353612,9.695827474232033e-09,1,0.5,1.939165494846407e-10,1,24.99999999353611,24.99999999353611,0.2499999998707223,0.2499999999353612,0.5,24.99999999353611,0.5
37.32,24.99999999360291,9.595640948489859e-09,0.2499999998720581,0.2499999999360291,9.595640948489859e-09,1,0.5,1.919128189697972e-10,1,24.99999999360291,24.99999999360291,0.2499999998720581,0.2499999999360291,0.5,24.99999999360291,0.5
37.38,24.9999999936697,9.495454422747684e-09,0.2499999998733939,0.249999999936697,9.495454422747684e-09,1,0.5,1.899090884549537e-10,1,24.9999999936697,24.9999999936697,0.2499999998733939,0.249999999936697,0.5,24.9999999936697,0.5
37.44,24.99999999373649,9.395263733669168e-09,0.2499999998747298,0.2499999999373649,9.395263733669168e-09,1,0.5,1.879052746733834e-10,1,24.99999999373649,24.99999999373649,0.2499999998747298,0.2499999999373649,0.5,24.99999999373649,0.5
37.5,24.99999999380328,9.295077207926994e-09,0.2499999998760657,0.2499999999380328,9.295077207926994e-09,1,0.5,1.859015441585399e-10,1,24.99999999380328,24.99999999380328,0.2499999998760657,0.2499999999380328,0.5,24.99999999380328,0.5
37.56,24.99999999387007,9.19489068218482e-09,0.2499999998774015,0.2499999999387007,9.19489068218482e-09,1,0.5,1.838978136436964e-10,1,24.99999999387007,24.99999999387007,0.2499999998774015,0.2499999999387007,0.5,24.99999999387007,0.5
37.62,24.99999999393686,9.094704156442646e-09,0.2499999998787373,0.2499999999393686,9.094704156442646e-09,1,0.5,1.818940831288529e-10,1,24.99999999393686,24.99999999393686,0.2499999998787373,0.2499999999393686,0.5,24.99999999393686,0.5
37.68,24.99999999400366,8.994509304027787e-09,0.2499999998800732,0.2499999999400366,8.994509304027787e-09,1,0.5,1.798901860805557e-10,1,24.99999999400366,24.99999999400366,0.2499999998800732,0.2499999999400366,0.5,24.99999999400366,0.5
37.74,24.99999999407045,8.894322778285613e-09,0.249999999881409,0.2499999999407045,8.894322778285613e-09,1,0.5,1.778864555657123e-10,1,24.99999999407045,24.99999999407045,0.249999999881409,0.2499999999407045,0.5,24.99999999407045,0.5
37.8,24.99999999413724,8.794136252543439e-09,0.2499999998827448,0.2499999999413724,8.794136252543439e-09,1,0.5,1.758827250508688e-10,1,24.99999999413724,24.99999999413724,0.2499999998827448,0.2499999999413724,0.5,24.99999999413724,0.5
37.86,24.99999999420404,8.693945563464922e-09,0.2499999998840807,0.2499999999420404,8.693945563464922e-09,1,0.5,1.738789112692984e-10,1,24.99999999420404,24.99999999420404,0.2499999998840807,0.2499999999420404,0.5,24.99999999420404,0.5
37.92,24.99999999427083,8.593759037722748e-09,0.2499999998854165,0.2499999999427083,8.593759037722748e-09,1,0.5,1.71875180754455e-10,1,24.99999999427083,24.99999999427083,0.2499999998854165,0.2499999999427083,0.5,24.99999999427083,0.5
37.98,24.99999999433762,8.493572511980574e-09,0.2499999998867524,0.2499999999433762,8.493572511980574e-09,1,0.5,1.698714502396115e-10,1,24.99999999433762,24.99999999433762,0.2499999998867524,0.2499999999433762,0.5,24.99999999433762,0.5
38.04,24.99999999440441,8.3933859862384e-09,0.2499999998880882,0.2499999999440441,8.3933859862384e-09,1,0.5,1.67867719724768e-10,1,24.99999999440441,24.99999999440441,0.2499999998880882,0.2499999999440441,0.5,24.99999999440441,0.5
38.1,24.9999999944712,8.293196684938664e-09,0.2499999998894241,0.249999999944712,8.293196684938664e-09,1,0.5,1.658639336987733e-10,1,24.9999999944712,24.9999999944712,0.2499999998894241,0.249999999944712,0.5,24.9999999944712,0.5
38.16,24.99999999453799,8.19301015919649e-09,0.2499999998907599,0.2499999999453799,8.19301015919649e-09,1,0.5,1.638602031839298e-10,1,24.99999999453799,24.99999999453799,0.2499999998907599,0.2499999999453799,0.5,24.99999999453799,0.5
38.22,24.99999999460479,8.092823633454316e-09,0.2499999998920957,0.2499999999460479,8.092823633454316e-09,1,0.5,1.618564726690863e-10,1,24.99999999460479,24.99999999460479,0.2499999998920957,0.2499999999460479,0.5,24.99999999460479,0.5
38.28,24.99999999467158,7.992637107712142e-09,0.2499999998934315,0.2499999999467158,7.992637107712142e-09,1,0.5,1.598527421542428e-10,1,24.99999999467158,24.99999999467158,0.2499999998934315,0.2499999999467158,0.5,24.99999999467158,0.5
38.34,24.99999999473837,7.892443643076064e-09,0.2499999998947674,0.2499999999473837,7.892443643076064e-09,1,0.5,1.578488728615213e-10,1,24.99999999473837,24.99999999473837,0.2499999998947674,0.2499999999473837,0.5,24.99999999473837,0.5
38.4,24.99999999480516,7.792257117333889e-09,0.2499999998961032,0.2499999999480516,7.792257117333889e-09,1,0.5,1.558451423466778e-10,1,24.99999999480516,24.99999999480516,0.2499999998961032,0.2499999999480516,0.5,24.99999999480516,0.5
38.46,24.99999999487195,7.692070591591715e-09,0.2499999998974391,0.2499999999487195,7.692070591591715e-09,1,0.5,1.538414118318343e-10,1,24.99999999487195,24.99999999487195,0.2499999998974391,0.2499999999487195,0.5,24.99999999487195,0.5
38.52,24.99999999493875,7.591877126955637e-09,0.249999999898775,0.2499999999493875,7.591877126955637e-09,1,0.5,1.518375425391127e-10,1,24.99999999493875,24.99999999493875,0.249999999898775,0.2499999999493875,0.5,24.99999999493875,0.5
38.58,24.99999999500554,7.491690601213463e-09,0.2499999999001108,0.2499999999500554,7.491690601213463e-09,1,0.5,1.498338120242693e-10,1,24.99999999500554,24.99999999500554,0.2499999999001108,0.2499999999500554,0.5,24.99999999500554,0.5
38.64,24.99999999507233,7.391504075471289e-09,0.2499999999014466,0.2499999999507233,7.391504075471289e-09,1,0.5,1.478300815094258e-10,1,24.99999999507233,24.99999999507233,0.2499999999014466,0.2499999999507233,0.5,24.99999999507233,0.5
38.7,24.99999999513912,7.291317549729115e-09,0.2499999999027824,0.2499999999513912,7.291317549729115e-09,1,0.5,1.458263509945823e-10,1,24.99999999513912,24.99999999513912,0.2499999999027824,0.2499999999513912,0.5,24.99999999513912,0.5
38.76,24.99999999520591,7.191128248429379e-09,0.2499999999041183,0.2499999999520592,7.191128248429379e-09,1,0.5,1.438225649685876e-10,1,24.99999999520591,24.99999999520591,0.2499999999041183,0.2499999999520592,0.5,24.99999999520591,0.5
38.82,24.99999999527271,7.090941722687205e-09,0.2499999999054541,0.2499999999527271,7.090941722687205e-09,1,0.5,1.418188344537441e-10,1,24.99999999527271,24.99999999527271,0.2499999999054541,0.2499999999527271,0.5,24.99999999527271,0.5
38.88,24.9999999953395,6.990755196945031e-09,0.2499999999067899,0.249999999953395,6.990755196945031e-09,1,0.5,1.398151039389006e-10,1,24.9999999953395,24.9999999953395,0.2499999999067899,0.249999999953395,0.5,24.9999999953395,0.5
38.94,24.99999999540629,6.890561732308953e-09,0.2499999999081259,0.2499999999540629,6.890561732308953e-09,1,0.5,1.378112346461791e-10,1,24.99999999540629,24.99999999540629,0.2499999999081259,0.2499999999540629,0.5,24.99999999540629,0.5
39,24.99999999547308,6.790375206566779e-09,0.2499999999094617,0.2499999999547308,6.790375206566779e-09,1,0.5,1.358075041313356e-10,1,24.99999999547308,24.99999999547308,0.2499999999094617,0.2499999999547308,0.5,24.99999999547308,0.5
39.06,24.99999999553987,6.690188680824605e-09,0.2499999999107975,0.2499999999553987,6.690188680824605e-09,1,0.5,1.338037736164921e-10,1,24.99999999553987,24.99999999553987,0.2499999999107975,0.2499999999553987,0.5,24.99999999553987,0.5
39.12,24.99999999560666,6.590002155082431e-09,0.2499999999121333,0.2499999999560666,6.590002155082431e-09,1,0.5,1.318000431016486e-10,1,24.99999999560666,24.99999999560666,0.2499999999121333,0.2499999999560666,0.5,24.99999999560666,0.5
39.18,24.99999999567346,6.489810078225133e-09,0.2499999999134692,0.2499999999567346,6.489810078225133e-09,1,0.5,1.297962015645027e-10,1,24.99999999567346,24.99999999567346,0.2499999999134692,0.2499999999567346,0.5,24.99999999567346,0.5
39.24,24.99999999574025,6.389623552482959e-09,0.249999999914805,0.2499999999574025,6.389623552482959e-09,1,0.5,1.277924710496592e-10,1,24.99999999574025,24.99999999574025,0.249999999914805,0.2499999999574025,0.5,24.99999999574025,0.5
39.3,24.99999999580704,6.289437026740785e-09,0.2499999999161408,0.2499999999580704,6.289437026740785e-09,1,0.5,1.257887405348157e-10,1,24.99999999580704,24.99999999580704,0.2499999999161408,0.2499999999580704,0.5,24.99999999580704,0.5
39.36,24.99999999587384,6.189246337662269e-09,0.2499999999174767,0.2499999999587384,6.189246337662269e-09,1,0.5,1.237849267532454e-10,1,24.99999999587384,24.99999999587384,0.2499999999174767,0.2499999999587384,0.5,24.99999999587384,0.5
39.42,24.99999999594063,6.089059811920094e-09,0.2499999999188126,0.2499999999594063,6.089059811920094e-09,1,0.5,1.217811962384019e-10,1,24.99999999594063,24.99999999594063,0.2499999999188126,0.2499999999594063,0.5,24.99999999594063,0.5
39.48,24.99999999600742,5.98887328617792e-09,0.2499999999201484,0.2499999999600742,5.98887328617792e-09,1,0.5,1.197774657235584e-10,1,24.99999999600742,24.99999999600742,0.2499999999201484,0.2499999999600742,0.5,24.99999999600742,0.5
39.54,24.99999999607421,5.888686760435746e-09,0.2499999999214842,0.2499999999607421,5.888686760435746e-09,1,0.5,1.177737352087149e-10,1,24.99999999607421,24.99999999607421,0.2499999999214842,0.2499999999607421,0.5,24.99999999607421,0.5
39.6,24.999999996141,5.788494683578449e-09,0.2499999999228201,0.24999999996141,5.788494683578449e-09,1,0.5,1.15769893671569e-10,1,24.999999996141,24.999999996141,0.2499999999228201,0.24999999996141,0.5,24.999999996141,0.5
