"time","A1","AI_101","A2","AI_102","LT_101_mA","LT_102_mA","captureTransferDone","der(h1)","der(h2)","der(waitTimer)","h1","h1_high","h1_init","h1_low","h2","h2_at_transfer_end","h2_init","levelHigh","h2_low","levelT1Low","levelT2Low","mode","plc_scan","q1","q3","qDrain","q12","qFill","qTransfer","resumeMode","scanTick","shutCmd1","shutPulse","shutPulse1","startCmd1","startCmd2","startPulse","startPulse1","state_is_IDLE","startPulse2","state_is_PAUSED","state_is_SHUTDOWN","stopCmd1","stopCmd2","stopPulse","stopPulse1","stopPulse2","tShut1","tStart1","tStart2","tStop1","tStop2","u1_cmd","u1","u2","u2_cmd","u3","u3_cmd","waitDone","waitTimer","wait_after_drain","wait_after_fill","wait_after_transfer"
326.2,1.2,0.4780000000446905,1.4,0.3264285713793053,11.648000000715047,9.222857142068886,0,-0.00375,0.0032142857142857142,0,0.4780000000446905,0.8,50,50,0.3264285713793053,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.2,1.2,0.4780000000446692,1.4,0.3264285713793236,11.648000000714706,9.222857142069177,0,-0.00375,0.0032142857142857142,0,0.4780000000446692,0.8,50,50,0.3264285713793236,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.2,1.2,0.4780000000446692,1.4,0.3264285713793236,11.648000000714706,9.222857142069177,0,-0.00375,0.0032142857142857142,0,0.4780000000446692,0.8,50,50,0.3264285713793236,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.3,1.2,0.47762500004469044,1.4,0.32674999995073395,11.642000000715047,9.227999999211743,0,-0.00375,0.0032142857142857142,0,0.47762500004469044,0.8,50,50,0.32674999995073395,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.3,1.2,0.4776250000446691,1.4,0.3267499999507522,11.642000000714706,9.227999999212035,0,-0.00375,0.0032142857142857142,0,0.4776250000446691,0.8,50,50,0.3267499999507522,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.3,1.2,0.4776250000446691,1.4,0.3267499999507522,11.642000000714706,9.227999999212035,0,-0.00375,0.0032142857142857142,0,0.4776250000446691,0.8,50,50,0.3267499999507522,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.4,1.2,0.4772500000446906,1.4,0.32707142852216237,11.63600000071505,9.233142856354597,0,-0.00375,0.0032142857142857142,0,0.4772500000446906,0.8,50,50,0.32707142852216237,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.4,1.2,0.47725000004466905,1.4,0.3270714285221808,11.636000000714706,9.233142856354892,0,-0.00375,0.0032142857142857142,0,0.47725000004466905,0.8,50,50,0.3270714285221808,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.4,1.2,0.47725000004466905,1.4,0.3270714285221808,11.636000000714706,9.233142856354892,0,-0.00375,0.0032142857142857142,0,0.47725000004466905,0.8,50,50,0.3270714285221808,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.5,1.2,0.4768750000446905,1.4,0.32739285709359095,11.630000000715048,9.238285713497454,0,-0.00375,0.0032142857142857142,0,0.4768750000446905,0.8,50,50,0.32739285709359095,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.5,1.2,0.476875000044669,1.4,0.3273928570936094,11.630000000714704,9.23828571349775,0,-0.00375,0.0032142857142857142,0,0.476875000044669,0.8,50,50,0.3273928570936094,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.5,1.2,0.476875000044669,1.4,0.3273928570936094,11.630000000714704,9.23828571349775,0,-0.00375,0.0032142857142857142,0,0.476875000044669,0.8,50,50,0.3273928570936094,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.6,1.2,0.47650000004469045,1.4,0.32771428566501953,11.624000000715046,9.243428570640312,0,-0.00375,0.0032142857142857142,0,0.47650000004469045,0.8,50,50,0.32771428566501953,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.6,1.2,0.4765000000446689,1.4,0.32771428566503796,11.624000000714702,9.243428570640607,0,-0.00375,0.0032142857142857142,0,0.4765000000446689,0.8,50,50,0.32771428566503796,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.6,1.2,0.4765000000446689,1.4,0.32771428566503796,11.624000000714702,9.243428570640607,0,-0.00375,0.0032142857142857142,0,0.4765000000446689,0.8,50,50,0.32771428566503796,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.7,1.2,0.4761250000446906,1.4,0.32803571423644795,11.61800000071505,9.248571427783167,0,-0.00375,0.0032142857142857142,0,0.4761250000446906,0.8,50,50,0.32803571423644795,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.7,1.2,0.47612500004466884,1.4,0.3280357142364666,11.618000000714702,9.248571427783466,0,-0.00375,0.0032142857142857142,0,0.47612500004466884,0.8,50,50,0.3280357142364666,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.7,1.2,0.47612500004466884,1.4,0.3280357142364666,11.618000000714702,9.248571427783466,0,-0.00375,0.0032142857142857142,0,0.47612500004466884,0.8,50,50,0.3280357142364666,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.8,1.2,0.47575000004469054,1.4,0.3283571428078766,11.61200000071505,9.253714284926026,0,-0.00375,0.0032142857142857142,0,0.47575000004469054,0.8,50,50,0.3283571428078766,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.8,1.2,0.4757500000446688,1.4,0.32835714280789524,11.612000000714701,9.253714284926325,0,-0.00375,0.0032142857142857142,0,0.4757500000446688,0.8,50,50,0.32835714280789524,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.8,1.2,0.4757500000446688,1.4,0.32835714280789524,11.612000000714701,9.253714284926325,0,-0.00375,0.0032142857142857142,0,0.4757500000446688,0.8,50,50,0.32835714280789524,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.9,1.2,0.4753750000446907,1.4,0.32867857137930506,11.606000000715051,9.25885714206888,0,-0.00375,0.0032142857142857142,0,0.4753750000446907,0.8,50,50,0.32867857137930506,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.9,1.2,0.4753750000446687,1.4,0.3286785713793239,11.6060000007147,9.258857142069182,0,-0.00375,0.0032142857142857142,0,0.4753750000446687,0.8,50,50,0.3286785713793239,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
326.9,1.2,0.4753750000446687,1.4,0.3286785713793239,11.6060000007147,9.258857142069182,0,-0.00375,0.0032142857142857142,0,0.4753750000446687,0.8,50,50,0.3286785713793239,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327,1.2,0.4750000000446906,1.4,0.3289999999507337,11.600000000715049,9.26399999921174,0,-0.00375,0.0032142857142857142,0,0.4750000000446906,0.8,50,50,0.3289999999507337,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327,1.2,0.47500000004466864,1.4,0.3289999999507525,11.600000000714697,9.26399999921204,0,-0.00375,0.0032142857142857142,0,0.47500000004466864,0.8,50,50,0.3289999999507525,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327,1.2,0.47500000004466864,1.4,0.3289999999507525,11.600000000714697,9.26399999921204,0,-0.00375,0.0032142857142857142,0,0.47500000004466864,0.8,50,50,0.3289999999507525,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.1,1.2,0.47462500004469055,1.4,0.32932142852216234,11.594000000715049,9.269142856354598,0,-0.00375,0.0032142857142857142,0,0.47462500004469055,0.8,50,50,0.32932142852216234,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.1,1.2,0.47462500004466857,1.4,0.32932142852218116,11.594000000714697,9.269142856354899,0,-0.00375,0.0032142857142857142,0,0.47462500004466857,0.8,50,50,0.32932142852218116,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.1,1.2,0.47462500004466857,1.4,0.32932142852218116,11.594000000714697,9.269142856354899,0,-0.00375,0.0032142857142857142,0,0.47462500004466857,0.8,50,50,0.32932142852218116,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.2,1.2,0.4742500000446907,1.4,0.32964285709359076,11.588000000715052,9.274285713497452,0,-0.00375,0.0032142857142857142,0,0.4742500000446907,0.8,50,50,0.32964285709359076,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.2,1.2,0.47425000004466855,1.4,0.32964285709360974,11.588000000714697,9.274285713497756,0,-0.00375,0.0032142857142857142,0,0.47425000004466855,0.8,50,50,0.32964285709360974,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.2,1.2,0.47425000004466855,1.4,0.32964285709360974,11.588000000714697,9.274285713497756,0,-0.00375,0.0032142857142857142,0,0.47425000004466855,0.8,50,50,0.32964285709360974,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.3,1.2,0.4738750000446907,1.4,0.32996428566501934,11.582000000715052,9.27942857064031,0,-0.00375,0.0032142857142857142,0,0.4738750000446907,0.8,50,50,0.32996428566501934,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.3,1.2,0.47387500004466854,1.4,0.3299642856650383,11.582000000714697,9.279428570640613,0,-0.00375,0.0032142857142857142,0,0.47387500004466854,0.8,50,50,0.3299642856650383,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.3,1.2,0.47387500004466854,1.4,0.3299642856650383,11.582000000714697,9.279428570640613,0,-0.00375,0.0032142857142857142,0,0.47387500004466854,0.8,50,50,0.3299642856650383,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.4,1.2,0.4735000000446909,1.4,0.33028571423644776,11.576000000715055,9.284571427783163,0,-0.00375,0.0032142857142857142,0,0.4735000000446909,0.8,50,50,0.33028571423644776,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.4,1.2,0.4735000000446685,1.4,0.33028571423646697,11.576000000714696,9.284571427783472,0,-0.00375,0.0032142857142857142,0,0.4735000000446685,0.8,50,50,0.33028571423646697,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.4,1.2,0.4735000000446685,1.4,0.33028571423646697,11.576000000714696,9.284571427783472,0,-0.00375,0.0032142857142857142,0,0.4735000000446685,0.8,50,50,0.33028571423646697,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.5,1.2,0.4731250000446909,1.4,0.3306071428078764,11.570000000715055,9.289714284926022,0,-0.00375,0.0032142857142857142,0,0.4731250000446909,0.8,50,50,0.3306071428078764,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.5,1.2,0.4731250000446685,1.4,0.3306071428078956,11.570000000714696,9.28971428492633,0,-0.00375,0.0032142857142857142,0,0.4731250000446685,0.8,50,50,0.3306071428078956,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.5,1.2,0.4731250000446685,1.4,0.3306071428078956,11.570000000714696,9.28971428492633,0,-0.00375,0.0032142857142857142,0,0.4731250000446685,0.8,50,50,0.3306071428078956,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.6,1.2,0.47275000004469087,1.4,0.33092857137930504,11.564000000715055,9.294857142068881,0,-0.00375,0.0032142857142857142,0,0.47275000004469087,0.8,50,50,0.33092857137930504,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.6,1.2,0.4727500000446685,1.4,0.33092857137932424,11.564000000714696,9.294857142069187,0,-0.00375,0.0032142857142857142,0,0.4727500000446685,0.8,50,50,0.33092857137932424,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.6,1.2,0.4727500000446685,1.4,0.33092857137932424,11.564000000714696,9.294857142069187,0,-0.00375,0.0032142857142857142,0,0.4727500000446685,0.8,50,50,0.33092857137932424,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.7,1.2,0.4723750000446911,1.4,0.3312499999507335,11.558000000715058,9.299999999211735,0,-0.00375,0.0032142857142857142,0,0.4723750000446911,0.8,50,50,0.3312499999507335,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.7,1.2,0.4723750000446685,1.4,0.3312499999507529,11.558000000714696,9.299999999212046,0,-0.00375,0.0032142857142857142,0,0.4723750000446685,0.8,50,50,0.3312499999507529,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.7,1.2,0.4723750000446685,1.4,0.3312499999507529,11.558000000714696,9.299999999212046,0,-0.00375,0.0032142857142857142,0,0.4723750000446685,0.8,50,50,0.3312499999507529,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.8,1.2,0.47200000004469106,1.4,0.33157142852216215,11.552000000715058,9.305142856354594,0,-0.00375,0.0032142857142857142,0,0.47200000004469106,0.8,50,50,0.33157142852216215,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.8,1.2,0.47200000004466847,1.4,0.3315714285221815,11.552000000714695,9.305142856354905,0,-0.00375,0.0032142857142857142,0,0.47200000004466847,0.8,50,50,0.3315714285221815,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.8,1.2,0.47200000004466847,1.4,0.3315714285221815,11.552000000714695,9.305142856354905,0,-0.00375,0.0032142857142857142,0,0.47200000004466847,0.8,50,50,0.3315714285221815,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.9,1.2,0.47162500004469127,1.4,0.33189285709359057,11.546000000715061,9.31028571349745,0,-0.00375,0.0032142857142857142,0,0.47162500004469127,0.8,50,50,0.33189285709359057,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.9,1.2,0.47162500004466845,1.4,0.3318928570936101,11.546000000714695,9.310285713497763,0,-0.00375,0.0032142857142857142,0,0.47162500004466845,0.8,50,50,0.3318928570936101,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
327.9,1.2,0.47162500004466845,1.4,0.3318928570936101,11.546000000714695,9.310285713497763,0,-0.00375,0.0032142857142857142,0,0.47162500004466845,0.8,50,50,0.3318928570936101,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
328,1.2,0.47125000004469125,1.4,0.33221428566501915,11.540000000715061,9.315428570640307,0,-0.00375,0.0032142857142857142,0,0.47125000004469125,0.8,50,50,0.33221428566501915,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
328,1.2,0.47125000004466844,1.4,0.3322142856650387,11.540000000714695,9.31542857064062,0,-0.00375,0.0032142857142857142,0,0.47125000004466844,0.8,50,50,0.3322142856650387,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
328,1.2,0.47125000004466844,1.4,0.3322142856650387,11.540000000714695,9.31542857064062,0,-0.00375,0.0032142857142857142,0,0.47125000004466844,0.8,50,50,0.3322142856650387,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
328.1,1.2,0.47087500004469124,1.4,0.33253571423644773,11.53400000071506,9.320571427783165,0,-0.00375,0.0032142857142857142,0,0.47087500004469124,0.8,50,50,0.33253571423644773,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
328.1,1.2,0.4708750000446684,1.4,0.3325357142364673,11.534000000714695,9.320571427783477,0,-0.00375,0.0032142857142857142,0,0.4708750000446684,0.8,50,50,0.3325357142364673,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
328.1,1.2,0.4708750000446684,1.4,0.3325357142364673,11.534000000714695,9.320571427783477,0,-0.00375,0.0032142857142857142,0,0.4708750000446684,0.8,50,50,0.3325357142364673,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
328.2,1.2,0.47050000004469145,1.4,0.33285714280787615,11.528000000715064,9.325714284926018,0,-0.00375,0.0032142857142857142,0,0.47050000004469145,0.8,50,50,0.33285714280787615,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
328.2,1.2,0.4705000000446684,1.4,0.33285714280789586,11.528000000714695,9.325714284926335,0,-0.00375,0.0032142857142857142,0,0.4705000000446684,0.8,50,50,0.33285714280789586,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
328.2,1.2,0.4705000000446684,1.4,0.33285714280789586,11.528000000714695,9.325714284926335,0,-0.00375,0.0032142857142857142,0,0.4705000000446684,0.8,50,50,0.33285714280789586,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
328.3,1.2,0.47012500004469143,1.4,0.33317857137930473,11.522000000715064,9.330857142068876,0,-0.00375,0.0032142857142857142,0,0.47012500004469143,0.8,50,50,0.33317857137930473,0.05,50,0,50,0,0,4,0.1,0,0,0.005,0.0045,0.006,0.0045,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,700,20,280,220,650,0,0,1,1,0,0,0,-0.0999999994283548,8,10,12
